"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8"
"347.25908",0.0024088,-0.0074329,0.0028192,0.00036386,0.010833,0.0032269,-0.0025341,-0.0013006
"347.22643",-0.0016316,0.025571,0.029104,-0.029164,0.0057229,-0.013745,-0.048215,0.0020998
"347.22076",-0.00037777,-0.0082785,-0.0062765,0.0037943,-0.0076495,0.0024913,-0.0013092,0.00086443
"347.18991",0.015026,0.013507,0.0080806,0.046234,-0.0024759,0.00037848,-0.00066115,0.0026249
"347.24447",0.0062372,-0.0036637,-0.0031067,-0.010199,-0.0069546,-0.012003,0.0030602,0.0014557
"347.24434",0.0026313,0.0011247,0.00060797,-0.0020561,-0.0049712,0.011709,-0.0080887,-0.00096163
"348.18532",0.031194,-0.0042672,0.010343,0.020458,-0.0089383,0.0092649,-0.01022,0.0018865
"348.22658",0.0027427,-0.0016593,0.0017327,0.013222,-0.006142,0.01258,0.001031,-0.0022187
"348.17412",0.015577,0.019171,0.005109,-0.010653,0.01123,-0.0098378,0.0023149,0.00020167
"348.22409",-0.001403,-0.0082342,-0.0056953,0.0053464,-0.0069302,-0.00013404,-0.0017058,0.0010429
"348.19358",0.0026259,-0.0092833,0.0065633,-0.0054809,0.00074726,0.0056206,-0.0031114,0.00069637
"348.89642",-0.0050772,0.0034562,-0.001949,-0.0010313,-0.0018723,-0.0030979,0.0032418,-0.00012495
"349.13733",-0.0037886,0.017471,-0.048775,0.0045102,0.0094063,0.010013,-0.058295,-0.00028366
"349.08686",0.0021003,0.026508,0.018425,-0.033744,-0.027177,0.032522,0.05703,0.0045247
"349.14133",0.018163,0.014158,-0.007314,-0.0081175,0.0021624,-0.00046017,-0.00023497,-0.0016549
"349.14107",0.0096154,-0.0014288,0.00047842,-0.0018324,-0.0013172,0.00032668,0.0017588,-0.00044007
"349.12566",-0.011811,0.00059207,0.01453,-0.00095186,-0.0033896,-0.0088872,-0.0059695,4.2455e-05
"349.1712",-0.0001141,-7.886e-05,-0.021263,-0.0068551,0.018979,-0.0042595,-0.017563,-0.0016049
"349.20253",0.0067049,-0.011526,-0.0033109,-0.0015105,-0.0041172,0.0021822,0.0042525,0.00012699
"350.10972",0.0058372,0.023115,-0.015281,0.0158,-0.010346,-0.015478,-0.0095803,-0.0058872
"350.23723",0.019724,0.010708,0.0072208,0.044031,-0.0068097,0.0023022,-0.0020009,-0.0023552
"351.06195",0.0047618,0.0175,0.029589,0.030423,-0.023773,-0.0041918,0.06623,-0.0031959
"351.06412",0.035936,-0.01532,0.0077972,0.007063,-0.013784,-0.0073081,-0.011659,-0.0046206
"351.22132",-0.0055757,-0.0043921,0.0019627,0.0030639,0.0036151,-0.00086911,-0.0020559,-0.00025639
"351.25236",0.0015275,0.0041037,0.0077127,-0.0063387,0.0096607,0.012543,0.0013854,0.0029045
"351.21629",0.0087624,0.0060754,0.0034844,0.0043775,-0.00072112,-0.00081424,-0.0017921,-0.0018498
"351.21788",0.0051204,0.008703,0.015335,0.00080428,0.0098605,0.001138,-0.00029032,0.00096643
"351.19316",0.034317,0.00095759,-0.0030759,-0.019203,-0.0064544,0.013503,0.0052107,0.0011535
"351.21837",0.013343,0.014469,-0.018627,-0.021889,-0.012362,-0.010973,0.0086146,0.00073358
"351.19304",0.031774,-0.0006942,-0.0014285,-0.012961,-0.0065459,0.012889,0.0027247,0.0044024
"351.92527",0.016961,-0.015589,0.009495,-0.0065397,-0.0061205,0.030619,0.0014541,-0.0013574
"352.28617",0.0047908,0.0011823,-0.0030881,-0.013369,-0.011647,0.0056227,0.0076574,-0.0011527
"352.9586",-0.0039875,0.010511,-0.052898,-0.021991,-0.022251,0.042081,-0.013029,-0.013013
"353.14295",-0.0032383,0.0019768,0.0012773,-0.0012089,-0.0096625,-0.00086331,0.0092082,0.0009044
"353.2012",-0.0035752,-0.0032325,0.0065188,0.00047144,-0.00015172,0.020293,0.0010523,-0.0020544
"353.23088",-0.00782,0.018766,0.020577,0.015052,0.019594,-0.0022208,0.02272,-0.002392
"353.11732",-0.015125,-0.032476,-0.043055,-0.014398,0.0010265,-0.042573,0.031887,0.0066358
"353.16856",0.0044037,0.023525,0.017622,-0.02398,-0.021329,0.032205,0.067716,-0.0026924
"354.26517",-0.018567,0.0069055,0.012144,0.0036007,-0.0058445,-0.0081459,0.057477,0.0069724
"355.06372",-0.028843,0.034741,-0.021344,-0.0010411,0.0073668,-0.0013675,0.00045833,-0.0099994
"355.27514",0.010464,0.00579,-0.02851,0.054619,0.025603,0.0061855,-0.007583,-0.0010757
"355.32211",0.005772,-0.0045056,-0.019796,0.011327,-0.0070683,0.0048433,0.01592,-0.0045544
"355.24958",0.011129,0.0077613,-0.00044571,0.0036021,0.0025682,0.0015927,0.0068753,-0.00077575
"355.32232",0.016593,-0.021673,0.0088865,-0.031382,-0.0065937,0.013649,-0.00686,-0.0021131
"356.256",-0.0017703,-0.0085131,0.007755,-0.0034012,0.00075504,-0.0003981,0.001791,0.001893
"356.14539",-0.02214,0.0024528,0.034715,-0.006107,-0.0094967,0.014279,-0.028802,-0.0073848
"357.11366",-0.0081468,-0.0060559,0.0050662,-0.020124,-0.012397,0.0030002,0.015831,0.002142
"357.17478",0.031728,-0.0018867,0.0009031,0.0012485,-0.0069231,0.020122,-0.0059473,0.00050932
"357.03829",-0.027276,-0.020565,-0.04617,-0.025127,-0.014217,-0.042742,-0.02644,0.0079324
"357.15921",0.021644,0.0044439,0.019405,-0.051673,0.014001,-0.011107,0.0030619,-0.0012572
"357.21464",0.00068758,-0.006302,0.018667,-0.0097083,0.0037451,-0.01285,-0.004559,0.00069694
"357.18581",0.013654,0.007809,0.020399,-0.056926,0.005088,-0.01478,0.028333,-0.0037317
"357.21467",0.00085402,-0.0029421,0.0079059,0.00018964,0.011318,0.0052578,0.0026501,-0.000938
"357.21493",0.0082949,0.0032947,0.0057593,0.0023568,-0.00043228,0.0027954,-0.0040938,0.00011437
"358.10493",-0.033225,0.01258,0.012921,-0.010155,-0.025261,0.0035489,0.00010926,-0.0072339
"358.13021",0.020139,0.0062809,-0.019676,-0.0049368,0.024042,0.039034,0.0097321,-0.0053203
"358.18425",-0.0075968,-0.01012,0.01421,0.044109,0.06235,-0.010619,0.009796,0.013355
"359.1145",0.013666,0.018485,-0.016096,-0.0049963,-0.0032596,0.00094665,-0.0036647,-0.00042069
"359.2236",0.035829,-0.015887,0.0059793,0.0081826,-0.010849,-0.010188,0.009081,-0.0056379
"359.19018",0.020613,0.0016843,-0.0013971,0.0089249,0.00089935,0.011723,-0.0052176,0.00043637
"359.22333",0.012369,-0.02111,0.0065191,-0.0012504,-0.022352,-0.040371,0.026195,-0.0027472
"360.17831",0.0081898,-0.0014054,0.0064237,0.0024596,0.0011103,0.0020705,-0.0080701,0.0015014
"360.18527",-0.01551,-0.012052,-0.029767,0.012937,0.023225,0.0090249,-0.0042775,0.0036254
"361.08226",-0.00093208,0.003096,-0.00071795,0.0091909,0.001758,0.011989,0.0044514,0.00068361
"361.0938",0.016306,0.013996,-0.016805,-0.018662,0.0018446,-0.023364,-0.0073614,0.002674
"361.17958",-0.021183,0.028388,-0.043596,0.014049,-0.012856,0.0055492,-0.013349,0.00023614
"361.16409",0.0007671,-0.002998,0.0012064,0.003554,-0.0094826,-0.003898,0.016256,-0.0004231
"361.22347",-0.0019886,-0.0016607,0.0034864,-0.0038456,0.0038429,0.0075026,-0.011395,1.3322e-06
"361.23891",0.018193,-0.0053449,-0.0030259,0.0024686,-0.023971,-0.010888,0.029398,0.00054877
"361.2571",0.014793,0.0034546,0.026303,-0.03721,-0.02339,-0.021296,0.062482,0.016098
"362.07563",-0.0087341,0.019421,-0.047896,0.010502,0.00013204,-0.011068,0.031067,-0.0062488
"362.23898",-0.0095201,-0.0024358,-0.0050354,-0.0078468,0.0037998,0.0016324,0.0027733,0.00026795
"362.20107",0.028198,0.0061427,0.0082854,0.042486,-0.0088462,-0.0071275,-0.012005,-0.0063967
"363.17701",-0.0030547,-0.0068798,0.00068902,0.0031762,-0.0018095,0.00032509,-0.0033781,8.4201e-06
"363.14585",-0.0019541,0.0041336,-0.0065081,-0.025794,-0.00022556,-0.0018227,0.013763,0.00067636
"363.16954",0.023201,-0.010277,-0.0055942,-0.0087115,-0.044713,-0.015012,0.032387,-0.013158
"363.21582",0.0031905,-0.0077333,-0.0093295,0.0033641,-0.0022391,-0.003656,-0.0049576,-0.0011552
"363.20749",-0.010286,0.0030148,0.013544,0.0022785,-0.00062172,0.00054323,0.0090046,-0.0009837
"364.2192",0.0030512,-0.0089678,-0.010759,0.0032187,-0.00045644,-0.0051426,-0.0050252,-0.0009283
"364.21119",-0.0031642,-0.0083644,0.0019371,0.0055439,0.00094977,-0.0041618,-0.0047249,-0.00037404
"364.11305",0.013308,0.0084277,0.0097931,-0.032316,0.009363,-0.038642,-0.02453,-0.0053724
"364.1729",-0.0044652,-0.023823,-0.037409,0.019502,0.025486,-0.010015,0.012295,-0.0013056
"364.87049",-3.5452e-05,-0.0027026,-0.011423,0.0021074,0.0082088,0.0037979,0.0044943,0.0011656
"365.13881",-0.026409,0.030824,-0.019029,0.0012951,0.0063649,-0.0015269,-1.9568e-05,-0.0060243
"365.10445",0.0061582,-0.005998,-0.0233,0.032928,0.018227,-0.041031,-0.073214,-0.011635
"365.24674",0.001564,-0.003333,-0.010056,-0.00058189,-0.0055174,-0.0034905,0.0018235,0.0013714
"365.231",-0.0036255,-0.0078651,0.0090104,-0.0053941,-0.0021356,0.0036688,0.0065628,0.003987
"365.26996",0.0050627,0.00012279,0.001332,-0.007962,0.0069085,-0.00078215,0.0083986,0.00038979
"365.14661",0.0011977,-0.0099007,-0.034968,0.0075039,0.012701,0.067539,0.013413,-0.0014342
"365.23147",0.0080402,-0.0067638,-0.0065568,0.00055383,-0.0099821,-0.0012052,-0.0016543,-0.00011867
"365.26753",-0.0087867,-0.0084551,-0.001921,0.0043882,0.0018175,0.0050416,0.00060851,0.0010003
"366.22631",-0.0042925,-0.0070267,0.0013702,0.0072553,-0.00016589,-0.0027455,-0.006076,0.0010752
"367.10404",0.0028646,0.02809,-0.018886,-0.0057758,0.0039537,-0.0068729,-0.0061878,0.0012241
"367.01352",-0.034879,0.004399,0.013785,-0.020377,-0.024723,0.0087108,0.0012683,-0.0013147
"367.1882",0.026665,0.0064371,-0.0024379,-3.9836e-06,-0.015161,0.034391,0.01049,6.6962e-05
"368.19001",-0.019418,0.0045889,0.031636,0.0065606,-0.0011641,0.0089324,-0.0059464,0.00087278
"368.24162",-0.010905,-0.0078285,-0.0069592,0.010474,-0.0059498,-0.00056134,-0.010138,-4.6743e-05
"369.02874",-0.042081,0.001319,-0.013942,-0.0089201,0.01603,0.003052,0.028176,-0.00016745
"369.02882",-0.04724,0.0039326,-0.015215,-0.016748,0.0091962,0.0019952,0.0018077,0.0045963
"369.17399",-0.010454,0.007827,-0.01697,-0.0019947,0.0060905,0.0065445,0.0096377,0.00094762
"369.17432",0.011413,-0.0037523,-0.00016583,0.00085481,-0.015682,-0.013154,-0.0062938,-0.0024852
"369.24082",0.0085694,-0.021294,0.0036072,-0.014117,-0.015616,-0.043471,-0.0061121,0.00030035
"369.22867",0.0065456,0.0020958,-0.0009041,0.001982,0.010934,0.0024072,-0.0063218,0.00058252
"369.30162",0.008874,-0.010051,0.0006505,-0.020387,-0.00069372,0.004002,-0.009221,-0.00081997
"370.03223",-0.041327,0.0024365,-0.013139,-0.013584,0.0076968,0.002747,0.0013017,0.0055083
"370.17782",0.011257,0.0031185,-0.0022097,0.0034099,-0.017808,-0.0025163,-0.0037158,-0.00065363
"370.14255",-0.02515,-0.01401,9.7959e-05,-0.021541,0.038398,-0.03223,-0.038041,-0.003539
"370.23907",-0.010193,-0.0056195,-0.047124,0.0017772,-0.0059648,0.020251,0.03617,-0.0026037
"371.17734",-0.0092387,0.0016737,0.037329,-0.0051283,0.026789,-0.0038717,0.019469,0.0020331
"371.25948",0.011946,0.023049,-0.00061674,-0.0039166,-0.0016865,-0.0011157,-0.003968,-0.00066552
"371.23026",-0.00026557,-0.0067079,0.011271,-0.0057613,0.0037043,0.0041254,-0.00084671,-0.00026572
"372.25475",0.022912,0.0076216,-0.01727,-0.0056489,0.0081184,0.040239,0.0088837,-0.00041498
"372.19357",0.020704,0.0065949,-0.016403,-0.022216,-0.011591,0.022351,0.019639,-0.0035426
"372.2142",0.0035088,-0.0044616,0.010853,0.0027551,0.0053441,-0.0050789,-0.0063557,0.00020308
"373.13291",-0.023149,-0.0060772,-0.037132,0.0011543,0.0038267,-0.0024344,0.036713,0.0066005
"373.17339",0.00081466,-0.0057937,0.0025176,0.0041596,0.0068894,-0.013201,-0.0076121,-0.00034249
"373.11475",0.022765,0.0012317,-0.0027797,-0.020691,0.004869,-0.039256,-0.019671,-0.0022935
"373.26764",0.0091393,-0.0034598,0.04336,-0.024102,0.034125,0.047022,0.026874,0.0045223
"373.25959",-0.0087418,-0.0051035,-0.019753,-0.00069796,-0.017874,0.0054438,0.012814,-0.0020455
"374.27841",0.020832,0.011938,0.0080438,-0.0036228,0.017519,-0.017864,-0.0010397,0.00065058
"375.17961",0.015166,0.0037142,-0.0090696,-0.0051896,-0.0029432,-0.063732,0.00062418,-0.0030311
"375.24429",-0.002657,-0.0062025,-0.0042162,6.481e-05,-0.01004,0.00088316,-0.00036056,-0.00069886
"375.25212",-0.0036462,-0.0072269,0.004791,-0.0048702,-0.0048211,0.013859,-0.0027389,-0.00033366
"375.10916",0.00024441,0.0045637,-0.00099549,0.0038068,-0.00063915,0.001152,0.0015645,0.00061733
"375.26742",-0.0013795,0.00040372,0.0023987,-0.00214,0.0081928,0.0065551,-0.0048854,-2.8582e-05
"375.26772",0.023718,0.00062351,-0.010795,0.04082,-0.0018321,-0.0013555,-0.015299,0.0034369
"375.21798",0.0073154,0.007949,0.00040066,-0.0035874,0.0013437,0.0078568,-0.0052706,-0.0015862
"375.21809",0.026846,-0.013833,0.013552,0.021986,-0.035169,-0.0071323,0.02902,-0.0071592
"376.21673",0.016342,-0.0049665,0.015951,0.03584,-0.017849,0.00076225,-0.026562,-0.00059972
"376.21669",0.019499,-0.0059978,0.010036,0.039415,-0.010499,0.0038802,-0.011583,-0.00080235
"377.12454",0.014939,0.013573,-0.019296,0.0051295,-0.0094213,0.0096068,0.011825,-0.0016311
"377.28316",-0.005732,-0.0022137,-0.0011024,0.003053,-0.0012787,0.011491,-0.00037885,-0.0016968
"377.28142",-0.0010863,0.011881,-0.0039695,-0.0078281,-7.9696e-06,0.0015585,-0.020903,-0.0010785
"377.14315",-0.0017,-0.008396,-0.0052316,0.012733,-0.00043079,-0.029274,0.0062727,0.00042757
"377.23529",0.0068584,-0.015272,0.020225,0.037206,-0.0040143,-0.0016838,-0.0017401,-0.003928
"377.23679",-0.0051243,-0.0051463,0.0052,0.00032407,-0.00070332,-0.0065124,-0.0089978,0.0009308
"377.27325",-0.00041584,-0.0078585,-0.002125,0.0012511,-0.0028599,-0.002677,-0.0042402,0.00078791
"377.23666",-0.0036935,-0.0061849,-0.0017648,0.0055796,-0.0008545,-0.0016301,-0.0051824,0.0016937
"377.27157",0.028461,0.00073159,0.0087138,0.024409,-0.0059469,0.036107,0.0027094,-0.0063786
"377.27296",-0.009474,-0.0095765,-0.0022499,0.0027157,0.01043,0.0023883,-0.0010104,0.00057085
"377.27171",-0.0067475,0.01604,-0.063791,0.0043637,-0.0062557,-0.034401,0.02116,0.0090198
"377.23376",0.021259,-0.019312,0.0051595,-0.011389,-0.018224,-0.03163,0.016736,-0.0011223
"377.27282",-0.0068983,-0.0040364,-0.0093323,0.0084,-0.0038773,0.0010394,-0.0020774,0.00037996
"378.29959",0.013009,0.022259,-0.0045601,-0.00077686,-0.0015803,-0.0070789,-0.0022695,-0.0040592
"378.10224",-0.034236,-0.0009728,0.017134,-0.024936,-0.026798,-0.010364,-0.0022319,0.0021569
"379.0841",-0.014485,0.0062918,0.010237,-0.0034316,-0.03067,-0.0079983,0.045481,2.2039e-05
"379.24941",0.012794,0.01931,0.00029598,0.0033449,0.0046191,-0.0078131,-0.00048629,-0.0002802
"379.21312",0.0013401,0.0052103,0.0024297,-0.0011871,-0.0081075,-0.0022373,0.012198,-0.00068086
"380.18284",0.004222,-0.0016788,0.0058506,-0.00027722,-0.0016225,0.0030399,-0.0027544,0.00086805
"380.9267",0.0047752,-0.012805,-0.0082476,0.0092768,0.0044152,0.0041189,0.0040182,-0.00044818
"381.21597",-0.0014329,0.0022657,0.0068454,-0.0015801,-0.00034968,0.0060725,-0.0081413,-0.00025167
"381.23202",-0.0048333,-0.0063517,0.0055768,-0.0036894,0.0017328,-0.0086419,-0.00039093,0.00043953
"381.22866",0.0016005,-0.0028648,0.0068991,0.0068311,-0.0014814,0.0024401,-0.00085817,0.00015907
"381.1061",0.018221,0.0079715,0.007196,0.023807,-0.029083,0.05698,-0.058235,-0.0089806
"381.10713",-0.022515,0.011409,0.011271,-0.0068993,-0.011149,-0.0036735,0.045002,0.00054651
"381.21072",0.025926,0.003614,0.013865,0.024269,-0.005549,0.038618,0.0095405,-0.0034674
"381.30903",-0.011911,-0.021138,-0.035804,-0.016079,0.0092552,-0.044328,0.040018,-2.2982e-05
"381.19248",7.5328e-05,0.0087399,-0.0017408,-0.0042107,0.0023334,0.0015705,-0.012176,-0.00011438
"381.33801",0.012,-0.0076525,0.0030381,-0.018898,-0.0026999,-0.0029642,-0.0093011,-0.0013558
"381.3377",0.0012013,-0.011252,0.0067937,-0.012584,-7.9751e-05,-0.0053076,-0.0062013,0.0020948
"382.09174",0.032713,-0.011676,0.0066084,-0.0051854,-0.0032524,-0.0073355,-0.0090675,4.4616e-05
"383.0443",-0.043978,-0.006334,-0.010522,-0.020179,0.0064147,0.028474,0.0059306,0.0075787
"383.06671",-0.024918,0.008429,-0.006103,-0.0016845,0.052392,0.012128,0.017098,0.0012679
"383.1351",-0.024854,0.0017262,0.03163,0.030183,-0.038093,0.0045064,-0.0028517,-0.011237
"383.0892",0.0051932,0.021679,-0.014428,0.010778,0.020275,-0.0048525,-3.697e-05,0.0013124
"383.1637",0.0094048,-0.012469,0.0067756,-0.029514,-0.010345,0.027715,0.018384,0.0034605
"383.17667",-0.013792,-0.018487,0.0028099,-0.026971,0.068393,-0.031906,-0.010189,-0.00040648
"384.10272",-0.0080717,-0.038254,-0.029519,-0.036127,0.004328,0.0044506,0.041494,-0.0031182
"385.13315",-0.025721,0.005324,0.0035588,-0.0067938,0.0076201,0.0002216,0.0057428,-0.0023831
"385.06034",-0.036729,0.0061572,-0.031039,-0.021844,0.0010473,-0.012358,-0.0079835,-0.0047708
"385.16971",0.0010249,0.010398,0.011124,0.005007,-0.0031116,0.00097747,0.0010312,-0.00031671
"385.22204",0.017779,0.011497,-0.0062415,-0.024304,-0.011975,0.02597,0.026283,-0.002278
"385.20596",0.01425,0.021534,-0.0078474,0.00016352,-0.0020731,-0.0037241,-0.00093601,-0.0023647
"385.16947",-0.011015,0.0061918,0.010761,-0.0012563,-0.031729,0.018594,0.0069274,-3.7148e-05
"385.12985",0.0043804,0.013715,-0.035781,0.0059404,0.041347,-0.018541,0.0054995,-0.0039115
"385.17341",0.00015561,-0.01455,-0.034603,-0.019843,0.032743,-0.028651,-0.044325,0.00059594
"386.09169",-0.013913,0.0093361,0.02681,-0.010806,0.017769,0.0013724,0.01447,-0.0028059
"386.13606",-0.040266,0.0077588,-0.010216,-0.0093507,-0.019514,0.0035319,-0.0053606,0.0033728
"386.14819",0.013855,0.008963,0.024123,-0.023788,0.032759,-0.047439,0.01793,0.0049186
"386.17282",2.2296e-05,0.0031414,-0.0078397,0.0047196,0.018512,-0.0010251,0.010806,-0.0034849
"386.29173",-0.0099913,-0.019422,-9.2469e-05,0.0038293,0.013616,0.01375,-0.014392,0.0016175
"387.12843",-0.015021,0.0018408,-0.020121,-0.0019486,-0.027921,-0.0090543,0.032202,-0.0034793
"387.27584",0.015979,0.018602,0.00085503,-0.017628,0.0060008,0.017934,-0.0026856,0.0011809
"387.22515",-0.0050109,-0.015106,0.0027482,-0.0089447,0.0059307,0.0035683,0.00027259,0.00059826
"387.22164",0.011598,0.022068,0.0014827,-0.0042989,-0.0080127,0.00015071,-0.0018062,-2.364e-05
"387.18923",0.0027484,-0.0018909,0.0048746,0.00604,0.001667,0.0073371,-0.00591,0.00049041
"388.3073",-0.0027749,-0.00032281,0.00047508,-0.00084126,0.0041544,0.0023937,0.0022643,0.00079593
"388.30736",-0.0010564,-0.021961,0.0023701,-0.0065399,0.015932,0.0072778,0.0028288,0.0003944
"388.25289",-0.012651,0.013585,-0.0067772,-0.0052327,-0.0015634,0.002753,-0.01126,-0.00017211
"389.17025",0.012577,0.016032,0.021215,-0.014965,0.016066,-0.039197,-0.0053029,-0.001188
"389.28341",0.016813,0.017409,-0.01355,0.00084578,0.0026343,0.00072901,0.0031965,-0.004578
"389.1248",0.0064358,-0.00061502,0.0077431,-0.0054154,0.00082078,0.012644,-0.026435,0.0010388
"389.27027",0.007124,0.0026934,0.0076031,-0.012456,-0.0015068,-0.0047266,-0.0021501,0.001647
"389.2703",0.0074776,0.0093548,0.0026627,-0.0044793,-0.0069018,-0.00071687,0.0019354,-0.00024564
"389.2704",0.0075352,0.016056,0.0034442,-0.0050209,-0.0036277,0.0029225,-0.00042594,0.0015208
"390.22624",-0.010618,0.0027559,0.0067146,0.0051503,-0.0054098,0.0013118,0.0015801,0.001799
"390.20374",0.0025467,0.023393,0.037619,0.037286,-0.0039009,-0.0047617,0.0082088,-0.0082771
"390.24027",-0.00095647,-0.0078921,0.0071634,-0.0083448,0.006992,0.0022707,0.0014927,8.8485e-05
"391.10711",-0.010051,-0.019798,0.00056129,0.040947,-0.024462,0.0066341,-0.061286,0.0018327
"391.13745",-0.036122,0.0085071,-0.0083416,-0.003357,0.020675,0.016136,-0.012447,0.0052301
"391.28541",-0.006607,0.01788,0.0087873,-0.0028833,-0.0073474,-0.0037429,0.0028303,0.00062051
"391.28889",-0.0023195,-0.008764,-0.0014292,0.0059307,-0.002981,-0.0016832,-0.0030283,-0.00080709
"391.28586",0.011566,0.021071,0.0023184,0.0010485,-0.00075663,-0.0034661,-0.0005852,0.00084407
"391.28582",0.015385,0.0057959,0.0067431,0.0042564,0.012259,-0.0055107,-0.0054381,0.00056089
"391.19928",0.0063078,-0.008441,0.00024831,-0.013089,0.012127,-0.0076822,-0.0064235,0.0027393
"392.12033",-0.018085,-0.003952,-0.034267,0.0097694,0.017847,0.015101,-0.004047,0.0073585
"392.2473",0.0018356,-0.0078434,-0.0076171,0.010994,0.0012046,0.017034,0.012332,0.00221
"392.21951",-0.00037656,-0.0033091,0.0162,-0.0017116,0.0059447,0.0043789,5.3999e-05,-0.0016652
"392.28888",-0.00012675,0.011698,0.016728,-0.0055534,0.0093405,-0.007079,0.0076294,-0.0023739
"392.27343",-0.017736,0.039878,0.019927,-0.0055518,-0.042328,0.0058793,-0.00018021,-0.0022644
"393.2319",-0.0011078,0.00067492,-0.0060483,0.0060569,-0.010236,-4.6381e-05,0.0010475,-0.00031145
"393.15594",0.0085642,-0.010856,-0.0014835,-0.0034081,-0.03426,0.016441,0.0032634,-0.0070523
"393.26497",0.0060459,0.025556,0.0099735,-0.0052321,0.018308,-0.0050033,0.0063213,0.0026894
"393.24181",0.033761,0.0039871,-0.0056775,-0.020303,-0.0035278,0.020678,0.0053124,-0.0040582
"393.29145",-0.015336,0.00020382,0.013362,0.0025137,0.0054501,-0.0064232,0.00069281,-0.0021322
"393.19587",0.0087237,-0.0037068,0.0007601,-0.0018966,0.0047599,0.0053534,-0.0089521,-0.0005572
"393.22869",0.0062954,-0.0055122,0.0089073,-0.0041514,0.0029387,-0.0013985,0.0069131,0.0002016
"394.26244",0.00038505,-0.0067536,-0.0014972,0.0050012,-0.0040995,0.0048893,0.0031208,0.00017814
"394.26262",0.0029325,-0.0075317,-0.0049806,0.0061631,-0.011537,0.0085041,0.0067949,-0.00075698
"394.29384",0.011532,0.013062,0.0035923,0.0192,-0.0021369,0.0002122,-0.0012905,0.0019105
"394.29359",0.010574,0.026624,0.0052067,0.0002449,0.0039035,-0.010065,0.0028042,0.0015205
"394.19873",0.017644,0.013466,0.0048179,0.014204,0.0026774,-0.0049814,-0.0024594,-0.0014225
"394.33272",-0.00057913,-0.0082856,-0.0023795,-0.00742,-0.0090462,0.005441,0.0077658,0.0014152
"394.88954",0.0021199,-0.0029604,-0.0067473,0.012106,0.0042178,0.0060549,0.0022904,-0.0020501
"395.12019",0.0057159,0.024152,-0.0037052,-0.0063813,0.0018209,-0.016054,0.0089538,0.0013602
"395.18995",-0.0099218,-0.00081233,0.0048634,-0.022425,-0.001955,-0.009626,0.00053403,0.0028736
"395.17579",0.0011128,0.019279,-0.013987,-0.028864,-0.058526,0.04001,-0.011085,0.0011878
"395.2442",0.0047292,-0.0068111,0.0082834,0.0010597,-0.00065832,-0.0016774,0.0041403,-0.0015195
"395.24438",0.0024068,6.3581e-05,0.0053664,-0.0010398,-0.0034478,-0.0066584,-0.0015362,0.00040083
"395.27482",0.010928,0.021885,-0.012039,-2.392e-05,-0.0041088,0.0045489,0.0059409,-0.00041456
"396.14467",-0.026919,-0.0042362,-0.020705,0.0015517,0.012977,0.0046517,0.044324,-0.0020776
"397.16905",0.013578,0.015958,-0.0087688,0.0035152,-0.019719,-0.0072162,0.0015425,0.005704
"397.16905954",-0.0067157,0.0050334,-0.0042215,-0.0023307,-0.010257,-9.6839e-05,0.0035381,-0.001238
"397.1505",-0.010182,-0.011467,-0.0073202,0.018873,-0.044466,-0.012029,0.029762,-0.0029831
"397.17703",-0.0029017,-0.020348,-0.038717,-0.010862,0.032162,-0.04437,-0.028442,-0.0039312
"397.16915",0.00048592,0.00032042,0.00083072,-0.0055011,0.00020425,-0.0094578,-0.0086615,-0.00026845
"397.25933",-0.0066455,-0.011171,-0.0077692,0.005172,0.013536,0.0042624,0.010067,-0.0011113
"397.20584",0.0062716,0.0084527,0.010991,-0.0049733,-0.0060079,-0.00602,-0.012817,0.00025308
"397.33232",0.020608,-0.019729,-0.035808,-0.027351,0.038527,0.0010592,-0.0018919,0.00093905
"398.00777",0.022396,-0.050341,-0.022014,0.018171,0.032449,0.0098589,-0.00084482,0.0038311
"398.20914",-0.0089096,0.0037076,0.004662,0.0056875,-0.015987,-0.0066855,-0.00096322,0.0019914
"399.18482",-0.00097699,0.0045246,-0.0040033,-0.0014313,-0.0017265,0.0051637,-0.0048471,0.00011176
"399.18526",0.011098,0.0067157,-0.0014606,-0.0073757,-0.0055366,0.019614,-0.0018522,3.6575e-06
"400.0047",0.02077,-0.044998,-0.020671,0.016796,0.029186,0.0084056,-0.00044352,-0.0067054
"400.99783",0.021819,-0.040249,-0.02156,0.016621,0.027696,0.0066759,-0.00071695,-0.0036622
"401.16407",-0.018987,0.0051949,-0.0024751,-0.0058415,-0.0051057,0.0042333,0.0029914,0.0019432
"401.14262",-0.007082,-0.00024658,0.019186,-0.020856,0.044266,-0.023651,-0.0011571,0.0030934
"401.2907",-0.0023202,-0.0097466,-0.0056398,0.006656,-0.022175,0.004072,0.021832,-0.0016038
"401.26574",0.0067286,0.030002,0.0149,0.0071613,0.0092868,-0.0044858,0.0082137,-0.0054531
"401.21675",-0.019767,0.0024536,0.00017812,-0.0020489,-0.00063807,-0.00013206,-0.00916,-0.0027895
"402.29422",0.0011884,-0.010034,-0.0013049,0.0072678,-0.0086702,0.0067669,0.0077047,-0.0022975
"402.30168",-0.0083202,-0.0052093,0.0055657,-0.008832,0.0015453,0.0037964,0.00024723,0.00046119
"402.95245",-0.0036389,-0.0053404,-0.013541,0.0019685,0.0095537,0.0067787,-0.007533,-0.0016668
