"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8"
"308.17035",0.031817,-0.0074986,-0.0037073,-0.02718,-0.0037943,-0.010958,0.00379,-0.0017008
"308.2679",-0.0045782,-0.0018419,-0.0020249,0.0016118,-0.00038356,0.0038993,0.0015508,-0.00052564
"308.26762",-0.0064164,0.0045348,0.0069791,0.020864,-0.0028912,0.0042664,-0.0019888,0.00033615
"309.1743",-0.0021377,0.0021292,0.010903,0.0095293,-1.5981e-05,-0.0026827,-0.0011683,-2.4244e-05
"309.17441",-0.0088207,-0.011306,0.0048079,-0.016712,-0.0036231,0.0039721,-0.0045763,0.003588
"309.20499",0.0030241,-0.0023627,0.0022129,0.018336,-0.0025863,-0.0014974,-0.0030741,-0.0043223
"309.28032",-0.0015169,-0.0089628,-0.0073668,0.005226,-0.0067279,0.0063667,0.0011475,-0.0035616
"309.20509",-0.00040836,3.2795e-05,-0.00034678,0.00475,-0.006065,-0.0024899,-0.00061057,0.00062165
"309.10778",-0.017206,-0.0043638,-0.043419,0.0055296,0.00221,-0.011006,0.039846,-0.0021191
"309.27051",-0.0079322,0.0081412,0.006637,0.013032,-3.4125e-05,0.0035634,0.0018384,-0.0026107
"309.20746",0.002176,-0.0044684,0.0006562,-0.00030635,-0.0091829,0.0025772,-0.0037338,0.001035
"310.28339",-0.0016491,-0.0088497,-0.0071041,0.005121,-0.006678,0.0064707,0.00157,-0.00045172
"311.14047",-0.00025996,-0.0043371,0.0065953,-0.0021226,0.0063711,-0.0052541,0.0011751,-8.4025e-05
"311.11633",0.026427,-0.00063732,-0.0035404,-0.049142,-0.013588,-0.011063,-0.0074568,0.0024565
"311.16902",-9.3451e-05,-0.00582,-0.00010688,0.0028012,-0.00023935,-0.00032099,0.0033082,0.0044308
"311.16862",-0.0046296,-0.0061987,-0.00081372,0.011335,-0.00029588,0.0023171,-0.00070834,-0.0023019
"311.29604",-0.00012366,-0.010261,0.00087697,0.005684,-0.0067555,-0.00096231,-0.0038095,-0.00019207
"311.16921",0.0024736,0.0064624,0.014804,0.023397,0.0087709,-0.0034081,0.0038767,-0.0016623
"311.22324",0.0037071,-0.0040544,-0.00274,-0.00074756,-0.0067396,0.00099139,-0.00058895,4.9666e-05
"311.29596",-0.00026309,0.0030299,0.0048452,-0.0031416,-0.0042136,0.0018015,0.0077568,-0.0015153
"311.22312",0.0004264,-0.0020116,0.00029414,-0.0034496,-0.0035578,-0.011055,0.0041693,0.0026328
"311.28658",-0.0015698,-0.0089585,-0.0077406,0.0052143,-0.0068761,0.0064691,0.0012719,0.00013353
"311.22309",-0.0018855,0.0013852,0.0033204,-0.00083442,-0.0049869,0.0085086,-0.022217,5.176e-06
"312.17264",0.0028181,-0.0041909,-0.0016271,0.0018013,0.00014217,-0.0078228,0.0021447,0.0019078
"312.29928",-0.00014701,-0.010371,0.0010471,0.0057156,-0.0069191,-0.0010168,-0.0039407,0.0015804
"312.25488",-0.0027558,-0.0024084,0.0041989,-0.0021055,-0.0031951,-0.0016206,0.00070003,-0.0012612
"312.29923",-0.00010253,0.0033326,0.0045768,-0.0036407,-0.0047916,0.0019182,0.0083179,0.0010556
"312.17256",0.00021191,0.011433,0.012862,0.00097194,0.0058196,-0.0048535,0.0031564,-0.0017845
"312.2265",0.00052206,-0.00088407,-0.0010086,-0.0036145,-0.0049505,-0.01152,0.0020006,-0.00064977
"312.22665",0.0058675,-0.0079561,-0.0072316,-0.0037692,-0.0029751,-0.0076113,-0.0028709,0.0010107
"312.22649",0.0019504,0.00061509,0.004162,0.0024028,0.00055449,0.0051506,-0.0042674,0.00033173
"313.05042",-0.014715,-0.012363,-0.013762,-0.0059573,-0.0074726,0.00042333,0.021947,0.0021164
"313.14343",0.0048071,-0.018116,0.0066644,0.043593,-0.014256,0.018765,0.0015695,0.0049277
"313.10874",0.032673,0.013054,-0.003032,-0.001759,-0.0032051,-0.0030467,0.00063094,0.0025503
"313.23854",-0.0054895,-0.010433,-0.0060637,-0.013978,0.021112,-0.027364,-0.0011628,0.0044227
"313.27521",-8.2411e-06,-0.00026249,-0.0010924,-0.0026174,-0.0082001,0.0029491,0.00046142,0.00063162
"313.23886",0.0085662,-0.0032585,0.0051659,0.0014933,-0.00015344,0.0017967,-0.0070674,-0.00045457
"313.23871",-0.0012389,-0.00089244,-0.0065985,-0.0022518,-0.00056571,-0.0032495,-0.0055376,-0.0015806
"313.21775",0.01505,-0.03163,0.00055257,-0.034556,-0.018912,-0.0045895,0.027408,0.0088478
"313.23888",-0.00037639,-0.00010974,8.7301e-05,-0.0043132,-0.0077962,-0.0085058,-0.0043516,-0.0027481
"314.1118",0.037408,0.0013302,0.0021819,-0.006259,-0.0061566,0.022061,0.0044579,-0.001587
"314.09723",-0.023942,0.02503,-0.0065862,0.049039,-0.00013441,-0.0024864,-0.0028428,-0.010654
"314.27868",-0.00063079,0.0011305,-0.00021341,-0.0030329,-0.0086602,0.0022383,0.0040315,0.00080059
"314.24214",-0.00052041,5.7287e-05,1.1338e-05,-0.0045413,-0.0082889,-0.0085448,-0.0049452,-0.0028756
"314.24214915",0.0001431,4.7483e-05,-0.0003995,-0.0041676,-0.0083098,-0.0048304,-0.0063037,0.00033095
"314.20882",0.008428,-0.001743,0.0053736,-8.3726e-05,0.004187,-0.0036987,-0.0080398,-0.00042347
"314.24215",0.0093653,-0.0051078,0.0020276,0.004337,0.0047494,0.0048201,-0.0067238,-0.0010437
"314.24213",-0.0029122,-0.0044045,-0.0028975,-0.0091943,0.00091929,-0.012553,-0.0033087,0.0010151
"315.13004",0.028355,-0.0073946,0.010362,0.023896,-0.0045719,-0.048436,-0.005638,0.002653
"315.12419",0.0092427,0.010609,-0.026759,-0.006431,0.0037219,-0.032788,-0.016324,0.0026871
"315.19733",0.0087535,0.0087448,-0.010817,0.0035168,-0.01854,0.00062394,0.014279,0.00055304
"315.25455",0.0035093,-0.0028957,-0.00040475,0.0031318,-0.0067967,-0.0010262,-0.0067454,0.0019615
"315.20977",-0.00013431,-0.007102,-0.0010768,0.0040701,-0.0037803,-0.00046053,-0.0035626,-0.00082058
"315.25422",0.001543,0.011849,0.0058017,-0.010297,0.00034314,-0.011663,-0.0041862,0.0028192
"315.245",0.001691,0.00065703,-0.0011511,-0.006791,-0.0085328,-0.016239,-0.005752,-0.0018461
"315.1244",0.025699,0.019439,0.0065673,0.011116,-0.0020151,0.00129,0.0055367,0.00076549
"315.25436",0.007741,0.002284,-0.0044443,0.0027329,-0.0051348,-0.0089841,0.00043237,0.00067318
"315.25415",-0.0043198,-0.0050555,0.012447,0.00055678,0.0091346,0.0019214,0.0024157,0.0012949
"316.16693",-0.0057934,-1.6548e-05,0.013878,-0.011862,0.001972,-2.512e-06,-0.0031218,0.0017954
"316.12742",0.023294,0.017151,0.0033587,-0.0096346,-0.00014825,0.010734,0.0083977,-0.00056946
"316.25748",0.0034678,-0.0027276,-0.00054325,0.0029839,-0.0070996,-0.00082361,-0.0072635,-0.00067243
"316.25761",0.0063557,0.00068518,-0.0014994,-0.0025923,-0.005044,-0.0083683,-0.00018969,0.00038719
"316.25768",0.0042082,0.010662,0.00042707,-0.011713,-0.0040674,-0.017218,-0.0093292,-0.00060806
"316.25731",-0.0023848,-0.0071005,0.006474,0.0026714,0.0030824,0.0021994,-0.0026549,-0.00035893
"316.18822",0.0063605,0.001149,0.0038576,0.00075644,0.0028938,-0.0025319,-0.0043795,-3.2716e-05
"317.17007",-0.013848,0.0082496,0.028036,-0.011159,0.01266,0.012358,0.00084219,0.00099005
"317.15106",0.0023981,0.013177,-0.0019569,-0.0085657,-0.0019553,-0.0004366,0.0026319,0.0023247
"317.17606",0.019191,0.018874,0.0055226,0.032274,-0.010235,0.0023032,-0.010641,0.0017641
"317.13035",0.0114,-0.011145,0.013039,-0.022749,0.0016579,0.032108,0.013889,-0.0017142
"317.09611",-0.048445,-0.00012147,-0.015224,-0.023643,0.0097813,0.002948,0.0022126,-0.0062417
"317.26022",0.0032022,-0.00244,-0.0014607,0.0029581,-0.0080675,0.0016827,-0.0098054,-0.00053867
"317.11465",-0.0099139,-0.00068948,0.0037349,-0.0064039,-0.010238,0.00086885,0.0056938,-0.00084067
"317.19734",0.0012833,-0.0011812,0.0058302,-0.001909,-0.0006286,0.0064013,-0.0053955,0.00039527
"317.21247",0.020493,0.014351,-0.02108,0.029684,0.012841,-0.014187,0.0086919,-0.0079011
"318.17941",0.018608,0.01174,0.010205,0.041613,-0.012038,0.0065425,-0.011051,0.00017015
"318.1543",-0.0025766,0.0037033,0.00072294,-0.0095262,-0.0028712,0.0035864,0.0036322,-0.00067013
"318.21548",0.016832,0.0016222,-0.032111,0.057467,0.033069,-0.0068227,0.0092966,-8.3733e-05
"319.16669",0.021226,0.0024406,-0.0030628,-0.010929,-0.0037685,0.0017554,0.0054796,-0.0022259
"319.09551",0.031861,-0.0056269,-0.0068545,-0.0041463,-0.010866,0.009949,-0.00033311,-0.0033564
"319.13013",-0.005645,0.0098264,0.00043436,-0.0054731,-0.0075623,0.0036853,0.0051201,-0.00011648
"319.16686",0.028327,0.0049545,0.0045673,-0.014917,-0.0066885,0.020816,0.0028016,-0.0023015
"319.19192",-0.0023348,0.011957,-0.0082365,0.0092854,-0.00081526,0.0035895,0.0085256,-0.00046278
"319.24129",-0.0012607,-0.0095026,0.0016254,0.0031371,-0.0024964,-0.0037328,-0.0051726,0.00071079
"319.22807",0.01701,0.012613,0.0035321,-0.0031985,0.023341,-0.010292,0.015354,-0.0030967
"320.16999",0.024453,-0.011211,0.0010701,-0.025174,-0.0066188,0.034878,0.0097775,-0.0011202
"321.11094",0.021992,0.013478,-0.0028038,-0.00509,0.00095371,0.04705,0.0096724,-0.0085764
"321.14612",0.0059853,0.021441,-0.006291,-0.0037365,-0.0019916,0.00075963,0.0008685,-0.0043964
"321.17249",0.030737,-0.00037525,-0.0022007,-0.023394,-0.004226,0.0061496,0.0068612,-0.0025286
"321.18234",0.032233,0.0079381,0.02282,-0.018933,0.0058403,0.019731,0.0045497,0.0014542
"321.18228",0.033524,-0.0059913,0.021762,-0.019935,0.0074597,-0.009241,-0.0086056,-0.010658
"321.205",-0.0020188,-0.0040571,-0.0037611,0.0039595,-0.005083,-3.6003e-05,0.0013537,-0.0012387
"321.21096",-0.0016729,-0.0059601,0.0021061,0.0033351,-0.0042262,-8.0004e-05,-0.0013322,-0.0027538
"321.21061",-0.0080842,-0.0030887,0.0090786,0.0022811,0.0085501,0.00084023,0.0056897,-0.00080377
"321.20751",0.0076478,0.0071778,0.0031714,0.0083024,0.001591,0.0025694,0.0028068,0.00017215
"321.24382",0.011068,0.0021037,0.0076299,0.0081801,0.024924,0.00082289,0.016769,-0.00027609
"322.14952",-0.0017478,0.0088049,0.00098433,-0.0069592,-0.0014804,0.0071496,0.0051643,0.001142
"322.18587",0.033077,-0.0058508,0.02405,-0.018755,0.0048182,-0.010452,-0.0020567,-0.0061857
"322.20837",-0.0020468,-0.0040791,-0.0036431,0.0039266,-0.0050381,-0.00013591,0.0013955,-0.00091606
"322.24701",0.012123,0.015018,0.020853,0.0083101,0.041908,0.0012255,0.027523,0.0027753
"323.16182",0.024401,0.013983,-0.0076658,-0.0037251,-0.0016463,-0.010949,0.0034642,-0.0015482
"323.18466",0.018109,0.015578,0.0036202,0.010325,0.0051217,-0.0059672,-0.00039579,-0.0037094
"323.16169",0.030976,-0.0053236,0.0043603,-0.021207,-0.0049134,0.018303,0.004946,-0.007988
"323.29606",-0.0025928,-0.0029558,-0.0056097,-0.00059872,-0.0080517,0.0059806,0.0039981,0.0010539
"323.16167",0.029107,0.010511,-0.0018981,-0.0095226,-0.0090327,0.013705,0.0032842,-0.0043645
"323.22066",-0.0023229,-0.0098831,6.4384e-05,0.0026377,-0.0003364,-0.0040813,-0.004257,0.0012974
"324.16514",0.01707,-0.020108,0.011843,-0.0059538,-0.0069865,0.034655,0.0075477,0.0026208
"324.16529",0.027719,0.0038853,0.00090447,-0.020746,-0.006504,0.015179,0.0065503,-0.0061563
"324.22416",-0.0026285,-0.0091724,-0.00049697,0.0025193,-0.0021569,-0.0031053,-0.0026195,0.00017031
"324.16547",0.025319,0.0035499,-0.0091251,-0.020615,-0.015317,0.014544,0.021498,-0.0018646
"325.00791",0.013418,0.025827,-0.0031366,-0.0034356,0.0045308,0.0014262,0.0097954,-0.0012968
"325.18466",0.00039493,0.0017576,-0.0045584,0.0071319,-0.0041769,-0.0017352,-0.0013256,0.0006121
"325.18453",-0.00080889,-0.0047787,-0.00018691,0.0044345,-0.00085201,-0.001897,0.0031495,-0.00087214
"325.18462",0.0020408,-0.0061134,-0.0011055,0.0072643,-0.0026611,-0.0011393,0.0029298,0.0020859
"325.2",0.0035328,0.0087768,0.01429,0.019283,0.0018734,0.004525,-0.001211,0.0014125
"325.23854",-0.0012513,-0.0070382,-0.0035331,0.0050216,-0.0052231,0.00038117,-0.0012835,-0.0020825
"326.18771",-0.00074076,-0.0049958,-0.00054023,0.0051882,-0.0008163,-0.00069082,0.004336,-0.0021864
"326.18796",-0.0012193,-0.0019306,-0.0034303,0.0072354,-0.0051016,-0.001605,-0.0017894,-0.00031037
"326.18822",0.0031421,-0.0059746,-0.00017399,0.006705,-0.0029502,0.00046206,0.0024535,-0.00018941
"326.90192",0.017679,-0.0091327,-0.0042837,-0.01541,-0.0035971,0.04523,0.0091042,0.001211
"327.05213",-0.020631,-0.013064,0.0024452,0.049467,-0.01026,0.015319,0.00026558,0.0042561
"327.12857",0.013283,0.017291,0.024134,-0.030213,0.018534,0.024849,0.023224,0.00028519
"327.0879",0.014553,-0.018648,0.0068946,-0.0051905,-0.00099485,0.0050037,-0.0034474,0.0015708
"327.08788",0.019289,0.0098522,-0.020356,0.013584,0.021714,0.018834,0.0087676,0.0023215
"327.23359",-0.0093632,0.0031372,0.0021631,-0.004927,-0.0053184,-0.00095233,0.0035054,0.00049507
"327.21816",0.0061179,0.0022045,-0.00088497,-0.0011532,-0.0014477,0.0068358,0.00050187,0.001413
"327.29085",0.0035179,-0.01053,0.0070348,-0.0086315,-0.0022772,0.0091572,-0.0054417,-0.00082336
"327.20769",-0.0046164,-0.005612,0.0046785,-0.0061439,-0.00044169,-0.010439,-0.0022229,0.00050484
"327.25439",-0.0030718,-0.0052215,-0.00062384,0.0010459,-0.0023827,0.0021484,-0.0038607,0.00082596
"327.21819",0.004695,0.0037954,-0.0013525,-0.0029835,-0.00036945,-0.0083433,-0.0043425,0.00076133
"327.29096",0.011554,0.0002991,-0.0023512,0.0001172,0.00014627,0.0021325,0.00035377,0.0029661
"327.25454",0.0019968,-0.0012138,-0.0070515,0.00073066,-0.0044689,-0.00075021,-0.0011821,0.0008048
"327.29068",0.0028287,-0.00080912,-0.0036683,0.00054817,-0.0021953,-0.0026802,0.0022451,-0.0018795
"328.09133",0.022946,-0.029526,0.0076308,-0.0215,0.00079918,-0.00035836,-0.0044975,0.002323
"328.16252",-0.022741,-0.023127,0.0003386,0.010586,0.01308,-0.011495,0.011838,0.00038095
"328.23644",-0.0091564,0.0028194,0.0025481,-0.0047079,-0.0054866,-3.3633e-05,0.0037238,0.0015681
"328.2496",0.0083255,0.025347,0.0054288,-0.0035504,-0.0052726,-0.0098664,0.00028235,-0.0021935
"328.25774",-0.00046838,-0.0024169,-0.0056204,0.0013479,-0.0019241,0.0025778,0.001581,-1.7819e-05
"328.22149",0.0034963,-0.00032715,-0.00057051,-0.0024321,-1.6583e-05,-0.0065106,-0.0025121,0.00037654
"328.22473",0.0028056,-0.0073417,0.0066466,-0.0107,0.0032984,0.0080815,-0.0032954,0.00059285
"328.6631",-0.03658,-0.028369,0.0014875,0.0045602,0.0047991,-0.03866,-0.0084311,-0.0078941
"329.17597",-0.0078064,-0.0078768,-0.042072,0.015224,0.035347,0.0097579,-0.0010693,-0.00011723
"329.10335",0.016615,0.021864,0.0025542,-0.0011988,-0.0080603,-0.0071883,0.028616,-0.00076537
"329.10364",0.034358,0.0044324,-0.002703,-0.0080009,-3.2152e-05,0.0033114,-0.001558,-0.0058688
"329.10355",0.019786,0.026224,-0.006096,-0.0076372,-0.00049509,0.0019327,-0.0040152,6.364e-05
"329.10339",0.020152,0.01119,-0.012173,0.0021793,0.031121,0.0093024,0.0074641,0.0022968
"329.23953",-0.0093244,0.0030421,0.0027342,-0.004953,-0.0057997,0.00011472,0.0038014,-0.0011762
"329.24884",-0.011372,0.0060419,0.0052348,0.0001869,-0.0034363,0.0071587,0.0046932,0.0036535
"329.24887",-0.0098594,0.0052458,0.0052777,-0.0020927,-0.0024679,0.0040347,0.0043643,0.0012276
"329.25297",0.0091503,0.029142,0.0074161,-0.0046009,-0.0030245,-0.012072,0.0017833,0.0029232
"329.23369",0.0060038,0.0003782,0.0051363,-0.0032729,0.0011657,-0.0014384,-0.00040212,-0.001366
"329.23368",-0.0011319,-0.001962,-0.00014336,-0.0046637,-0.0020335,-0.0052499,-0.0097378,0.00034068
"330.10643",0.020035,0.014549,-0.0029707,0.0038201,-0.0067436,-0.0063179,0.010541,0.0022105
"330.10703",0.016603,0.021786,-0.0049116,-0.0086235,-0.0036053,0.0040943,0.00048124,-0.00018267
"330.10685",0.041121,-0.016834,0.0092506,0.0088092,-0.0040787,-0.0085458,-0.00578,-0.0022419
"330.1068",0.019039,0.00033185,-0.023763,-0.0073202,0.046584,0.027054,0.011254,-0.0036637
"330.25212",-0.011316,0.0054823,0.0050671,-0.0006715,-0.0038291,0.0054265,0.0033339,0.0021785
"330.237",-0.0012234,-0.002123,-0.00017376,-0.0047412,-0.0018026,-0.0052638,-0.0098057,0.0027272
"330.17951",-0.0059163,-0.0056706,-0.037592,0.015477,0.029339,0.0077719,-0.0019375,-0.003694
"330.25228",-0.0077614,0.0029792,0.0062093,-0.0047991,-0.0015467,-0.0069939,0.0026936,6.8417e-06
"330.23703",0.0048224,-0.00028053,-0.00059447,-0.0065493,-0.0060483,-0.0070132,-0.0048898,-0.0015459
"330.20381",-0.0013486,-0.0078105,0.010243,-0.0077733,0.0030332,0.00083367,-0.001013,0.0017914
"331.26468",-0.0089277,0.0030598,0.0034035,0.003013,0.00024054,0.003731,0.0051679,0.0012931
"331.19205",0.0068182,0.012824,-0.002144,0.0052425,-0.0040294,-0.0056905,-0.0025995,-0.0013401
"331.19206",0.0013084,0.020169,-0.037517,0.0047236,0.044488,-0.008879,-0.007163,0.0062012
"331.11907",-0.0091233,0.014394,-0.0056635,-0.014253,0.00014277,0.010956,0.0036952,-0.0016131
"331.15574",0.00020516,-0.0053518,9.5196e-05,-0.0072759,-0.0038788,-0.0079998,0.0050702,-0.00043238
"331.23173",0.0038573,0.018106,-0.037967,0.0023723,0.04074,0.0067037,-0.0071795,0.00052497
"331.11933",0.0080199,-0.0074496,0.01067,0.0058423,-0.001178,-0.0062969,0.0036196,-0.00051817
"331.20741",-0.0034833,-0.006121,0.016203,-0.0096058,0.0069886,0.001643,-0.0026372,-0.0029282
"331.25536",-0.016678,0.010398,0.024171,-0.0090388,0.0091278,-0.00052495,0.012196,0.0030799
"331.24946",0.01675,-0.0096492,0.0051881,-0.015258,-0.018969,0.00024115,-0.0083285,-0.00094517
"331.23538",-0.020003,0.0086168,0.02253,-0.011368,0.019385,0.011885,-0.00012997,-0.00036872
"331.24915",-0.0080042,0.0010063,0.0082209,-0.0088829,0.013311,-0.00035976,-0.010836,2.2439e-05
"332.1242",0.0044024,-0.0095137,0.010034,-0.0031497,-1.8828e-05,8.8913e-05,0.0064546,0.00040739
"332.12227",-0.0059453,0.034179,0.0068424,-0.016701,0.012634,-9.9059e-05,0.036578,-0.0078992
"332.2679",-0.008648,0.0022221,0.0041258,0.0014274,0.00046468,0.0030103,0.0055834,-0.0013338
"332.22352",0.016062,-0.00029966,-0.027999,0.0417,0.019862,0.029911,0.0049933,-0.0042509
"332.25297",0.021972,0.010333,-0.0024247,-0.0177,-0.016933,-0.015825,-0.014419,0.0030499
"333.17141",0.019043,0.014015,0.00018023,0.019072,0.00063955,0.0060256,-0.00062877,-0.001917
"333.14636",0.012566,0.020935,-0.0073044,-0.0061513,-0.0083217,0.0085252,0.0035373,0.0026359
"333.13301",-0.011034,0.010454,0.035805,-0.021569,0.0054472,0.010932,-0.016673,-0.0037926
"333.17114",0.034518,-0.0070923,0.022274,0.012839,0.0095249,0.0078609,0.0080313,-0.00024906
"333.22077",0.0076291,0.004717,-0.0033113,0.0019301,-0.0043462,-0.0020614,-0.0090434,0.00026159
"333.20757",0.0025067,0.0082648,0.0012426,0.0081483,-0.00051118,-0.0061861,-0.0021237,0.0007686
"333.24397",0.0302,-0.0044236,-0.0019141,-0.036928,0.012842,-0.0091305,-0.0036167,-0.0036666
"333.27096",-0.011694,0.0057927,0.010458,0.00036206,0.0054642,0.0025675,0.010665,-0.0011345
"333.28017",0.00077545,0.00079114,0.0043555,0.0018187,0.0020278,0.0025799,0.0045964,-0.0012867
"334.21103",0.0057608,0.014905,-0.00062105,0.0086508,-4.2859e-05,-0.0088533,-0.0028193,0.0024206
"334.28376",8.2551e-05,0.0020025,0.005934,-0.00020971,0.0042355,0.002161,0.0066112,-0.00087718
"335.17643",0.00042104,-0.010477,-0.0020114,0.0056286,-0.0037691,0.00082055,0.00067901,-0.0013243
"335.09455",0.015845,-0.018204,0.001694,-0.012091,-0.010809,0.038917,0.0061079,-0.009008
"335.14576",-0.0049829,-0.0064073,-0.00027773,0.0036676,-0.0081845,-0.0039319,-0.0032163,-0.00044846
"335.15403",0.012642,-0.023574,0.011765,-0.028044,-0.0048236,-0.028661,-0.0026225,0.0044993
"335.18692",-0.0012424,0.0095276,0.00053029,-0.0034801,-0.015976,-0.0025625,-0.003541,-0.00033997
"335.09074",0.0337,-0.002548,0.0082575,0.023297,-0.0091128,0.029208,0.0048409,-0.0030526
"335.236",0.0021686,-0.0054458,-0.0030355,0.00029993,-0.010167,0.0022787,0.0050972,0.00081612
"335.22085",-0.0026662,-0.0032965,-0.0078254,0.0066474,-0.0024178,0.00046421,0.0019295,0.00013189
"335.29608",-0.00051609,-0.0032563,-0.0026827,0.0054548,0.0012163,0.0052127,-0.001228,0.0012292
"335.25979",0.018744,0.012522,-0.010862,-0.0016755,-0.0078329,-0.0072588,-0.0013695,0.0015524
"336.23957",0.0022627,-0.0052989,-0.003137,0.00064331,-0.010447,0.0022622,0.0051112,-0.00085212
"336.15969",-0.020253,-0.011545,-0.010823,0.0044723,-0.0026859,-0.014153,0.0076866,-0.00076191
"336.19006",-0.012446,-0.0044148,0.0034721,-0.0057843,-0.025556,0.0035004,-0.0027781,0.00052354
"336.66126",-0.028516,-0.0086323,0.013776,0.016913,-0.0062691,-0.017968,0.03124,0.0013459
"337.17739",0.021112,0.0080646,0.004787,-0.010901,0.0028544,-0.0046725,-0.0060854,-0.0045134
"337.23332",0.0023363,-0.0054891,-0.0031867,0.00035968,-0.010267,0.0019173,0.0052844,0.00013222
"337.31174",0.00036811,-0.0054777,-0.0090849,0.0024263,-0.0071319,0.0044681,-0.0023155,-0.0023509
"337.20584",0.0033926,0.0087997,-0.0023513,0.0093564,0.0014492,-0.0010566,-0.0034176,-0.000724
"337.20032",-0.0029224,0.0050658,-0.0064438,-0.00061338,-0.010224,-0.00051633,-0.0078616,-0.0013353
"337.23654",0.0014572,-0.0090248,0.00039683,0.00034194,0.0018182,-0.0066505,-0.0073648,-0.002346
"337.2364",-0.0079684,-0.0081147,0.0074525,0.0039559,0.00089226,-0.0045914,-0.0092766,-0.00084506
"337.10629",0.021906,0.0089692,0.015562,0.038551,-0.0044718,-0.0042053,0.003309,-0.0029517
"337.20606",0.0051069,-0.0060772,-0.00018635,0.0039252,-0.0070036,-0.0011686,-0.0061725,0.0010422
"337.10892",0.021254,-0.0029063,-0.018606,0.033458,0.033176,0.045662,0.0041511,0.0018843
"337.20574",-0.0063423,-0.0032612,0.0037504,-0.0017741,-0.0028926,0.0010807,0.0052819,-0.0009769
"338.27051",2.9974e-05,-0.0026833,0.0017599,-0.0015041,-0.0052443,0.00052104,0.012278,0.00053982
"338.31505",0.0004218,-0.0054357,-0.0093472,0.0025732,-0.0073047,0.0044829,-0.0023411,0.00069719
"339.00804",-0.0039089,0.0015829,-0.0076062,0.00011167,-0.00027709,0.002115,-0.00011472,-0.0012142
"339.21579",-0.00082286,0.0046664,-0.0011083,0.0054575,-0.0088204,0.0052227,-0.0018156,-0.00083801
"339.21553",0.0035742,-0.0083842,0.0041748,-0.0026135,0.0032437,-0.01129,-0.010009,0.00054246
"339.21567",0.0052775,-0.0067027,0.0011635,0.0031249,0.0022625,0.0099105,0.0046683,0.0016309
"339.21572",-0.001628,0.0034871,-0.0039973,-0.0054118,-0.0067638,-0.0037416,0.00022698,0.00074974
"339.20016",-0.0017089,-0.0061305,-0.0019159,0.0055971,-0.0065265,0.00072062,-0.0015471,-0.0024391
"339.32695",0.0029397,-0.012589,0.00045077,0.0021947,-0.010118,0.0053669,-0.0038377,-0.0014634
"340.20374",0.001567,-0.006455,-0.0025461,0.0084845,-0.00707,0.0065066,-0.0014016,0.00030709
"340.21904",-0.0014748,-0.00057494,0.00055703,-0.005762,0.0014849,-0.0022335,0.0020809,0.000821
"340.33036",0.0029989,-0.012554,0.00049326,0.0022083,-0.010071,0.0053311,-0.0038997,-0.00040252
"341.14856",0.018501,0.016455,-0.0096032,0.0010345,-9.5107e-05,-0.029766,-0.0017111,-0.0019392
"341.26945",0.0056942,0.004875,-0.009688,0.0019248,0.0025374,-0.0023727,-0.0086559,-0.001334
"341.27019",0.0070312,-0.0096308,-0.011316,-0.0002559,0.011392,0.0062965,0.0048291,-0.00011441
"342.26527",0.0049026,0.017207,0.0072623,-0.0027833,-0.0026986,-0.0011896,0.0040675,-0.0017106
"342.24019",-0.0016768,-0.0027178,0.0099528,-0.00061877,0.0029486,0.0011741,0.0013678,0.0016339
"343.15545",0.01342,0.018446,-0.0042091,0.017764,-0.013632,-0.00064038,0.0013002,-0.0007369
"343.08592",-0.011114,0.00020672,0.019689,-0.0064086,0.0087464,0.0079672,-0.0084474,-0.00027141
"343.20281",0.0018548,-0.0040414,0.0032184,-0.0075464,0.0047532,0.0052516,0.0054087,0.00043053
"343.19921",0.006072,-0.0010543,0.0045054,0.00097264,0.0024556,-0.0010233,-0.0034504,0.000964
"343.22815",0.026684,0.0073895,-0.014542,-0.011903,-0.057823,0.020649,0.066708,-0.0041317
"343.26885",0.0078092,0.028415,0.010946,-0.0043057,0.00039735,-0.0047559,0.0070725,-0.00079518
"343.28526",0.001827,-0.001651,0.0014681,-0.0015221,-0.0018066,0.0062819,-0.0043339,-0.00015516
"344.18323",0.00031616,-0.0059967,0.0063182,-0.0022753,0.0071255,-0.0039702,-0.0036884,0.0010058
"344.08938",-0.029303,0.0090386,0.01831,-0.014133,-0.025636,-0.0076206,0.017649,-0.0015347
"344.20274",0.00104,-0.016345,0.014008,0.0059355,0.0017249,0.0040766,-0.00032613,0.0019175
"344.23131",0.040322,-0.016734,0.006907,0.0077549,-0.030518,-0.015699,0.025731,-0.00089292
"345.17114",-0.0025367,-0.012972,-0.0083357,0.0080732,-0.0054154,0.021928,0.0062052,0.00032472
"345.13494",0.020185,0.010385,-0.0097035,0.0014545,-0.0076495,-0.01248,0.0049227,-0.0044158
"345.10147",-0.031388,-0.0010497,-0.0027591,-0.010907,0.035318,-0.00068235,-0.030134,-7.3483e-05
"345.20515",-0.0019637,-0.0094574,-0.0030464,0.0053648,-0.0031983,0.001026,0.00024807,-0.0017597
"345.21082",0.0060564,-0.00088664,0.0023011,-0.0051636,-0.0042952,0.0078295,-0.0025222,-0.00021888
"345.22869",-0.0029325,-0.00024154,0.0090581,-0.0081864,0.0052367,0.0061514,-0.017364,-0.0015875
