"","Comp 1","Comp 2","Comp 3","Comp 4","Comp 5","Comp 6","Comp 7"
"193.04994",-0.0039602,0.012018,0.0014114,0.0081965,0.019821,-0.015377,-0.0116
"194.04849",-0.0050876,-0.0019119,0.043071,-0.034026,-0.017973,0.030275,-0.011166
"194.04852",-0.032494,-0.0039911,-0.016059,-0.017765,-0.019667,0.0073467,-0.035855
"199.06041",-0.0010634,0.0070334,-0.0063728,0.0054712,0.0085012,-0.0089525,0.001389
"199.06069",-0.0033296,0.0070374,-0.0039305,-0.00041675,0.011639,-0.0084519,-0.0019392
"199.09697",0.0007935,-0.0022933,-0.0050355,0.00092977,0.0079254,0.0027584,0.0049988
"200.04047",-0.0018632,0.0054401,-0.0065855,0.0035879,0.0015005,0.0031247,0.0026883
"200.05592",-0.00021956,0.0095868,-0.013801,0.0031852,0.0018423,-0.00086756,0.0057217
"201.07635",0.00097356,0.005043,-0.00099116,0.00055187,2.6043e-05,-0.0096497,0.0041863
"202.09068",-0.002415,-0.010906,-0.010008,0.01883,0.013427,-0.012833,0.010017
"202.10774",0.0011732,0.0047834,-0.0016821,0.00032761,0.0078018,0.0085745,-0.0080444
"203.05565",0.01614,-0.02124,0.022436,0.0060084,0.0035536,-0.0083805,0.0029564
"204.05095",-0.0054399,0.00036072,-0.0017535,-0.0030385,0.0031899,0.00211,0.0027359
"205.07119",0.0050322,-0.0045333,-0.00031851,0.0019874,0.0035354,-0.007293,0.0050853
"207.03838",-0.0049777,0.0012061,-0.010282,0.01102,0.00051659,0.0071527,0.0057977
"211.06066",-0.0054624,-0.033439,0.01865,0.00055994,0.0051914,0.00041557,0.0037905
"212.05621",0.013666,-0.025785,0.012105,0.0053036,-0.00084707,-0.0012236,0.003243
"212.05615",-0.0022846,0.004141,-0.014332,0.0021002,0.00067398,0.001003,0.011904
"212.0746",-0.0024992,0.0074683,-0.0033665,0.00091593,-0.0039788,0.0048758,0.0020889
"212.92053",0.0050243,0.0094683,-0.0091515,0.00025617,-0.0077034,-0.00068285,0.0012581
"213.03178",-0.0095155,0.011028,-0.0068507,0.00096708,-0.0057845,-0.0033679,0.005963
"213.08182",-0.0086576,0.013018,0.0015879,0.0020513,0.006987,-0.00054819,0.0075441
"213.0874",0.00064232,0.013225,-0.00097789,-0.0073402,-0.00073398,0.0028149,0.0091141
"214.01751",0.0045268,-0.022711,0.035401,-0.012938,-0.0025261,-0.0038927,-0.030352
"215.03227",-0.0060549,0.0034557,-0.007853,0.003181,-0.0013806,0.019576,0.0011164
"216.0333",-0.0061808,0.0052162,0.0037441,-0.0088983,0.00067468,0.013714,0.0064756
"217.10788",0.013045,-0.022557,0.022578,0.010677,0.0017609,-0.0013647,-0.001627
"218.103",0.0040023,-0.003935,-0.002685,0.0018408,0.0038332,0.00015053,-0.00013001
"219.05064",-0.0029743,0.003697,-0.0088428,0.0070654,0.003883,-0.0065651,0.0052306
"220.08235",-0.00093635,0.0029586,0.0038327,-0.00034215,0.0010214,0.0047463,0.0013322
"221.06642",0.00041369,-0.00010902,0.0020701,0.0054978,0.0045042,-0.0011611,0.0031203
"222.04024",0.0004513,-0.0098229,-0.0033463,-0.00012952,-0.0050418,0.0087934,-0.0049939
"222.99162",-0.0067895,0.0028953,-0.0038734,0.011279,-0.00088291,-0.0022944,0.0099151
"223.0973",-0.0013647,-0.0010145,-0.0091082,-0.0017465,0.0049001,0.0043511,0.001737
"224.09258",0.0052046,-0.012,0.016408,-0.0036503,-0.013438,0.0025632,-0.0067096
"224.0563",5.9551e-05,0.0039513,-0.005806,0.0057702,0.0057142,0.00096214,0.0034197
"224.09255",0.0025596,0.0046069,-0.0044807,-0.004333,-0.018184,0.010341,-0.0042188
"225.06131",-0.0024392,0.012645,0.0023964,0.0045447,0.0050954,0.0021235,0.0041431
"225.11278",-0.0050076,0.0020188,-0.0095086,-0.0047189,0.0039663,0.011741,-0.0063188
"225.11287",0.0039472,-0.0035552,-0.011944,0.010094,0.0092561,-0.0083474,0.0028491
"225.22213",0.0067255,0.0052873,-0.0016359,0.0023129,0.0095361,-7.0651e-06,0.0014574
"227.02293",0.011519,-0.036056,0.017926,0.0048746,-0.00043357,-0.00086774,-0.0056662
"228.05125",-0.0031526,0.0072251,-0.01191,-0.0009996,0.0065446,-0.0071658,0.0083985
"229.11902",0.014561,-0.024361,0.024122,0.0063248,0.0035974,-0.0031663,-0.012821
"230.10337",0.015887,-0.018146,0.020663,0.00043397,-0.00038133,0.0033777,0.00481
"231.13455",0.0029926,0.0049141,-0.0016494,-0.0040466,0.0012434,0.0019228,0.0069167
"232.02846",0.0029912,-0.0056478,-0.0028737,0.010286,0.0091974,-0.003048,-0.0022942
"233.06655",-0.0018015,0.01164,-0.010383,0.0055799,0.0056161,-0.016016,0.003939
"235.08229",0.014143,-0.02118,0.016519,0.0039153,-0.0031273,-0.0031911,-0.00086039
"236.09603",-0.0027005,0.0060016,-0.0032044,0.0035635,-0.0076636,0.003406,0.00090401
"236.09245",0.00133,-0.0095668,0.0048768,-0.0057776,0.0026858,0.00085008,0.0041844
"236.05651",0.00063085,-0.0022593,-0.0026091,0.011449,-0.0052096,-0.016153,0.0035936
"237.06138",-0.0054757,0.010221,-0.0053585,0.0081429,-0.003247,0.00059381,0.0070965
"237.08814",-0.00069479,0.0076576,-0.0064037,-0.0016549,0.015775,-0.0038958,0.0034383
"239.05605",0.0024097,0.0047968,-0.0031132,0.0097391,0.0014914,-0.0096238,0.013271
"241.01186",-0.0021396,-0.00063513,0.0014395,0.011966,0.0070558,-0.0021707,0.018734
"241.18076",0.0022822,-0.0015906,0.0010761,-0.0014442,-0.0042291,-0.006532,0.0049283
"241.10577",0.0032525,-0.0020813,-0.00051877,0.0052324,0.0017309,-0.010077,-0.0031283
"241.07946",0.030103,-0.0014648,-0.0027599,-0.017961,-0.031049,0.013248,0.0097828
"242.06719",0.0013533,0.0034777,-0.0017533,0.0067451,0.0026221,0.00085918,0.012743
"242.94364",-0.0044015,0.0039787,-0.005468,0.0047232,-0.0027572,0.0037833,0.004292
"243.0512",0.016515,-0.020461,0.011965,0.010578,0.0028097,-0.009366,0.0063279
"243.09837",0.0023174,0.0063939,0.00055155,-0.00019545,0.0075481,-0.016074,0.0011184
"243.12395",0.018885,0.0044031,-0.0067224,0.0024295,0.0047144,0.0064918,-0.0070868
"244.08273",0.0031544,-0.00022771,0.0065169,-0.0042315,0.0042649,-0.00040567,-0.0063712
"244.1745",-0.0030604,-0.00015526,0.0085783,-0.0042124,0.0056473,-0.0058987,-0.012029
"244.09364",-0.00088579,-0.00046183,-0.012441,0.00068685,-0.00061117,0.0062238,0.0018778
"244.96378",-0.0015276,-0.0030674,-0.0069285,0.0051028,-0.001691,0.0078733,0.0049048
"245.06682",-0.0021678,0.012272,-0.0085591,0.0073803,0.0047126,-0.011525,0.016513
"246.09847",0.0021977,0.00088517,-0.0039632,-0.00062057,-0.006751,0.0041151,0.011115
"247.08236",-0.0061378,0.0047776,-0.0083012,0.0037237,0.0037803,-0.0079772,0.0084751
"248.11408",0.00050068,0.004083,0.0020004,-0.010538,-0.0039147,0.0011233,0.0052222
"249.06159",0.0016715,-0.00032639,0.0011521,0.0069406,0.010156,-0.0035326,-0.0023541
"251.04578",0.025118,-0.0013814,0.0063514,-0.028678,-0.033007,0.0056355,0.015645
"251.0727",-0.00089221,0.012192,-0.0037616,-0.0056076,0.0072903,-0.0073811,0.0026391
"251.07767",-0.00059072,0.0039009,-0.0005341,0.001611,0.0047637,-0.0050859,-0.00063131
"253.0647",-0.0050569,0.0035566,-0.0046542,-0.0059688,0.0078947,-0.028368,0.0040447
"253.09319",-0.002887,-0.00072048,0.00096845,0.0057178,0.0032526,0.0040342,0.0011503
"253.11921",-0.0026581,0.0047533,0.0023011,0.008541,0.0065251,-0.0099704,0.01729
"255.08762",-0.0096004,0.010456,-0.018268,0.00044283,0.0027052,-0.0068334,0.007075
"255.1603",-0.00096586,0.0015624,-0.004045,-0.0012494,0.0037234,-0.0048484,0.0047561
"255.08778",0.012782,-0.026942,0.014033,0.0088775,0.00045648,-0.0083253,0.0050096
"257.06713",-0.0040337,0.0077664,-0.0093253,0.0093248,-0.0062293,-0.019153,0.0045994
"257.17569",0.0032674,0.0048958,-0.0047098,0.010129,-0.010754,-0.0040604,-0.010279
"257.08235",0.012475,-0.022671,0.010892,0.0055186,-0.0094181,-0.0049849,0.024178
"257.12951",0.00065338,-0.011976,-0.00035817,0.014713,-0.017733,-0.00070683,0.009468
"257.10339",-0.0027388,0.0087272,-0.0087747,0.0060969,0.0042306,-0.010074,0.0089578
"258.03847",-0.0010748,-1.4209e-05,0.0073912,-0.0088705,-0.0023278,0.011553,-0.0022637
"258.09861",0.010688,-0.029684,0.019933,0.0047836,0.0059092,-0.0013854,-0.0054909
"258.12791",-0.0063413,0.0066887,-0.0030083,-0.0050727,0.0011235,-0.0028144,0.0030956
"260.11435",-0.00091871,-0.0032536,-0.0073361,0.0029452,0.0018165,0.00094441,0.0030099
"261.06187",-0.00026507,0.0067716,-0.0094512,0.0062948,0.00054106,-0.0043812,0.0044985
"261.1348",0.0092485,0.016713,-0.013517,-0.0061617,-0.003244,-0.0042958,0.01707
"262.62035",-0.01906,0.033594,-0.0012092,0.0042143,0.0094638,0.0018033,-0.0205
"262.93039",-0.0017688,0.0045803,-0.014183,0.014905,0.0054195,0.0091289,-0.0016057
"263.09726",0.011808,-0.030536,0.012533,0.010952,0.00067564,0.0091892,-0.01499
"265.14799",-0.0054753,0.0051903,-0.004357,0.00029541,-0.005173,0.0046481,-0.0023262
"266.08905",-0.0034892,0.0013165,0.00022994,0.00080193,-0.00013214,0.0084702,-0.0048009
"269.06714",-0.0048497,-0.0016418,-0.0075684,0.0061194,0.0092412,1.2328e-05,0.0029475
"269.21212",-0.0046939,0.0061728,-0.0026662,0.0018122,-0.012337,0.0059224,0.00082046
"271.04991",0.0033342,0.0067758,-0.0036014,0.0073322,0.0027874,0.0015691,-0.0062144
"271.22792",-0.0038399,0.0053099,0.0014446,-0.006077,0.0032591,-0.0066033,-0.0029721
"272.12967",-0.015306,-0.0059769,0.0023112,0.0023559,-0.017174,0.0056568,-0.0024421
"272.1199",2.1648e-05,-0.0016335,-0.0030059,0.0081454,0.0013186,-0.0039704,-0.0068463
"272.1619",0.0048834,-0.0089466,0.0039983,-0.004845,0.0092631,0.0015657,-0.00096766
"272.95942",-0.0032689,-0.001019,-0.0096962,0.0049075,-0.001674,0.0077724,0.005585
"273.09844",-0.0096168,0.019298,-0.012639,0.008513,0.00066343,-0.007019,0.0083033
"273.06223",-0.0027525,0.0083047,-0.0033172,0.01071,0.0026506,-0.011767,0.003009
"274.00373",0.00010727,-9.5072e-05,0.0059124,-0.0078027,-0.0036207,0.015149,-0.0025428
"273.96042",-0.0033606,-0.0011347,-0.010019,0.0049423,-0.0016986,0.008078,0.0056985
"274.105",-0.0014942,0.017877,-0.013362,0.00066277,0.0048283,-0.002241,0.0052226
"274.14135",0.0077552,0.004933,-0.003054,-0.001388,0.0033822,-0.00062548,0.0058477
"275.14443",9.2159e-05,-0.043066,-0.030093,-0.0064441,-0.033851,-0.016533,-0.016447
"275.1768",0.032459,0.018724,0.008446,-0.019768,0.021165,0.0034533,-0.00027962
"275.08931",0.0022471,0.00097781,-0.0013658,0.0082404,0.00085075,-0.0065187,0.0031008
"277.0931",-0.0018881,0.0095192,-0.0052207,0.0061123,-0.0041684,-0.010011,-0.00088861
"278.11887",-0.02563,-0.0030142,-0.024191,0.014568,-0.02942,0.0057233,-0.023173
"278.11504",0.014238,-0.015199,0.015394,-0.003379,0.0023408,0.007026,-0.0035173
"279.09323",0.012958,0.050658,0.0013665,0.01987,0.0076187,0.020507,-0.0084483
"279.17169",0.012979,-0.011199,0.022099,0.014515,0.010693,0.0054801,-0.018941
"279.17168",0.032878,0.0063662,-0.0023229,0.0031811,0.011634,-0.012163,-0.0021468
"280.02877",0.00114,0.0077575,0.0063618,-0.0026998,-0.0052398,0.007715,-0.0029922
"283.05644",0.0080209,0.017758,0.0075729,-0.014638,-0.033507,0.029203,-0.0017099
"283.09414",-0.0055933,0.018167,-0.019471,0.011752,0.003749,-0.0056404,0.0050615
"285.08442",0.005045,-0.010373,0.029584,-0.032028,0.022478,0.006288,-0.019673
"286.97502",0.002816,-0.014979,0.000591,0.0078036,7.5763e-05,0.0099861,0.0025348
"287.05636",-0.0066481,-0.0022448,-0.0099846,0.019622,0.0017537,0.0030416,0.0042925
"287.07731",-0.0010447,-0.0044687,0.0056353,0.0098314,0.0036259,-0.0031452,0.015077
"288.10959",0.00050434,-0.002487,0.0055534,0.00097304,0.0023454,-0.00025043,-0.00016149
"288.93676",-0.0048635,-0.0027807,-0.005492,0.0058678,0.0049247,0.0034323,0.0026494
"288.97225",-0.00070533,-0.0061024,-0.0065805,0.0065219,-6.252e-05,0.0087623,0.0043466
"289.94905",-0.0029018,0.0026122,-0.0060813,0.0077673,-0.0042886,0.013138,0.0013011
"290.93423",-0.0048396,-0.0030943,-0.0053747,0.0060939,0.0050661,0.0037402,0.0024538
"291.09882",-0.0030839,-0.0039105,0.010005,0.015641,-0.00063284,-0.0078533,0.010242
"292.08066",0.010868,-0.0026496,0.029293,-0.0065736,-0.039556,0.027975,-0.013686
"296.94358",0.0093216,0.008235,-0.0054714,-0.00073644,-0.012749,0.0041832,0.00083197
"297.10954",0.0075947,0.0049949,0.00085112,-0.0028854,-0.00124,-0.007129,0.0049335
"298.08704",-0.0047731,0.005718,0.0026511,-0.0031024,0.016911,-0.0044698,0.0074275
"298.06345",0.00098764,0.051582,0.0063382,-0.013254,0.027617,0.020888,-0.038857
"299.05406",-0.013578,0.021358,-0.015701,-0.0079513,0.0021412,0.00052079,-0.0030127
"299.00637",0.0055718,-0.022018,0.023803,-0.0044206,-0.0032835,0.0092757,-0.0025652
"300.03928",-0.027076,0.008108,-0.015715,0.038947,-0.015212,0.034786,0.030546
"301.09339",0.01168,-0.022017,0.016526,0.0089227,0.010671,-0.00111,0.0024435
"303.16088",0.013713,0.0033381,-0.013899,-0.018179,0.0097518,-0.023194,0.033132
"304.10437",-0.002037,0.0099267,0.00057715,2.5072e-05,0.0080753,-0.00020734,-0.0023427
"305.13552",-0.00033358,0.0011305,-0.0083221,0.0093502,0.0025204,-0.019539,-0.0006005
"309.20507",-0.0054104,0.0073807,0.00010438,-0.0095917,0.0060177,0.0071638,0.0020762
"311.09891",-0.00035552,0.00090511,-0.0031222,0.011142,0.0077194,0.0020089,0.0071752
"313.09371",0.012573,-0.02354,0.019038,0.015252,0.008031,-0.0085121,0.0026395
"313.23858",-0.0018727,0.0052638,-0.00024274,0.0023214,-0.0051273,0.0030197,0.0020698
"314.05029",-0.034567,0.014181,-0.017205,0.030997,0.030415,-0.0079255,-0.016526
"314.1252",-0.00028139,0.019012,-0.010496,-0.011505,0.0014761,-0.0046316,0.002658
"315.13561",0.0016102,-0.01756,0.0033685,-0.00026184,-0.0075549,-0.01555,0.0042745
"315.16769",2.1121e-06,0.0030432,-0.0019922,-0.0082411,0.0082571,-0.0025365,-0.0025098
"315.12444",0.019466,-0.012744,0.0084577,0.021423,0.0032265,-0.0014027,-0.0074449
"316.96802",-0.0040996,-0.0047951,-0.0056596,0.0059404,0.0069803,0.0036891,0.0032635
"317.14695",-0.011883,0.0072619,0.0052588,0.0022496,0.00089721,-0.0020252,0.0060532
"317.15102",0.00067524,-0.013714,0.0069029,-0.0010418,0.0026094,-0.0061256,-0.00044727
"318.16744",0.00030185,0.0087514,-0.0048917,-0.0070708,0.006544,0.00034633,0.0058422
"321.13235",-0.0055894,0.0037338,-0.010123,0.0042808,-0.0035392,0.0094665,0.00042855
"321.14602",0.0084791,-0.026078,0.016555,-0.0079503,0.0044906,-0.00092045,0.0036563
"321.24382678",0.0064121,-0.011366,0.0023212,-0.0063184,-0.00094499,0.0079317,-0.00066391
"323.07722",0.0020957,-0.0055489,0.018463,-0.010037,0.010238,0.0080828,0.010611
"323.09906",-0.00068531,-0.0077711,0.0059271,0.0053007,0.0051383,-0.0026717,-0.0034786
"323.22312",0.011574,-0.0027564,0.0044829,-0.0049497,0.00028416,-0.0019372,0.0016975
"324.02341",-0.0017156,-0.004033,0.0022392,-0.0012885,-0.0030279,-0.00086052,-0.0067684
"324.16524",0.027028,-0.016719,-0.0047861,-0.0094438,0.0050968,-0.020124,0.01139
"325.18482",-0.0065049,-0.00075869,0.0089324,0.0097309,0.00018393,0.0053273,0.023335
"327.16932",0.015662,0.021808,0.035173,-0.011356,0.033874,0.022782,-0.028348
"328.24978",0.0029693,-0.011147,0.019558,-0.010608,0.0049939,-0.0065262,-0.005178
"329.18354",0.0033879,0.0076634,-0.0020836,-0.0072515,0.00066031,-0.0017734,0.0056589
"330.16783",0.0043251,0.0046266,0.0017109,-0.00011789,0.0033048,0.0066598,0.0015549
"332.1173",-0.016944,0.025751,-0.012125,-0.029444,0.0039071,0.058779,0.0045692
"333.22052",0.0066729,0.013657,-0.0089174,0.0091645,-0.0064379,-0.0097548,0.0061651
"335.16163",0.0286,-0.013773,-0.0040405,-0.009587,0.00042315,-0.017949,0.0092951
"335.22078",-0.0020795,0.0019357,0.0023196,-1.7088e-05,-0.013479,0.0026585,-0.0036797
"336.13039",-0.0056096,-0.0088946,0.012822,-0.010567,0.0073601,0.0012712,-0.0072547
"337.23654653",-0.0043544,0.0039903,-0.0017505,-0.0036072,0.0068806,0.0031681,0.001302
"338.1464",-0.015147,0.019589,0.010703,-0.015757,0.033085,-0.0035135,-0.009003
"339.09606",-0.024035,-0.012542,-0.014385,0.038943,0.0074702,0.039216,0.040821
"339.1567",0.012274,0.0097812,-0.026468,-0.022758,0.00068371,-0.03024,0.017699
"339.15786",0.017512,0.00087902,0.023283,-0.013144,-0.02686,0.020543,0.017273
"339.20919",-0.01477,0.0011169,0.00753,-0.0064647,0.0078686,-0.0036137,-0.00040132
"340.20347",-0.001184,0.0027771,0.002288,0.0012049,-0.0044196,0.0055077,-0.00015458
"342.09723",-0.023358,0.0017389,-0.0089223,-0.018271,0.019523,-0.0021509,-0.019293
"345.17823",0.0034673,0.01054,-0.0040996,-0.0073843,0.0013662,0.00015408,0.0021436
"346.16218",0.00054068,0.011072,-0.0052715,0.0002238,0.0046839,0.0079433,-0.00016632
"347.23635",0.0012709,-0.00046453,0.0012319,-0.016384,0.0027015,-0.0072581,0.0029411
"350.08874",0.029543,-0.0060401,-0.0091987,0.0099117,0.022317,-0.023376,-0.0019813
"353.10965",-0.0063369,0.012074,-0.020712,0.0069895,0.0040838,-0.0033299,-0.0056666
"355.14339",0.016986,-0.032835,-0.010505,-0.010845,0.0037471,-0.029846,0.012069
"355.20276",0.0025106,0.016834,-0.0057963,0.00096909,-0.0031325,-0.0018402,0.0014634
"355.32205",0.025007,0.012529,-0.02237,0.012644,0.018692,-0.020416,0.0098184
"358.94495",-0.0040061,-0.0014984,-0.012424,0.0063175,-0.0037565,0.011009,0.0064832
"359.15739",0.0018868,0.011126,-0.00020035,-0.0078351,0.00083616,0.0069717,-0.0039075
"361.23651",-0.00072294,0.0087214,-0.0033689,0.0042594,-0.0089895,0.0034124,-0.00042999
"363.14569",0.016941,-0.010156,-0.0025888,0.01109,-0.014715,-0.0053828,-0.007602
"363.25228",-0.0022789,0.010192,-0.0040469,0.00055523,-0.0032313,0.0035247,0.00053461
"363.25217",-0.0044717,0.0050108,-0.0058541,0.0071504,-0.011596,-0.00050422,0.00028127
"363.20994",0.0017284,-0.0075896,-0.00092248,0.016651,-0.016238,-0.013221,-0.01219
"365.14295",-0.039935,-0.011824,-0.0060033,-0.00011224,-0.0029209,0.0010933,0.0035553
"365.23675",-0.0052803,0.0109,0.0039462,-0.0061674,-0.014891,0.0034614,-0.0052461
"366.16746",0.011482,-0.021095,0.015252,-0.0086156,0.0054222,-0.0034352,0.0018997
"367.21278",0.022222,-0.011339,0.011483,0.0036272,-0.014308,-0.013438,-0.0054375
"368.19205",0.018661,-0.0094105,-0.0066601,0.025732,-0.004162,-0.05838,-0.016898
"373.14825",-0.0063851,0.004577,-0.00086617,-0.0042276,0.013448,0.0073912,0.0097132
"373.16368",0.0039053,-0.024831,0.022222,0.0017779,-0.00034633,0.0039403,-0.002433
"377.25529",0.0075064,0.00077105,0.006873,-0.0084211,-0.0047152,0.0012371,0.0022105
"377.08635",-0.011211,0.010125,-0.0040204,0.0017888,0.0011209,-0.00046168,-0.0042508
"377.23387",0.015049,0.0062436,0.0010738,-0.0045928,-0.015818,-0.01665,-0.013067
"379.10927",-0.033707,0.042209,0.028703,-0.014933,-0.029171,0.001549,0.0082623
"382.29673",0.0022086,-0.00236,-0.0066296,-0.0020894,-0.0042695,-0.018053,-0.0023784
"382.84249",0.013046,0.028995,-0.01362,0.026357,0.013441,-0.00091399,-0.017869
"384.27576",-0.0078645,0.010622,0.001753,0.0050003,0.023063,-0.006936,-0.0092838
"385.16965962",0.010442,-0.015444,0.023604,-0.0047162,0.00041035,-0.0098827,-0.018427
"385.06779",-0.032647,-0.0020586,-0.04068,-0.019421,-0.0019458,-0.025313,0.029651
"385.05028",-0.01305,0.0048936,-0.050256,0.045346,0.0040474,-0.0307,0.028951
"386.93984",-0.0042605,-0.0023901,-0.012601,0.0062214,-0.0039157,0.010964,0.0066276
"387.11481",-0.0054204,0.0092769,-0.0086332,0.016904,-0.0037217,-0.0034664,-0.0021606
"387.94103",-0.0043711,-0.0025317,-0.012949,0.0062029,-0.0040784,0.011405,0.0065659
"388.21074",-0.0094702,0.0042692,0.0018235,0.0090057,-0.0019397,0.0019742,0.014482
"391.14943",0.016415,-0.015177,0.017007,0.0053684,0.0013765,0.0047749,-0.0089345
"391.14937",0.03967,0.017623,0.003157,0.00026146,0.00013266,-0.0025162,-0.0015794
"399.00122",0.022988,0.015175,-0.067026,0.020971,0.0062568,0.023613,-0.0058866
"399.15098",-0.012399,-0.0053034,-0.012354,0.020811,0.0037335,0.0056454,0.020001
"400.95534",-0.0036675,-0.0025359,-0.012883,0.0072089,-0.0024696,0.01117,0.0064033
"401.95656",-0.0036235,-0.002458,-0.013001,0.0072694,-0.0024498,0.010981,0.0065003
"405.26505",0.014298,-0.024885,0.020388,-0.001493,0.0064113,0.0011412,-0.0064863
"406.2685",0.0050128,-0.03346,0.022848,-0.010334,0.0044867,-0.0033643,-0.0026016
"408.28317",-0.017986,-0.012057,0.048087,-0.018135,-0.0027274,0.029814,0.018237
"409.19053",0.0071561,-0.0014832,0.00082313,0.0012174,0.00026302,0.0025087,0.0024292
"410.289",-0.017784,0.0070789,0.0067982,0.010442,0.00050307,-0.0079362,0.014709
"411.14842",-0.029099,0.00086016,-0.00076093,-0.013908,0.02264,0.0049723,0.0030363
"411.35929",-0.01432,0.018764,0.0021164,-0.0046317,-0.026946,-0.039652,-0.008601
"413.29142",0.0069349,0.01469,-0.0092887,0.012568,-0.0026392,-0.0041467,-0.011685
"414.3085",0.0043572,0.0080129,-0.0095218,-0.008368,-0.001444,-0.0020278,-0.0039829
"415.14055",-0.030557,-0.0074992,-0.026727,0.01026,-0.020749,-0.0078588,0.028229
"415.21634",-0.0093015,-0.010305,0.012839,-0.0075179,0.008697,-0.0028696,0.0053922
"415.97233",-0.0041043,-0.004578,-0.015818,0.0083695,-0.0014366,0.014399,0.005728
"417.28591",-0.0068325,0.014032,-0.021488,-0.0029135,-0.034614,-0.0041281,-0.019202
"418.11275",-0.0081412,-0.0027452,0.0064402,-0.0052162,-0.0064064,0.012564,-0.0042683
"421.29649",0.0089096,-0.012381,0.010598,-0.0049436,0.00029808,-0.0015189,0.00028901
"429.23211",-0.00042273,-0.012833,0.015369,0.047706,0.0096296,-0.028833,-0.047103
"432.24303",-0.0051527,0.012023,-0.0027464,0.0061546,0.0072347,0.0032856,0.0012013
"433.21875",0.0016362,0.013599,-0.0062601,0.0088844,0.0050204,0.00098999,0.014016
"434.19775",-0.023807,0.018417,-0.0066905,-0.019451,-0.036223,0.029186,-0.051694
"435.31125",0.0053036,0.0014227,0.0022657,-0.0028254,0.0070017,-0.0030123,-0.0018006
"436.13128",-0.028727,-8.311e-06,0.0053569,-0.018859,0.031037,-0.0012583,0.03541
"440.17761",-0.0077333,-0.0016866,-0.012237,0.022726,-0.0020595,0.0018116,0.0065684
"441.26281",0.015174,-0.026775,0.015321,-0.0070307,-0.00066756,-0.0041766,0.004332
"443.257",-0.0092015,-0.030293,0.024947,-0.010114,0.0028929,0.0050198,0.00077889
"445.2401",-0.026278,-0.0046724,0.019548,0.022869,-0.027528,-0.019187,0.026601
"445.25467",-0.01023,0.015365,-0.0031632,-0.0004254,0.0094266,0.014895,0.005548
"445.19044540",-0.020741,0.0010686,0.010271,0.018299,0.002456,-0.0088715,0.045139
"446.25775",-0.022796,0.0092093,0.013084,0.020724,0.0020277,-0.011182,0.030738
"446.1519",-0.032219,-0.013086,-0.037566,-0.019487,-2.4548e-05,-0.027997,0.030243
"447.31176",-0.0068508,0.0053083,0.0028329,-0.0060096,0.0065175,-0.0044033,-0.0054416
"448.30728",-0.004123,0.021488,-0.0030591,-0.0020014,0.004269,-0.0064017,-0.0019762
"449.24428",0.001415,-0.008138,0.0037873,0.0032729,-0.0016986,0.01126,-0.0036027
"451.27059",0.0025462,-0.0015624,0.0034898,-0.0064174,0.0036443,-0.00062016,-1.3456e-06
"453.2864",0.0015676,0.0091297,-0.0035017,-0.0042545,0.0017854,-0.0039896,-0.0028029
"453.28575",-0.0059607,-0.01822,0.0011419,-0.016264,-0.00039308,-6.1059e-05,0.0027639
"455.24208",0.0046683,-0.0016578,-0.0069266,-0.00064344,0.0095302,-0.013274,-0.0086988
"457.25748",-0.0045144,-0.00029771,0.0087021,-0.0047605,0.008532,0.00027269,-0.0026274
"461.25447",0.027068,0.019019,0.01069,-0.032839,0.023635,-0.0034537,-0.018174
"463.30707",0.0044613,0.0021726,0.0027799,-0.010427,0.00079376,-0.0032338,-0.00045938
"465.30501",0.027139,-0.038592,-0.01299,-0.012233,-0.0072513,-0.021775,0.023026
"465.30512",0.025734,-0.03113,-0.013359,-0.002735,0.0024846,-0.023754,0.01717
"465.30501702",0.025728,-0.037848,-0.013701,-0.010551,-0.0069558,-0.022469,0.020319
"465.3049",0.02409,-0.037965,-0.011777,-0.012794,-0.0036038,-0.023279,0.023572
"465.30502",0.028633,-0.040247,-0.01298,-0.014106,-0.006369,-0.022339,0.023826
"465.30483",0.013282,-0.032313,0.0056588,0.0061072,-0.0030279,-0.0059085,0.0032452
"465.35882",-0.0011784,0.0017899,0.0062399,-0.010131,0.0025597,-0.0029726,-0.00056016
"465.28368",-0.0076923,0.032377,0.0042453,0.0067148,-0.001092,-0.0039346,0.053885
"466.23512",0.017227,-0.02066,0.0040574,-0.035667,0.019104,-0.020808,0.017311
"467.33818",0.01538,-0.021484,0.011345,-0.001313,0.0016592,-0.0012767,-0.0083892
"468.15171",0.0056843,-0.02358,0.028075,-0.023952,0.0044371,0.0064402,-0.013181
"472.92502",-0.0048466,-0.0056761,-0.015334,0.0069557,-0.0056771,0.015167,0.0078195
"475.26766",-0.0097518,-0.030324,0.036715,-0.030691,0.015889,-0.001036,-0.018664
"476.23767",0.024098,0.0074104,0.0017583,-0.029218,0.035693,-0.0057841,-0.018798
"476.27869",-0.010082,0.001654,-0.0032599,0.0056124,-0.0031056,0.0054838,-0.0079702
"476.27804",-0.020872,0.015573,0.036397,-0.018162,-0.014957,0.027616,0.015138
"478.29431",-0.0028537,-0.0086574,-0.0028626,-0.0045003,-0.0086545,0.0029578,-0.0039417
"479.24739",-0.017094,-0.0055119,0.017296,-0.0031494,0.0035148,-0.016936,0.023507
"482.23015",-0.0073958,0.0071464,0.0023696,-0.023403,0.01616,-0.0059353,-0.00088133
