"","Comp 1","Comp 2","Comp 3","Comp 4","Comp 5","Comp 6","Comp 7"
"373.20278",0.02622,0.0052045,0.0024411,-0.0013053,0.0059457,-0.03597,-0.021044
"373.2751",0.016956,-0.030756,0.024783,-0.0061027,0.0010363,-0.0048564,0.00015016
"373.57378",-0.0061246,0.036143,-0.013646,0.0042248,-0.012962,0.039446,0.06145
"373.57345",-0.024372,0.026634,-0.0082487,0.00013323,-0.019814,0.057782,0.03375
"374.27847",0.01544,-0.027038,0.019965,-0.0076927,-0.0015052,-0.0097746,0.0010155
"374.23935",-0.015475,0.0039633,0.0062666,-0.012955,0.0015643,-0.0074865,-0.0062944
"374.23988",-0.0088416,0.00040355,0.0075525,-0.00391,0.0084906,-0.0068929,-0.0030145
"375.13154",0.0032054,-0.0039431,0.0040487,-0.0024092,0.0034624,8.5873e-05,0.0025157
"375.18485",-0.0027631,0.0042005,0.00083574,-0.002834,0.00712,-0.0015753,0.012045
"375.09634",-0.01773,-0.035872,0.0075315,-0.019643,0.020734,0.035123,0.030902
"375.0827",-0.027919,-0.04274,0.0077098,-0.0047309,-0.0058262,0.0017172,-0.018288
"375.29072",0.0078406,-0.016133,0.013911,0.00065481,0.0010504,-0.00039896,-0.0004059
"375.27557",-0.0051352,0.0022478,-0.012506,0.003353,-0.004659,-0.0018642,-0.00073483
"375.29082",0.011697,-0.017521,0.015827,-0.0045867,0.00017777,-0.0012061,-0.00044276
"375.25208",-0.013007,0.0018643,0.010244,-0.01186,0.0058673,0.0033324,0.0017319
"375.21829",0.021003,0.012342,0.0037488,-0.00011441,-0.018686,-0.010675,-0.014999
"375.23072",-0.021823,-0.00013367,0.015924,-0.024612,0.009666,0.01121,0.0025773
"375.26567",-0.0037426,-0.0024527,-0.0046699,-0.00014314,0.0063221,0.00034243,0.0054714
"375.32724",0.0047569,0.0018306,-0.0043333,0.0062724,-0.0041007,0.010595,-0.0078936
"376.1043",0.033,0.0031835,0.0025354,0.015108,0.016562,-0.0066518,-0.0097084
"376.0862",-0.0081239,-0.038798,-0.0080295,-0.0064193,-0.009771,0.013404,-0.039577
"376.27906",-0.0052976,0.0021541,-0.012682,0.0034924,-0.0049881,-0.0021096,-0.001537
"376.29378",0.009296,-0.01983,0.016827,0.0011654,0.001106,0.00010177,-0.0011499
"376.29379",0.0063259,-0.0042508,0.0053565,-0.0064829,4.239e-05,-0.003402,0.0022187
"376.18828",-0.0039292,0.0040712,0.0021938,-0.0054921,0.0098678,-0.0021642,0.013078
"376.21657",0.020777,0.012434,0.01507,-0.0028206,-0.026575,0.026224,0.0058847
"376.21678",0.021674,0.011474,0.013061,-0.00022405,-0.023565,0.023673,0.0060756
"376.1041",-0.0026984,0.010765,-0.043291,-0.018896,-0.034278,-0.01403,0.0088718
"376.22474",0.00030586,0.0044515,-0.0025758,-0.0021286,0.0072201,-0.00057544,0.00054127
"377.12507",-0.002349,0.017294,-0.0089134,0.001483,-0.010344,-0.0039397,0.0037166
"377.13976",0.020022,-0.015216,-0.015536,-0.01465,-0.030752,0.057481,-0.007708
"377.29688",0.01364,-0.030586,0.025389,0.0026086,0.0012433,0.0018208,-0.0032214
"377.23359",0.0064361,-0.0037729,0.006811,-0.0029023,-0.00071371,-0.0007528,-0.0033838
"377.13655",-0.00196,-0.00098771,0.0027559,-0.00099366,-0.00068412,-0.0030626,-0.0017998
"377.07952",-0.0053519,0.0088088,-0.029325,0.045746,0.0055818,-0.057077,0.038457
"377.17909",-0.005327,0.046657,0.0194,0.05033,-0.021654,-0.013303,0.013161
"378.30127",-0.0015534,0.0044652,-0.0041308,0.0074052,0.0011527,-0.011469,0.0027593
"378.20377",-0.0035867,0.0054042,-0.0018287,-0.0080888,0.0075537,-0.0026858,0.00086148
"378.27788",0.016891,0.025366,-0.040237,0.0076246,0.023909,-0.025713,0.0056366
"379.14068",0.013889,0.0067086,-0.017209,-0.015509,-0.020832,-0.01903,0.021325
"379.15467",-0.029981,-0.036006,0.013255,0.0040583,-0.0017832,0.0046582,-0.001869
"379.24699",-0.0014208,0.0071771,-0.0025228,0.0037971,-0.010118,-0.00040289,0.0020953
"379.15847",-0.012134,0.0023149,-0.011267,0.0025281,-0.013919,-0.0025036,-0.016622
"379.18012",0.032695,-0.0073853,-0.0064375,0.00012202,0.04018,-0.024545,0.00011983
"379.24916",0.015791,0.0073803,-0.0034112,0.00038062,-0.011196,-0.014775,-0.012145
"379.21335",-0.0037466,-0.0043213,-0.005223,-0.0013788,0.0050007,0.014944,0.011344
"380.18334",0.024755,0.0033792,0.010852,0.0036353,0.031747,-0.0066271,-0.014936
"380.21646",-0.00028588,0.007257,0.0048565,-0.0016411,0.01705,-0.00056543,0.0089752
"380.25262",0.030062,-0.0031055,-0.0029099,-8.8277e-05,-0.010169,-0.026326,-0.0103
"380.161",-0.02306,-0.007558,-0.030732,0.016713,-0.032125,0.0026495,-0.037554
"380.31737",0.00081187,-0.00084451,-0.0076207,0.0012566,-0.004476,-0.016885,0.0022607
"381.15569",0.0058331,-0.010278,-0.040221,-0.011279,-0.0048318,-0.016433,0.022392
"381.17222",0.031435,-0.0064677,-0.0030913,-0.0091321,-0.0098635,-0.0012662,0.016402
"381.17388",-0.019768,-0.00062674,-0.013217,-0.0012917,-0.013619,-0.0072445,-0.030503
"381.09603",0.029197,0.039762,-0.019956,-0.0002806,-0.0023698,-0.0023354,0.002085
"381.19232",0.0033697,-0.0028308,-0.012285,0.000646,-0.0041803,-0.0029203,0.0035134
"381.26503",0.0050928,-0.0047962,0.0031464,0.0020966,-0.0023409,-0.0025474,-0.0038825
"381.2265",0.00037428,0.0056678,0.0005241,0.015635,0.0087085,-0.0053114,-0.004086
"381.22631",-0.0011748,0.0010461,0.0028241,0.0079436,0.00021477,-0.0042099,0.0058437
"381.13816",-0.02429,-0.010357,0.02687,-0.0092636,0.011353,-0.015322,0.01754
"381.23226",-0.0015563,0.0023557,-0.0013965,0.0032017,-0.0056826,-0.0023624,0.0020965
"381.32069",0.0011073,0.00022982,-0.0077322,0.0040375,-0.0033175,-0.018505,0.00011693
"382.17605",-0.025298,-0.0052601,-0.023608,-0.02486,0.011705,0.027013,-0.037141
"382.29635",-0.0078648,0.0076438,-0.0014431,0.016994,0.013364,-0.0012171,0.0071116
"382.22142",0.0049182,-0.007729,0.009461,0.006434,-0.011529,-0.00018526,-0.00064508
"382.1958",0.0028873,-0.0040575,-0.013728,0.0012342,-0.0063226,-0.0042274,0.0019385
"382.22989",0.00011144,0.00010998,0.0039455,0.011769,0.0037645,-0.0042271,-0.0017382
"382.33307",0.0017574,-0.0017027,-0.0063381,-0.0036045,0.00098815,-0.008125,-0.0024055
"383.08196",0.016617,-0.032056,-0.008164,-0.020767,-0.004802,-0.016571,0.020561
"383.15409",-0.021386,0.0059109,0.024097,-0.02425,0.0084613,-0.019262,0.033429
"383.24197",0.001829,0.0027757,-0.0013076,0.0065629,-0.0056843,0.0012613,0.0050867
"383.14165",-0.0050989,-0.02558,0.03331,-0.030115,0.020245,-0.0058222,-0.018811
"383.15371",-0.014172,0.0047518,0.0063149,-0.011837,0.004441,-0.0036962,-0.010843
"383.18996",-0.013155,0.0055623,-0.012055,0.0030423,-0.004876,0.0047475,-0.0032381
"383.28079",0.02271,0.0027623,0.0064298,0.045131,0.0015932,-0.03194,0.057827
"383.33671",-0.0049588,0.0050399,-0.0040392,0.0083468,-0.014195,0.0020334,-0.0011796
"383.32815",-0.0038507,0.003415,-0.0031822,-0.012795,0.005457,-0.0023577,-0.0031889
"383.35337",0.021074,0.0066303,-0.0284,0.012493,0.015971,-0.023507,0.010806
"383.31728",0.020536,-0.011099,-0.032717,-0.00014951,0.0075687,-0.0041974,0.0098743
"384.15689",-0.016344,0.0040716,0.0059219,-0.0053083,-0.0066055,-0.011828,-0.015912
"384.15697",-0.018631,-0.010612,0.019766,0.0006218,-0.007748,-0.037122,0.025145
"384.31198",-0.010713,0.0027828,0.002032,-0.0046508,0.0093366,-0.0041917,0.00035916
"384.23689",-0.00272,0.0046922,-0.0053052,0.0048736,-0.0066472,0.00083842,0.001904
"384.14537",7.2668e-05,-0.022515,0.021462,0.0077774,-0.010962,-0.014479,0.0034406
"384.32068",0.02439,-0.016357,-0.030914,0.017706,0.019476,0.0046702,-0.0068652
"385.14909",-0.015179,0.0013865,0.011888,-0.025526,-0.0050373,-0.044019,-0.043648
"385.16968",0.018721,-0.014255,0.014412,-0.0028741,-0.016029,0.0028775,-0.015878
"385.16945",-0.0078821,-0.0090704,0.01101,-0.0078155,0.00022369,-0.0076499,-0.0063373
"385.19196",-0.0092433,0.0025336,0.0039049,-0.0046807,0.002325,-0.0090695,-0.0048484
"385.19993",0.0096502,-0.037899,-0.019745,0.01595,-0.0086851,0.033269,-0.021813
"385.23902",0.019767,-0.015537,0.0018104,-0.014447,-0.021234,0.011247,0.0041274
"385.16923",-0.036473,-0.0025202,0.0042165,-0.012183,-0.0060129,-0.017416,-0.023834
"385.16965",-0.0063714,-0.002975,0.01,-0.0028129,-0.00098148,-0.012112,0.0037929
"385.16925",-0.026259,-0.0010133,0.011275,0.023438,-0.032163,-0.0080413,0.025037
"385.23661",-0.0090114,0.0050011,0.0004682,0.00047826,-0.0018909,0.00079964,0.0027527
"385.30773",0.0037911,-0.011775,0.0098339,-0.0054537,0.010402,-0.0083549,0.0058391
"386.17265",-0.027294,-0.00056164,0.0051589,-0.01579,0.0044663,-0.0077306,-0.014946
"386.17267",0.00027107,-0.0052994,-0.0075999,-0.0082206,-0.0060426,0.025466,-0.018085
"386.23736",-0.00074062,-0.013182,0.017188,0.033224,-0.017674,-0.0024159,0.023887
"387.15467",0.0024875,0.0048042,-0.0054068,0.00042159,-0.0075455,0.0017385,-0.001063
"387.25456",0.012203,-0.030515,0.020104,-0.0087094,0.007635,-0.011202,0.010373
"387.18463",-0.011869,-0.012165,-0.0060948,-0.0041774,-0.0047909,0.0060177,-0.01551
"387.25466",0.017774,-0.011622,0.019412,-0.0025709,0.00049299,-0.0012645,-0.0024863
"387.25177",-0.013434,0.0087043,0.010941,-0.018264,-0.0037779,0.00034617,-0.008163
"387.252",-0.0091921,-0.0033938,0.010371,-0.006699,0.0016123,-0.0039768,0.00049449
"387.22147",0.037701,-0.00099053,-0.013058,0.019461,0.0094288,-0.0060198,0.0062171
"388.25828",-0.0011318,0.00058589,0.0057986,-0.00026011,0.014513,-0.0097277,0.0038521
"388.18808",-0.01142,-0.012677,-0.0013249,0.00062704,-0.012882,-0.0043754,-0.019096
"388.93709",-0.0043115,-0.002378,-0.012595,0.0062808,-0.0039538,0.010795,0.0069193
"389.10379",0.029981,0.00027957,0.0076274,-0.031625,-0.027967,0.0081206,0.017105
"389.09187",-0.027103,0.011682,0.0084758,-0.0016766,0.01249,-0.037952,-0.031608
"389.27043",0.0034048,-0.0087858,0.0098386,-0.0081952,0.0024843,-0.004867,0.0025711
"389.27011",0.0042253,-0.0022189,0.0063693,-0.004463,-6.4091e-05,0.00079426,-0.0058313
"389.27026",0.0080523,-0.022927,0.019349,-0.0065971,0.0049694,-0.0065213,0.0021772
"389.24697",0.0065341,0.0066029,-0.010761,-0.0035643,-0.016308,-0.0063789,0.0042517
"389.13439",-0.0068896,-0.0075822,0.0021762,-0.0053008,-0.0027482,-0.0078753,0.003018
"389.2677",-0.019893,0.0018292,0.011995,-0.028413,0.018239,0.0023835,-0.0072265
"389.26994",-0.0007578,-0.0042261,0.0093657,-0.010252,0.0084319,-0.0025777,-0.0024567
"389.30594",0.00013888,0.012257,-0.0072622,-0.020478,-0.0045882,-0.0043452,-0.0090476
"389.19265",-0.0020527,0.0055251,-0.0043507,0.0043235,-0.0059399,0.00061907,0.00011148
"389.93821",-0.0049305,-0.0034187,-0.01476,0.0071232,-0.0039687,0.013498,0.0055136
"390.30125",-0.001029,0.012821,-0.0016247,0.0037938,-0.015216,0.0014496,0.004256
"390.27354",0.013252,-0.024393,0.023904,-0.0011868,0.00017503,0.0042247,-0.01022
"390.27448",0.0051791,-0.014133,0.012919,-0.0068134,0.002733,-0.0025609,0.00093968
"390.25023",0.0046174,0.0070045,-0.0072359,-0.0033783,-0.014448,-0.0038501,-0.00095424
"390.26859",-0.024976,-0.0025513,0.0057634,-0.021863,0.0098625,0.0094632,-0.0019488
"390.27331",-0.0031493,-0.0030384,0.011393,-0.0088565,0.0103,-0.0025576,-0.0023178
"390.27342",0.010116,-0.018173,0.017876,0.00074002,0.012968,-0.0084707,-0.0027551
"391.15112",0.0012064,-0.0014868,0.0023687,0.0025597,-0.0023727,-0.0013604,-0.0063445
"391.26248",0.0039953,0.0057837,-0.0067709,0.0021131,-0.017094,-0.0035121,0.0025855
"391.26239",0.00097271,0.0062724,-0.0056312,0.00056332,-0.0087293,0.00033545,0.0010628
"391.28602",0.0064287,-0.016866,0.019243,-0.0051896,0.0030396,0.00010825,-0.0030302
"391.20863",0.0052849,-0.00085754,-0.0034627,0.00098808,-0.0080109,0.014522,6.1629e-05
"391.24376",0.0058292,0.0092922,-0.0081812,0.00060539,-0.010039,-0.0051083,-0.0025923
"391.28562",-0.0086951,0.0080672,0.0042608,0.00031389,0.0040582,-0.0025714,0.00010694
"391.22594",-0.010767,0.0089668,0.0034961,0.0036737,-0.012594,0.011592,0.00095331
"391.28579",0.0067957,-0.01825,0.019131,-0.0053318,0.0026317,0.00015716,-0.0019448
"391.21333",0.0099139,0.00076299,0.0025119,-0.0065679,0.0012069,-0.010903,-0.0093259
"391.24374",-0.00091419,0.0032695,-0.013173,0.00089107,-0.0095988,0.0085529,-0.005364
"391.2496",0.01293,-0.025807,0.018328,-0.0032129,0.002396,-0.00078328,0.00087198
"391.2859",0.00407,-0.011452,0.014321,-0.00082935,0.0015991,0.0016341,-0.002279
"392.26344",-0.0029282,0.00038901,-0.0044456,-0.0078005,-0.0026623,0.0020965,0.0022713
"392.2658",0.00092969,0.0063278,-0.0056275,0.00023334,-0.0085952,0.00036982,0.00093635
"392.26602",0.0045878,0.0057695,-0.0077484,0.001216,-0.017187,-0.0044735,0.0036074
"392.28802",0.014806,-0.036639,0.034389,-0.0012559,0.0023314,0.0040228,-0.006895
"392.28891",0.010843,-0.0296,0.033844,0.00096247,0.0097086,0.005481,-0.013655
"392.28848",-0.033521,0.013664,0.019175,-0.023004,-0.010164,-0.035549,-0.041804
"392.22927",-0.024614,-0.0019746,0.010516,-0.013686,0.016803,-0.0020324,-0.0026173
"392.31747",-0.00076443,0.010009,-0.0071698,0.007546,-0.0045943,-0.0088453,0.0030559
"392.28835",0.0081092,-0.017979,0.015905,-0.0028939,0.0010987,-0.00055422,-3.2849e-06
"393.2652",-0.0071148,0.0067415,-0.0016223,-0.0034142,-0.0058824,-0.01166,-0.0065445
"393.25898",0.00022912,0.0064834,-0.0048526,-0.0023044,-0.0068726,0.00018524,-0.00067766
"393.25926",0.0041869,0.0061361,-0.006649,0.0018862,-0.017778,-0.0032758,0.0026187
"393.2909",-0.001698,-0.0015659,0.010718,-0.0034769,0.0037405,-0.0014279,0.013411
"393.27801",-0.0016418,0.004474,-0.0043406,0.0024773,-0.011864,0.00014725,0.00044278
"393.30173",0.0099538,-0.024725,0.01993,-0.00046894,0.0020924,0.00089314,-0.0028026
"393.29132",0.0061492,-0.012993,0.011712,-0.0037623,0.00090231,-0.0013316,0.0012106
"393.29183",0.0076887,-0.025698,0.030183,-0.001779,0.0046974,0.0056197,-0.0086222
"393.27648",-0.0043445,-0.0012322,-0.0056681,-0.00018216,0.0057715,0.00033818,0.0058145
"393.32098",-0.00039499,0.010528,-0.0080249,0.0082882,-0.0033383,-0.0098334,0.0038678
"394.28094",-0.0032529,0.0043977,-0.006161,0.003663,-0.012006,-0.0034587,-0.00031241
"394.29648",2.6053e-05,0.0060468,-0.028858,0.013457,0.0077869,0.0041399,0.01301
"395.00756",0.027202,0.019044,-0.061745,0.019946,0.014542,0.003573,-0.0010301
"395.07533",0.020656,0.008143,0.019895,0.028586,0.015341,0.019204,-0.026258
"395.22074",-0.0095967,0.0017838,0.0011676,-0.00016657,-0.00062264,-0.0062754,-0.0012713
"395.24343",-0.0058233,0.0052747,-0.0055089,-0.0020099,0.00070969,0.0069607,-0.00019976
"395.27474",-0.0035957,0.0045592,-0.0062226,0.0040215,-0.009993,-0.0010005,0.0013367
"395.1898",0.0046125,-0.025784,0.025121,-0.0023845,-0.003551,0.006356,0.002999
"395.33627",8.0433e-05,0.0058296,-0.010121,0.0042485,-0.0043519,-0.01489,-0.00037768
"395.24738",-0.0065649,-0.0012791,0.0034571,-0.00090781,-0.0042301,0.0043511,0.0044987
"395.31701",0.016864,-0.0272,-0.008141,-0.0062737,-0.010977,0.0044339,0.011668
"396.01092",0.025782,0.028214,-0.056977,0.014786,-0.00965,0.036843,-0.0061239
"396.22414",-0.0096645,0.0018019,0.0012449,9.7818e-05,-0.00059317,-0.0063038,-0.00088656
"396.34868",-0.0010423,0.0035194,-0.010251,-0.00041067,-0.000271,-0.0045446,-0.0012212
"397.18718",0.0066669,-0.0040884,0.0047216,0.0022199,0.0070011,-0.0024101,-0.0044966
"397.00462",0.013208,0.0094011,-0.034879,0.0095368,-0.0095659,0.023075,-0.0023788
"397.16694",-0.0073229,0.0030754,0.0072177,-0.0065009,0.013931,0.00054116,0.019951
"397.22112",-0.0032059,0.0027799,0.0018802,0.0094875,0.0051502,0.0019655,0.013658
"397.23634",-0.012957,0.0019895,0.0022994,0.016085,-0.0025441,-0.0016086,0.024569
"397.25988",0.001712,0.0062997,-0.017261,-0.0042133,-0.016701,-0.00064777,-0.007989
"397.16957",0.0064441,-0.007452,-0.0068836,0.011692,-0.015501,0.017955,-0.0045341
"397.33253",0.033289,-0.01424,-0.013722,0.027424,0.028721,-0.01122,-0.0042449
"397.33271",0.0032529,-0.0014849,0.0050224,0.007575,-0.020839,0.010463,-0.004511
"398.22435",-0.00362,-0.00049539,3.5009e-05,0.010875,0.0050991,0.0064447,0.01313
"398.32762",-0.0015559,0.0080194,-0.0050536,0.0040475,-0.000602,-0.019507,0.0067495
"398.191",0.0059775,-0.0014641,0.0067455,0.0042518,0.0087234,0.0001261,-0.0085357
"398.33612",0.032048,-0.013224,-0.020324,0.019868,0.023961,-0.013113,0.0027239
"399.1846",0.0016654,0.0021499,-0.0040598,0.0032922,-0.011156,-0.010314,0.00027127
"399.14835",-0.023251,0.00058185,0.0026476,0.0017898,0.0033745,-0.0057458,0.016911
"399.18517",0.0059536,0.0083849,0.0031254,0.0029035,0.012582,-0.0014598,-0.0087145
"399.252",-0.0091456,0.0057005,0.00070487,-0.0018386,-0.00026612,-0.00057558,-0.00046478
"399.27549",0.0018076,0.0072655,-0.0069744,0.0004932,-0.014972,-0.0014104,0.0020719
"399.22053",-0.008936,0.0019131,-0.00097622,0.0093025,-0.0080721,0.00030667,0.0067715
"399.27546",-0.0022021,0.0057052,-0.0077234,-0.00037485,-0.0090966,0.0033782,-0.0014145
"399.22135",0.015824,-0.020968,0.01029,-0.0097466,0.0052894,-0.014448,0.00296
"399.25445",0.0072951,-0.011178,0.016215,-0.00043607,0.00020151,0.0056705,-0.0047979
"399.32316",0.0056346,-0.010872,0.013454,-0.0086462,0.00093384,0.0019794,0.0026696
"399.2291",-0.02677,-0.015821,-0.0053404,-0.024715,0.0020413,0.035702,-0.018783
"399.18862",-0.019308,0.011384,0.01381,-0.0096217,0.0042083,-0.011856,0.013678
"400.18712",0.00090333,0.00035732,-0.004165,0.0035431,-0.013133,-0.01091,-0.0023521
"400.15131",-0.037759,0.001343,0.011234,0.013735,-0.013054,-0.029413,0.023447
"400.27823",-0.0023734,0.0055671,-0.0080427,-0.00043255,-0.0091069,0.0037897,-0.0016101
"400.27889",0.00086876,0.0077082,-0.0062286,-0.0030607,-0.012704,-0.0017223,0.00017813
"400.18844",0.012429,-0.016707,0.01954,-0.002983,0.007372,0.0017095,-0.0075971
"400.22441",-0.011374,-0.024102,0.011318,-0.0023171,0.0033467,-0.00084764,0.0032435
"401.28081",-0.0033775,0.0040262,-0.011218,3.5433e-05,-0.009481,0.0071571,-0.0029145
"401.15401",-0.032699,0.0010534,0.025546,-0.0070985,0.0019095,-0.034616,0.01272
"401.27009",0.00385,0.010628,-0.0058519,-0.011221,0.0037281,-0.0042584,-0.0021926
"401.29067",-0.019362,0.0045754,-0.010018,-0.045376,0.024617,0.015511,-0.029881
"401.30639",0.015515,-0.023901,0.0043818,-0.002976,0.007217,-0.013851,0.0034062
"402.29405",-0.0039369,0.0063903,-0.011259,-0.0015707,-0.0067377,0.006254,-0.00084064
"402.91732",-0.0058285,-0.0048806,-0.0082742,0.007592,0.0035749,0.0071324,0.0039246
"403.15818",-0.022828,-0.0021718,0.0067479,-0.02002,0.015285,-0.0019038,-0.014313
"403.3065",-0.0087856,0.0060568,-0.010286,0.0045925,-0.0044593,0.0027251,-0.0001934
"403.2969",-0.0026505,0.0077169,-0.010197,-0.0018371,-0.0081071,0.0026368,0.0017501
"403.35833",0.0059395,0.0053409,-0.0066703,0.0027143,0.0023798,0.0069404,-0.0063118
"403.28595",0.0099886,-0.0070287,0.0046135,-0.0035445,-0.0037365,0.0042318,-0.003309
"403.27033",0.00072066,0.00013923,0.00043597,0.0019258,0.0015834,-0.0024539,0.013226
"403.91911",-0.0043476,-0.00064983,-0.0063869,0.0093645,-0.0014109,0.010042,0.0039052
"404.27384",0.0020291,-0.00078156,-0.00077099,0.0005021,0.0012081,-0.0040051,0.015257
"404.28883",0.017804,-0.026264,0.019854,-0.0009674,-0.0035492,0.0071325,-0.0071801
"405.17369",-0.03662,-0.023227,0.00010848,-0.0037091,-0.0065659,0.0017798,0.0057695
"405.09416",-0.017363,0.012798,-0.053073,0.018672,0.035102,-0.019644,0.030831
"405.29177",0.0049455,0.0079557,-0.0065478,-0.0064599,-0.0052897,0.0024327,-0.00038356
"405.30133",0.0051026,0.0032909,-0.0016568,-0.011253,-0.0025435,-0.0061817,0.0071139
"405.21439",0.0005631,0.0077336,-0.0010766,-0.0066173,0.009044,-0.00065521,-0.0014424
"405.26519",-0.00343,-0.031092,0.014621,9.1409e-05,5.8937e-05,0.00080729,0.010626
"405.26506",-0.0079784,-0.017797,0.016552,-0.001254,0.00055272,-0.0033284,0.0011157
"405.26516",0.0032983,-0.0040892,0.005169,-4.2699e-05,0.0049182,-0.00051471,-0.002635
"405.26503",0.0036489,-0.020654,0.01866,-0.0057534,0.00043585,0.010214,-0.0067959
"405.22474",-0.01333,0.010049,-0.0085168,-0.017459,0.015744,-0.0059406,-0.012991
"405.26516488",0.0061988,-0.0018257,0.0016387,0.0047661,0.0063572,-0.0040624,-0.00080224
"406.14128",0.0078601,0.0039512,-0.014123,-0.012005,-0.015054,0.02119,-0.0044616
"406.26857",0.0053543,0.0067696,-0.0014862,0.001923,0.0022839,-0.0016032,0.00052328
"406.2679",-0.010487,-0.021135,0.022597,-0.003374,0.0022394,-0.0062182,0.0011483
"406.26379",-0.0040344,-0.024503,0.025994,0.012523,-0.0031722,-0.024177,0.0078075
"406.26816",0.0073816,-0.025264,0.023687,-0.012063,0.0019495,0.0064527,-0.0060537
"406.26836",0.0016674,-0.00066414,0.003004,-0.0029678,0.0062904,0.00027892,-0.0018069
"407.28055",-0.011666,0.0065386,0.0023875,0.0052475,0.0013117,-0.0032565,0.0014252
"407.25748",0.0143,-0.0042058,0.011038,-0.0036903,-0.006974,0.0054794,0.0023692
"407.28057",-0.0078197,-0.021582,0.021292,-0.002933,-0.0013511,0.0077701,-0.0037698
"407.28075",0.0033138,-0.039677,0.030968,-0.008967,0.0017351,0.010178,-0.0092485
"407.11483",-0.020793,0.0026115,0.0061001,-0.003081,-0.0188,-0.035152,-0.035513
"407.28059",-0.0025394,-0.021501,0.020866,0.0041442,-0.00052316,-0.0025402,-0.0001967
"407.27012",-0.017852,-0.032633,0.02609,0.032093,-0.023951,-0.016372,0.023528
"407.25752",0.0029989,0.0064089,-0.032225,-0.0083646,-0.017149,-0.043011,0.00045706
"407.28079",0.0013595,-0.018062,0.016912,-0.0016128,0.006849,0.0018739,-0.01005
"407.20324",-2.0133e-05,0.0012715,-0.0040916,0.00042151,0.0052317,-0.0055895,-0.00076623
"407.28067",0.00030243,-0.00060072,0.009543,-0.0042116,0.0026258,-0.0017813,-0.00208
"407.2957",-0.011211,0.0049288,-0.0069338,0.0091074,-0.0010879,0.009417,0.010156
"407.32833",-0.0043625,0.0015166,-0.0030136,-0.004928,0.0023922,-0.0030124,0.0021316
"408.29941",-0.0078757,0.004081,-0.010783,0.0052157,-0.0039065,0.0095454,-0.005668
"408.28354",-0.011759,0.0064616,0.0025159,0.0052739,0.0011951,-0.0033041,0.0013534
"408.26804",0.013421,-0.027866,0.010649,1.6716e-05,0.0048416,0.012912,-0.014767
"408.28334",-0.0040103,-0.032617,0.036816,0.0054583,0.00080006,-0.007421,0.0046583
"408.25211",0.0029792,-0.023187,0.0095025,0.011264,-0.0099856,0.00090724,-0.014927
"408.28305",-0.0043047,-0.032716,0.026645,-0.014971,0.00015709,0.014169,0.006114
"408.11801",-0.033096,0.0048987,0.018095,-0.0035092,0.0026846,-0.027736,0.0093396
"408.28334189",-0.017994,-0.051637,0.010232,0.0051701,0.0062836,0.047732,-6.1602e-05
"408.2841",0.010551,-0.01274,0.010017,-0.0050251,0.018584,-0.0080433,-0.005556
"408.28409",0.0031861,0.0014168,0.0067346,-0.0030485,0.0081865,-0.0054179,-0.0028415
"409.13631",0.017552,0.0038648,-0.022554,-0.012562,-0.0078228,-0.013601,0.016495
"409.31128",-0.0051854,0.0051017,-0.011634,0.0071447,-0.0021485,0.0036266,-0.0026767
"409.27133",0.0026685,-0.0033058,-0.0091251,-0.0035517,0.0058944,0.010537,-0.011678
"409.28616",-0.012405,0.0065455,0.0027868,0.0057296,0.00078803,-0.0040689,0.0024825
"409.29584",-0.015464,0.0074783,0.0068611,0.00030881,0.0025441,-0.0061044,-0.0045922
"409.23589",-0.012468,-0.000869,0.00064912,0.002398,-0.0036854,-0.0041993,-0.0014197
"409.28663",-0.0029261,-0.028388,0.028785,0.0092766,0.0015353,-0.00032609,0.012137
"409.34402",0.001174,-0.0024814,-0.0030219,-0.0039283,-0.0028895,0.00047161,-0.00037451
"409.27276",-0.012045,-0.028198,0.033634,-0.011136,0.017985,0.0051387,0.04073
"409.33287",0.021694,-0.015351,-0.0093753,0.010642,0.010225,0.0020702,-0.0051464
"410.26473",0.01173,-0.024563,0.0075386,0.00062692,0.0063299,0.012898,-0.016583
"410.86359",0.018964,-0.0020992,-0.023708,-0.01595,-0.014891,-0.011725,0.021273
"411.08393",-0.011758,0.012441,-0.011006,-0.012482,0.0060512,0.0070129,-0.0038728
"411.26749",0.0070985,-0.0097917,0.0064239,-0.0031046,0.0013319,-0.0016358,0.0017928
"411.34857",0.028291,-0.0099647,-0.030301,0.0083915,0.011443,-0.017652,0.010098
"412.08695",-0.018404,0.013797,-0.0053386,-0.036457,0.022613,0.0072752,-0.017125
"412.27071",0.013887,-0.027065,0.02009,-0.00072196,0.0018472,0.0012328,-0.0018153
"412.28627",0.00027728,0.006562,0.0094392,0.0058625,0.0077275,-0.0025205,-0.0095116
"412.35181",0.033066,-0.013983,-0.021518,0.021408,0.021302,-0.015519,-0.0010915
"412.34371",-5.4796e-05,0.01126,-0.009552,0.0033493,-0.0016919,-0.017691,0.0077391
"412.86129",0.017166,0.010019,-0.028043,-0.0066879,-0.006415,-0.011864,0.01477
"413.05614",0.037714,0.014963,-0.001758,0.0042139,-0.0010837,0.0037353,0.00039169
"413.1636",-0.024011,-0.005848,-0.0042936,-0.006554,-0.0053304,-0.0027982,-0.026832
"413.26407",0.014234,-0.027543,0.020307,-0.00044466,0.0015084,0.00089647,-0.0017051
