"Sample","0027_XAV_iHMP2_FFA_SM-77FXR","0030_XAV_iHMP2_FFA_SM-6KUCT","0051_XAV_iHMP2_FFA_SM-9WOBP","0069_XAV_iHMP2_FFA_SM-9OS5Y","0393_XAV_iHMP2_FFA_SM-AMR37","0407_XAV_iHMP2_FFA_SM-AUP8B","0433_XAV_iHMP2_FFA_SM-9SNJ4","0508_XAV_iHMP2_FFA_SM-9X47O"
"Label","CD","CD","CD","CD","nonIBD","nonIBD","nonIBD","nonIBD"
"341.07801",NA,NA,"187494.18369",NA,NA,"604794.8387","289380.49513","81684.49804"
"341.11808","13561.25876","117825.88521","30014.00613","1585882.01768","22605.2174","14481.33139",NA,"380654.3824"
"341.2125","527542.3408","602142.14376","621799.35443","452562.00179","181696.76622","156931.98175","192945.5315","895299.41288"
"341.27018","284715.98628","100356.67958","17106.60228","1708762.4007","2723241.69882","773629.31774","429526.60507","623360.50223"
"341.2701","348876.89243","385092.46424","224946.97196","388667.40996","769258.54896","1779866.80865","917495.56891","411156.02502"
"341.24458","23565.81379","165354.37926","2172106.01946","209575.21667","33133.51199",NA,NA,NA
"341.99114","2205690.3886","1481622.14368","225969.31754","15340.46793","113752.01146","1114511.31383","627640.92044","25252.18775"
"342.09723","722673.02473","1790078.69001","3656977.45535","9769102.76237","15817.41018","38041.29936","167308.0224",NA
"342.17443","1093259.49923","1987049.15752","837286.99856","412706.84801",NA,NA,NA,NA
"343.11924","227685.62764",NA,NA,"527558.52965","611715.8511","597463.77712","3389629.30108","4607239.96027"
"343.07241","305262.28873","3001.87912",NA,NA,"96967.13548","598164.3459","690964.53675","24094.35052"
"343.17406","345100.02344","1467.17513","137937.33294",NA,NA,NA,"621857.82655","2721156.77402"
"343.17008","131365.9116","1308191.01433","251594.79652",NA,"4474.28363","29466.66082","5914.30243","9514.89167"
"343.2493","1721163.64858","7546329.90469","8022.40047","765961.57478","1660674.04883","222488.87165","1097388.88222","2732852.48274"
"343.24116","9729496.80928","468910.62282",NA,"236518.32161","811779.86989","162701.57147","77804.91051","20732.31054"
"343.11877","4883.65958","210049.07583","268553.46652","41198.0455","16405.07663","169316.92127","1405831.1342","113067.77227"
"343.24109","1964882.07709","515396.67918","25807.98211","1164244.8052","645708.6002","455053.22714",NA,"16707.19944"
"344.16193","1051092.34579","112048.20002","25481.47611","1189806.6851",NA,NA,"4759.69275","879114.66511"
"345.02766","2033867.32777",NA,NA,"973245.22493","210362.37264","460040.6732","1637972.65234","373435.4091"
"345.17823","1405091.34415","490838.9121","1931896.72235","703284.82378","9150942.39127","7756243.47735","6893623.96558","892868.24518"
"345.14192","1412044.83645","44646.20759","1052974.49673","34528.90375","343223.95031","3298463.76324","901859.63147","112991.00944"
"346.16218","646361.57425","2060118.42616","2647326.15594","726215.62131","2011333.52152","9202557.52451","3518634.06042","1012481.89021"
"346.20102",NA,NA,NA,NA,"96793.55547","203413.79124",NA,NA
"347.23635","6295533.06022","232057.67836","251672.56679","2914047.33125","12065746.65498","2959316.16509","4078184.08607","132771.73845"
"347.27228","10105.70013","77972.62146","302520.77269","6757.05134","1050010.1691","361685.53857","670432.86285","1800456.64648"
"348.06325","2624220.63561","53739.59279",NA,"497751.10475",NA,"636516.5927",NA,NA
"349.2155","21918.48117","315736.69582","5134.56562","776226.63506","2724884.19834","178423.38628","334623.37624","345419.868"
"349.2385","781623.00754","909707.05892","853792.15874","785651.42622","716712.66376","1517526.87657","1228121.56864","1051690.58703"
"350.08874",NA,NA,NA,"531954.99479","2403737.76522","1151056.06206","3339159.05156","783103.5291"
"351.08566","2523515.52379","180528.02754",NA,"4682499.87216","923109.17657","462190.93788","782939.5562","638906.59592"
"351.25173","1803849.54011","1811874.6296","7211463.20418","2117953.77978","510932.9423","513077.61711","217813.49298","779125.67955"
"351.25328","2902618.43543","1058167.08727","271929.74281","19360.93155","66433.28261","120803.14708","89995.5577","17812.33299"
"351.24006",NA,NA,NA,NA,"692531.22771",NA,NA,"1145496.8927"
"352.15179","507795.91441","62642.83307","110973.90207","43628.0054","1460987.64778","3859858.54831","1039684.80325","201711.6112"
"352.12053",NA,"457286.35265",NA,"1393890.83375","700045.64612","378115.86502",NA,NA
"352.08911","4466.21549",NA,NA,NA,"2311476.5187","18097.70737","3528927.64521","793023.19842"
"352.26275","918745.95642","909104.17608","310159.67342","1651352.58093","384059.01372","133723.67633","219298.95199","29761.7611"
"352.19655",NA,NA,NA,NA,"3061442.81234","4189507.76966","121168.24513",NA
"353.10965","170634.77572","613298.7296","26087958.42486","4342429.33286","211183.40505","455435.41736","2355657.5063","728751.14831"
"353.22768","25766.19348","16615.71866",NA,"3308.19199","748388.36246","55469.30573","42652.76809","447278.00601"
"354.10188","247613.69236","108349.57474","145313.12981","298169081.97436",NA,NA,NA,NA
"354.22635","898082.01124","1864088.86061","1224777.71246","240141.57364","576513.52787","561081.7736","253616.86232","209934.23732"
"354.96253","1006446.20095","673079.73467","576427.0633","347373.57398","208620.90248","592779.31252","682534.89914","830753.32693"
"355.14339","600223.91212",NA,NA,"52701669.69316","1281690.96578","332857.25432","3062308.22186","577111.42112"
"355.06902","2364903.48349","338079.555",NA,NA,"50423.8591","139888.45456","50444.4777",NA
"355.15595","1443913.89625","266569.90794",NA,NA,NA,"335784.85405","265132.122","1845.27957"
"355.20276","214940.03796","295677.95058","2454575.44013","148845.69165","3776414.9291","1025802.44928","1899009.09886","1054504.80258"
"355.18411","2600.0482","57762.31976","126937.96886","40100.3636","154650.57042","167120.59854","537572.2201","2366074.22049"
"355.19909","384349.96271","209752.83256",NA,"18681508.82717","872076.93048","1815426.04897","836584.35823",NA
"355.32205",NA,NA,"22283.96256","213835.29891","2161508.10142","2556820.5757","1620465.43447","3803042.5311"
"356.23657","112163.38291","1214441.2593","342634.58503","1679459.43011","485446.58084","305122.78184","96618.18707",NA
"357.0936","374817.06809","465556.7356","164057.39592","376444.07124","1674798.56703","551924.07572","336769.18611","9076.12559"
"357.15579","172143.34787","188826.75941","23679.40098","1377593.06004","5775833.97298","420291.74959","62543.5423","563856.9589"
"357.15894",NA,NA,NA,"216341.3975","1664891.38549","1809115.38495","72012.65696",NA
"357.13819",NA,NA,NA,"5980846.54236",NA,"993677.08803","2181596.70528",NA
"357.30135","16409.19589","73072.06616","330682.02874","34535.04765","258083.47691","123601.08981","140487.84925","240894.12939"
"357.1988","24406.26392","44403.45423","712296.42603","3441.7346","568573.2725","91522.8703","340254.77136","539749.4577"
"357.20751","14639.96562","9514.2689",NA,"210233.80533","2055565.75023","2579.76225","2557398.54581","173064.97984"
"358.94495","5207871.2227","2131400.22816","1840120.08074","4439744.87647","159698.47331","3789600.35916","1590218.20746","5182047.12457"
"359.13853",NA,NA,NA,"134744.34589","1827447.70923","518411.81642","1274276.53703","210703.45856"
"359.13856",NA,NA,NA,NA,"1901467.1737","576021.76608","1394350.3057","203567.85337"
"359.15739","583126.8684","682050.34765","508096.08529","112758.18703","1949345.89371","2821240.36495","2889336.19089","162190.64675"
"359.28078",NA,NA,NA,NA,"729014.2648","354166.71787","70406.82231","26585871.15749"
"359.14359",NA,"180883.72249","229734.47308",NA,"85859.65889",NA,"3705356.44476",NA
"359.94576","2003366.91047","767719.62149","768139.27887","1892731.96362","43079.48078","1658464.56153","595397.12129","2263166.91004"
"360.19639","66261.15093","114345.93969","120257.2674","470564.03223","81399.67047",NA,"202607.23909","9395.79678"
"361.09153",NA,NA,"117350.73512",NA,"222768.85367","302488.79258","443900.92647","2286.96004"
"361.1405","4280.60902",NA,NA,"32472.97565","1731123.41426","369885.36555","60640.53485","21001.59942"
"361.23651","13663074.66615","16590621.77795","12682342.25602","3652936.48018","15925751.80375","7647450.01183","22051860.78923","23913085.68346"
"361.27361","23794.39681","5512.17052",NA,"9397.8094","987138.59625","7828.26994","17418.86885","613905.36144"
"362.13315",NA,"278220.30213","15378260.44805","49603.90458",NA,"24049.96371","14601.91901","926488.06656"
"363.14569","885562.28571","176050.85242","5951.15726","1680882.35919","6940684.51465","1537527.2681","100502083.88302","121007425.87528"
"363.25228","20548644.11163","26914913.19549","38913365.05759","8727493.28894","27533996.66966","22444263.06141","28192058.38986","14432854.951"
"363.25217","7593931.58015","5796158.63976","5418492.74371","3632556.05577","2620126.53602","725289.60043","4197250.73527","9048153.16138"
"363.23963","130651.55641","16277.79168","28423.33618","199416.61528","6887897.96113","377019.05622","396397.71716","798033.46104"
"363.20994","352901.07225","464708.57044","15468.65883","1838962.59833","730671.2413","10332.8481","2594016.6605","4601637.99201"
"363.26799","299386.03826","1070413.24741","375757.61103","3131946.14593","576568.45395","718602.50431","774729.92718","224743.82142"
"365.14295","4304411.55142","1776815.55852","339501.42528","3979113.86838",NA,NA,NA,NA
"365.07989",NA,NA,NA,NA,"57211.25653","210252.41208","620884.53598","289050.31144"
"365.23675","4045728.10919","2244549.88365","908651.09629","66852.59545","1609390.42595","134081.58703","1172047.39246","174966.53058"
"366.16746","1112384.78195","67200.53696",NA,"1404417.27829","3890787.87689","1961613.90841","1274479.50683","124150.29024"
"367.01377",NA,"228311.14355","385799.97951","10851422.46576",NA,NA,NA,"714542.30192"
"367.21278","142849.12561","12005.89702",NA,"98438.5923","19148854.23738","207055.71387","12323759.7694","6330801.13632"
"367.20289",NA,NA,NA,NA,"3903.38462","1988265.89035","1473480.0702",NA
"367.21649","1433559.71994","774024.2829","228600.06609","30217.17764","1833946.75417","570418.12676","920245.45112","357434.4588"
"368.16186","135797.92732","61369.46252","3592099.23074","102585.11241","950640.36454","2206877.57696","677599.12076","11216.66264"
"368.14469",NA,"219146.93964",NA,"676225.54377","2447.56658",NA,NA,NA
"368.12052","399315.58636","806106.58182","3805961.6621","1467259.12289","578701.86542","640149.38209","616329.14496","504439.96339"
"368.19205",NA,NA,NA,"2181573.98657","3943362.68798",NA,"1124625.65328","1218544.27085"
"369.06602","251291.07054",NA,NA,NA,"188204.59632","724719.59464","844077.08032","88861.8405"
"371.11974","227775.20928","227191.16575","700068.6422","2912308.18664","359579.29673","56556.21635","802024.70428","3634789.21633"
"372.15831",NA,NA,"76856.29748","483919.77218","4415.84647","164560.15298","370724.54041",NA
"373.14825","1505697.92483","2338342.02861","1258202.30957","2850390.18038","965511.5091","8081137.87849","213159.186","94824.5619"
"373.08848","1685990.54913","1279466.66594","169476.90287","990434.63286","1566222.41471","400702.13475","792221.98213","1381329.72629"
"373.21323","458040.38678","324134.36707","62006.05656","225981.04939","1557761.34675","607443.62038","430056.99899","2562860.27406"
"373.16368","3982618.48717","2562342.95814",NA,"2340900.92896","1522749.47981","628609.37898","511949.43304","238862.04515"
"373.17502",NA,NA,NA,NA,"6244343.73938","815756.52407","138963.48527",NA
"373.27512","283214.37919","2064678.39522",NA,"477595.66552","25981166.44158","231448.53585","179132.11952","1312460.69572"
"373.96163","692952.94805","92979.13439","134066.42394","765906.59923","684060.75518","768114.98018","302699.72416","1007519.40685"
"374.15752","463937.8482","404633.83959","351464.25114","67218.31753","1509200.6209","2975125.97499","1306340.62726","460909.06484"
"374.17862",NA,NA,NA,NA,"952996.61492","2270304.43721","22747.0154",NA
"374.2472",NA,"848624.15379","188106.29916","1257320.04503","842956.01084","173381.50543","98733.61428","3912.72707"
"374.30692",NA,"3343.93613",NA,"33169.80926",NA,"599494.07586","838421.03241","87068.67162"
"375.08304","498570.53281","14120.38862",NA,NA,"99271.43521","720731.04686","736898.72004","70952.60996"
"375.20982","24514.26111","63444.48339","3989.51332","36359.67884","100846.05448","164803.55947",NA,"527141.41036"
"376.14205",NA,"1375153.68532","387350.70485",NA,NA,NA,NA,NA
"376.1404","2271016.25416","1531898.18547","1599786.15686","1730964.57136","119069.05504","2330724.98983","1399584.18954","128689.22345"
"376.2522",NA,NA,NA,NA,"346402.34389",NA,NA,"6829351.59357"
"376.88658","313018.10241","318187.06352","193984.22921","32060.57381","82463.72418","182612.65015","143419.74212","118523.26368"
"377.10667","78024.96261","6039.16574",NA,"355068.8499","315004.8484","15865.62731","59370.0216","4078.05261"
"377.25529","8662173.46637","1151413.53724","117612.89282","841214.35688","37010600.19815","12075135.44547","14927898.28479","2546765.21691"
"377.08635","21292618.653","103966475.21639","133418674.52723","36702657.21668","13207007.27845","4631619.79702","9807415.31411","2500231.78045"
"377.23387","162908.45946","18025.11368","17764.18696","56485.32685","24065255.48033","105463.34716","39623488.02183","1640477.56691"
"377.30649",NA,NA,NA,"1077.79495",NA,"4851.46171","362471.25423","105997.74435"
"377.22412",NA,NA,NA,NA,"4416618.77956",NA,"3037794.43228","77513.52887"
"378.30008","469827.55121","48004.01487",NA,"413542.73288","2358832.30616","892881.33451","1319640.16853","146204.78519"
"378.25343","307326.65563",NA,"1365895.10325",NA,NA,NA,NA,NA
"379.10927","5974412.31518","31525160.37164","41027837.01821",NA,"1358910.20497",NA,NA,NA
"381.0291",NA,"48930.84303","115704.19321","591917.69961",NA,NA,NA,NA
"381.22649","195788.13883","3806291.384","1277975.25919","11002449.70181","1114781.38108","1106340.0702","1488873.27921","433511.04226"
"381.22599","183761.89537","352842.26559","80764.50492","193225.97216","87434.68064","123164.21396","16595.57483","166968.86728"
"382.17789","24843.14522","201254.75217","3371.28174","357831.07292","424007.26135","852627.24119","431486.67554","58615.1695"
"382.29673","706126.62315","51622.51085","134991.11838","4110312.39002","3044732.15154","116621.1819","3314123.35613","581115.72569"
"382.13567","530326.44134","1131279.89932","668622.58621","843807.76215","126884.59172","122638.11756","56050.89393","4692.89999"
"382.84249",NA,"211243.0019","1268989.06268","40351.05117","1257301.75404","1233106.70154","6665271.8523","4283880.61611"
"383.18452","79749.20878",NA,NA,"5525.5597",NA,NA,"303847.72962","319546.62249"
"383.221","211614.48073","312587.57732","80464.44381","192172.04027","279005.85327","9275.15804","39208.75082","13517.74469"
"383.19773","5068215.08617","537611.51862",NA,"129048.0911","128045.49886","30322.99397",NA,"3159.1554"
"384.27576","19531.49811","2796728.44456","771909.1874","3419505.89647","1310462.69127","347566.43966","177872.30618","11229.06627"
"385.16965962","410448.90561","527530.3851",NA,"629309.72889","16986063.07084","185779.11198","6085189.53719","71012.03593"
"385.06779","1266557.78447",NA,"19278870.52387","6944953.46367",NA,NA,NA,NA
"385.05028",NA,NA,"2539815.42932","9195249.39314",NA,NA,NA,"1172002.9471"
"385.29671","3058.90162","2626.67514",NA,"11583.76141","5406703.21857","4912.38079","2931.55759","190808857.17466"
"386.93984","45175569.61404","16070336.56536","13038211.07723","38821487.4344","1098492.73328","27641685.98413","11854742.89852","39216679.31565"
"387.06213",NA,NA,NA,NA,"238818.79764","649428.9218","850794.4446","425013.69519"
"387.11481","1118722.28197","12822514.43147","17504170.76615","10293723.0583","3014979.72015","787644.83511","3428975.31318","15699510.6178"
"387.11772","1599536.43909","226310.41039","443304.63623","1124785.78055",NA,"519968.31114","3158383.94121","170167.60514"
"387.25452","478891.18003","25846.73475","3014.96745","432705.87984","189616.90421","1482572.48522","3231404.5385","118796.81824"
"387.94103","19839264.92939","6824753.53555","5640574.18272","16326394.03272","414375.94446","11804967.68092","5075089.65625","16735284.67703"
"388.21074","3614398.02091","6654180.58142","1755587.97487","2851705.16406","1390539.83732","667040.69433","68546.69225","1222638.37589"
"388.87461","54389.10595","62886.43369","35644.72213","1229.77088","67791.52563","203254.99236","63482.79425","136483.2869"
"389.09942",NA,NA,"62955021.03652","2751727.71057",NA,"5284.69849",NA,"16952.69355"
"389.20488","322122.47188","1024553.37733",NA,NA,"518560.50186","1596719.10501","635047.61716","75612.86048"
"389.25857",NA,NA,NA,NA,"5183500.01909",NA,"2445.2211","1414162.65668"
"389.2464","366825.61498","304499.25128",NA,"128339.22031","149085.27516","376532.89286","873699.40704","43935.12186"
"390.27848","121548.09976",NA,"247869.76705","173598.72089","762667.00428","933168.52357","116064.82885","161563.91316"
"390.23055",NA,"103067.33729","54359.31363","1535806.84336","41496487.00773","129857.49717","191040.85974",NA
"391.14943","208196.38384","523106.75999",NA,"334549.20639","4644142.58479","3222225.06478","6604187.60914","1568609.09834"
"391.14937",NA,NA,NA,NA,"12223438.56523","3331579.37798","7309235.30055","1498320.89987"
"391.06811",NA,"932140.14715",NA,"283514.65755","1197198.44751","3092221.26235",NA,NA
"391.27066","57423.46606","48858.59616","5534.04271","19536.93531","198408.74995","215894.87655","848291.85","238475.41876"
"391.27059","55216.59147","36015.39208",NA,"87632.49197","512935.10231","195645.38017","480618.22797","81913.27599"
"391.21634","60551.39384","61255.3153","15853.79157","105405.64614","154177.76129","58398.97861","510931.34323","1181664.30179"
"391.20921","292703.90932","1522992.78906","901312.63869","1593038.27262","16629.76245","19015.41165","235817.41482",NA
"391.9171","1508082.02513","882996.52287","843397.30173","489953.29273","39699.41237","547123.71695","330942.83344","994935.44721"
"393.04872",NA,NA,NA,"7855.84832","3094.70684","1160178.23209","1887825.80424","536570.37848"
"394.12697","308046.38246","106654.14254","127995.4541","3651772.70516","12193.45093","4957.85143","1917.90191","1634.42468"
"394.89134","462765.39305","462288.62407","549700.21459","87125.05707","278871.6979","438742.46835","357163.96379","344440.36402"
"395.07515","44941.99631",NA,NA,NA,NA,"142860.68942","587171.25278","54582.28147"
"395.17","85129.62109","185501.95486","159798.85515","537723.17335","897744.63958","541080.19425","42697.30169","7787241.45105"
"395.14704","279553.88763","6393.10012","221366.978","76161.04996","1428501.24718","136998.17596","3498.38564","788323.67599"
"395.26023",NA,"668806.74239","896055.83105","652998.39289","211412.12364",NA,NA,NA
"395.06405","312674.32061",NA,"45743.1498","4931.03987",NA,"610406.05491","1027404.04718","202070.7396"
"395.2783","161138.46144","259644.6115","292696.04469","341882.92336","375304.08387","163574.8787","677675.36734","695520.32219"
"396.23702","468147.0383","568947.21185","453998.46884","230774.00022","1778429.65902","136299.55603","159533.84319","81279.36698"
"397.18471",NA,"323985.30779","2919.40204","4484.90001","118161.89741","942127.55486","5972710.24657","432316.51669"
"397.07985",NA,NA,NA,"3415824.90596","99080.03512","360062.84214","307292.64033","66070.20314"
"397.16864","14316.74083","1153411.36777","125875.97643","308946.91836","1111180.17516","255157.61611","16023.7803","66754.54806"
"398.17253","2665023.83473","1534097.15997","40603.19074","159630.5289","1048595.18791","11070.29051","92904.33878","89857.82675"
"398.86786","121277.21342","121237.58436","120893.39192","3356.20719","14335.61829","43940.09328","37373.29074","20056.57223"
"399.00122",NA,NA,"2588580.7224","30553.05527",NA,"28428981.61595","79308113.13372","109468707.3809"
"399.15098","1203873.42954","2419208.8673","1336048.04733","24138511.11298","29175.5084","535387.74885","16272.38039","3043302.68423"
"399.22568","1612438.5337","15889.80808","2774831.08941","681061.60577","1869025.27163","1210498.19393","700925.45068","8595.84274"
"399.2907",NA,NA,NA,"258148.1208","1726567.26914","573606.79957","859232.94004","426989.25633"
"399.06529",NA,NA,NA,"387497.09629",NA,"615651.6275","970356.51955","300285.00086"
"399.31217","1680.58237",NA,"2204.78697","31246.42317","546571.84362","1901.96607","15144.71412","19337435.28048"
"400.23214","60740.97704","33619.75425",NA,"21543.51528","608451.51535","145173.49632","31350.88221","269345.88345"
"400.30678","938308.65749","52344.91298","897020.41155","421891.376","365031.95373","1437332.08596","205573.04409","4607738.44462"
"400.95534","20568908.97906","9623054.9195","7104341.19416","26090476.90899","650213.30783","20207974.93468","7523436.08767","26015141.22292"
"401.10359","254765.0136","113615.82259",NA,"1471430.82728","221806.25206","90748.9381","152166.3387","19731.71132"
"401.95656","8700502.9685","4029527.39622","3136080.82655","11401169.29717","285549.42483","8681593.77909","3248640.42609","11458219.38125"
"403.09097","277043.85783",NA,NA,NA,"186413.77801","374738.58455","1320251.26995",NA
"403.16364","35838.43821","251311.82221","949723.3056","190559.70077","578480.44338","490414.55293","55148.15891","235000.60225"
"403.1895",NA,NA,NA,"170795.5184","613958.95527","260942.93731","380792.50128","6238427.65311"
"403.06921","219252.20423","277008.37126",NA,"230254.25976","15692.03691","66735.46598","212697.21164","53574.83138"
"405.18715","316897.25284","333613.85206","7242.15343","378422.62566","71135.88045","8390.79346","6879.79152","221519.83855"
"405.17591",NA,NA,"815800.93933",NA,"159265.15871","797253.80317",NA,"1959592.99333"
"405.16052",NA,NA,NA,NA,"23526511.1741","1234112.00956",NA,NA
"405.26505","2997017.48224","1596865.53726",NA,"7574541.48304","20391694.5397","14322153.99433","16397765.42051","1477686.00248"
"405.3003","4062.6196","7188.23467","25179.37227","133858.03901","5620.37522","14518.72071","410790.21365","308657.9656"
"406.2685","45474411.64683","2167238.06824",NA,"42004194.80351","10826564.65417","3185571.00065","3859501.70181","179124.54511"
"406.89372","393758.38015","883142.93559","185382.45821","696535.78901","29838.30919","112510.70517","79704.95988","79506.94672"
"407.12005","1201594.99933","467490.4565",NA,"2824466.05207","889819.42523","72628.16776","23726.93222","315353.32446"
"407.20257","2074316.90647","467736.20007","31527.46976","512766.58226","2220827.95469","221822.72412","69136.30634","117677.12978"
"407.14422","1562292.4913","21400.47108","310967.22858","3561931.85981","3900.48718","106664.84403","1129117.26569",NA
"407.1664",NA,"51466.05685",NA,"6489.08257","1801.29108",NA,"495583.26615","207772.32511"
"408.12391","250304.32523","34073.35136",NA,"417404.55188","18740.76095","6234.75623","11630.35713","1735.03125"
"408.28317","50181684.61566","40332911.81324",NA,"3702.51805","108371.63141","93632.68109",NA,NA
"409.04423",NA,"229457.39791",NA,NA,"236685.86149","655772.67773","597172.42314","369758.99375"
"409.26331","43189.62298","29947.94882","194208.80643","210443.88584","678757.75463","240038.67005","564562.03448","660971.97914"
"409.25183","480617.5749",NA,"451505.99684","336935.84956","4978074.25316","723362.06014","1020937.71018","39918.1602"
"409.19053","1881000.38317","985344.90518","104828.2959","2064808.21966","7565987.58393","11072541.57586","8207545.3808","5051255.3146"
"409.97872","1060874.14993","833984.01803",NA,NA,"1815165.63465","362041.78933","150352.1666",NA
"410.24959","3463476.13656","348943.48431","132973.02226","1844650.54229",NA,"179044.4499",NA,NA
"410.289","1615365.03932","8913761.66654","2472457.58041","3612754.00388","1350161.36834","36547.15245","4951.77479","107289.85856"
"411.14842","2236055.5083","6149151.78979","3273612.36863","9570464.7425","14017.10134","93433.32992","2653.11019",NA
"411.18887","2402516.01069","225272.59376",NA,NA,NA,"1118376.24885","1964384.81308",NA
"411.14612","67112.62571","34945.77785",NA,"606933.14284","106093.11869","8802.8688","20843.61285","692762.4927"
"411.35929","1679154.12571","191932.74166","10434930.01364","312966.16772","22530556.21486",NA,"251085.57586","39323.43446"
"412.15165","820523.05892","79822.87278",NA,"793117.00671","278715.83065","1745929.68827","10168.33212","11214.38468"
"413.13087","378739.45171","1294538.34601","67196.64421","2576820.77205","663322.41732","508820.38345","426487.27455","788133.18355"
"413.29142","192043.04822","2738017.68509","6807937.1948","1849447.14956","16732863.35076","3817976.65303","78163548.68221","34497385.81703"
"413.16465","28577464.04428","13110.37186",NA,"1664428.82289","20704.41903","42974.37957","119662.09321","865401.89921"
"413.27717","209374.46119","148522.73883",NA,"14778.56122","110554.94354","100611.77836","123783.73014","1701.99157"
"414.3085","1168187.60027","197489.49561","1556570.41403","848351.35562","3733499.75415","3477979.75866","19074681.71103","878699.15657"
"414.97108",NA,NA,NA,NA,NA,NA,"1117883.40397","722148.32833"
"415.14055","3832539.79572","14751.46304","2437444.77225","2432393.60134",NA,NA,NA,"24882.89099"
"415.14637","151214.04154","1528965.57466","18532991.98717","2128650.75227","267888.15789","641210.02769","695751.82235","701705.50345"
"415.29735","1046859.15089","267810.26078","300745.52731","86408.42609","30125.5459","24679.78516","749839.29652","253790.20473"
"415.21634","63369487.72303","28317542.84301","250646.03348","80432883.75979","16050026.7621","4454049.80251","775874.3616","152429.19798"
"415.97233","2213881.16265","1105248.98937","757830.0419","3816625.95708","27911.42653","2899391.63333","901000.22355","3211804.71325"
"417.23235","660691.58022",NA,NA,"449014.36102",NA,NA,"279494.12387",NA
"417.26479","945749.06305","389557.39096",NA,"82670.56673","251798.63744","1054451.69331","1202580.00928","395542.32487"
"417.22375","144399.55123","1873890.33338","8612587.73593","460701.28719","260450.60635","1292288.47468","27870.70874","62459.49034"
"417.25446","385020.20346","153797.39618","16812.90561",NA,"6199.23368",NA,NA,"3684118.99764"
"417.28591","2378797.1406","125560.57109","13566279.34235","41146.19637","51158.93125","2607.75056","12901999.75781","760463.8336"
"418.11275","8169962.7562","6305965.88865","93997.22706","350512.05206","206275.07192","359786.24038","436374.49148","65952.16107"
"418.29287","244814.91022","88293.86054",NA,"1682710.57291","273815.54537","410185.49006","144552.75474","4287.07824"
"418.30995","32080.40881",NA,NA,"472793.85999","740160.24591","160751.20577","1348854.85222","883670.54415"
"419.2573","913186.39405","2144624.89651","5226.7231","557622.44426","6067.74926","6563814.95165",NA,NA
"419.31504","107306.46301","54727.60361","22504.04729","132174.42541","13538.31498","26195.85912","25916.76242","159542.31097"
"420.23727",NA,NA,NA,NA,NA,"3276353.35298","54320.04501",NA
"421.15554","728754.51216","543538.35137","755241.57125","511037.79624","617563.27104","1055831.75169","578365.54698","491231.10275"
"421.29649","108388761.4554","15706234.84333","89077.0834","73271570.06881","342147301.55508","140355913.69881","179092383.25161","31664322.84433"
"422.09103","253066.78944",NA,NA,"3317748.5107",NA,NA,NA,NA
"422.17648","85454.86076",NA,NA,"363215.22197","1186716.72752","3148168.39389","82143.93086","4096.4836"
"423.05647","1760630.07513","267253.63291",NA,NA,"27706.44652","105627.61307","31748.14911",NA
"424.22521","4218.45937","102747.07271","5627.29404","239116.63966","191068.20785","263542.0655","220347.27574","13160.08664"
"426.93171","2587593.97603","1480269.38735","1657873.54756","748129.23931","161124.4969","534578.75767","927936.14585","1028150.56258"
"426.87672","125796.71008","196510.9392","175692.66645","92431.85059","1187301.4402","865246.25873","705177.32198","1490391.86326"
"427.24699","842025.53978","621330.97424",NA,"464588.76939","1244292.27735","1121856.02195","2106568.34443","832827.60019"
"427.28409","195558.06556","15899.8677","19304.10892","47131.05201","198652.05025","192328.57828","365194.97109","104941.43588"
"427.28297","789326.98321","342954.79338","277124.3127","37182.89456","6911.00735","4624.17548","11236.82276",NA
"427.93367","425671.22806","599743.99522","712968.92089","416704.71312","48596.44651","473004.55693","355007.45284","994854.938"
"428.1648",NA,NA,NA,NA,"2202479.18134",NA,"429927.43876",NA
"428.32153","795623.90988","401533.69075","33213.51486","4731422.77596","619418.3845","733482.68889","375214.31484","101980.85728"
"429.23211",NA,"6751739.49874",NA,"9322988.4905","290330.13097",NA,"372622.6845","151679.5124"
"431.28052","1568290.24315","1534418.99988","62465.47981","1726288.97078","6308217.95452","2321016.42772","3998985.91808","1016580.03355"
"431.22218","1797238.69173","1503768.67355","594276.46418",NA,NA,NA,NA,NA
"432.24303","360781.25788","4874736.20876","4106158.41995","1494823.85997","1699977.13171","2074024.83702","590260.71792","502319.44956"
"433.21875","488216.19621","1403994.98531","7054886.01994","1952578.13851","8599920.3901","13402305.13157","997028.69447","9024945.04272"
"433.33214","2528151.56788","1628805.5203","57118.11159","206112.79324","72425.41681","200243.28957","128090.28421","47368.0576"
"434.19775","1518243.82584","5237471.89171","1393709.09572",NA,NA,NA,"1112355.26003",NA
"434.3223","193050.32988",NA,NA,NA,NA,"1583974.23784","3741.90693","187167.85257"
"434.98127","1514485.82496","1008899.90889","2061.58718","21044.00153","140983.67159","619135.99701","323653.92846","42029.73762"
"435.31125","730176.18249","770427.57363","137808.69522","2541354.01976","11897359.83149","6247078.04134","6294791.67299","734618.61395"
"435.275","315428.83275","204386.1332","802.71527","153306.29749","160985.57988","365602.50519","854855.25795","142492.19765"
"436.13128","6885065.066","1122483.1408","2729449.19621","25192236.43606","145831.69077","714207.79196",NA,NA
"437.05365","17341.76219",NA,NA,NA,"18477.00448","286349.16465","302628.7627","20178.73263"
