"Sample","0027_XAV_iHMP2_FFA_SM-77FXR","0030_XAV_iHMP2_FFA_SM-6KUCT","0051_XAV_iHMP2_FFA_SM-9WOBP","0069_XAV_iHMP2_FFA_SM-9OS5Y","0393_XAV_iHMP2_FFA_SM-AMR37","0407_XAV_iHMP2_FFA_SM-AUP8B","0433_XAV_iHMP2_FFA_SM-9SNJ4","0508_XAV_iHMP2_FFA_SM-9X47O"
"Label","CD","CD","CD","CD","nonIBD","nonIBD","nonIBD","nonIBD"
"399.19258","3226075.52113","1590209.20016","142740.83686","480817.80449","459949.75507",NA,"422788.54589",NA
"399.17034","363299.07865",NA,NA,NA,NA,NA,"294316.94501","1052373.61462"
"399.22135","530440.52025","7981.06512",NA,"2579181.67201","10193247.73687","1324718.74928","2905362.12466","227450.33388"
"399.25445","1965120.11506","2530698.89256","1407.76163","804640.56638","5626712.85323","3230217.18584","3298845.92905","656884.81229"
"399.32316","2185991.88017","299496.85682","1359.96174","489973.62576","3017036.65075","1626829.63982","793341.38335","117291.96289"
"399.2291","73244382.39827","14818479.99773","119958.3225","668192.3499",NA,"131143.03207","116244.17316",NA
"399.18862","6080641.70819","5478922.44396","3913135.27802","1714832.29616","9423604.76045","57209.82972","6657.82012","4146.5271"
"399.33157","21755.9782","8279.23333","537739.59458","1267237.91093","2775709.99542","22176.88598","65098.30135","241813.8464"
"399.33885",NA,NA,NA,"9550.96523",NA,"918061.3159","144655.38823","1508181.47374"
"400.18712","3938739.83109","664728.64481","596930.30852","3456561.925","6199453.47809","244347.45906","7875610.3146","6103355.43135"
"400.15131","33194781.71074","25749273.04535","13121202.71569","53129546.611","1041696.18173",NA,NA,"20269.83128"
"400.25535","2668839.83679","3810244.77977","1601377.92433","1570969.51457","1251448.72193","328878.14851","875799.92072","123143.23928"
"400.27823","52962101.48288","17910694.07297","31771137.9804","12482273.90096","11727042.43492","13521470.14627","60731342.08207","24890113.83242"
"400.27889","35978823.2132","4548868.57462","16742141.90749","4545019.6216","29829303.47681","6970479.2339","58554129.24045","23307407.0186"
"400.22345","613043.34736","872402.53769","189575.69309","219198.30291","71703.54214","103112.73283","528998.0768",NA
"400.18844","354366.80759","426358.07149",NA,"640826.70711","5199698.56472","2655785.23901","2727943.48312","155938.99822"
"400.1923","901160.94678","971565.15099","469632.37067","71544.20073","990001.10248","9486.82991",NA,"5646.52444"
"400.22441","17337876.5464","3341595.07268","3110.45125","28409899.21737","182760.75487","123477.92306","59568.38564","26858.17401"
"400.17454",NA,NA,NA,"2363.05486","326484.50665","18420.59301","3968.06427","236039.73098"
"400.19621","583647.28131","319330.03752",NA,"51072.53551","60195.11505",NA,NA,NA
"400.22489","52388.20735",NA,NA,"6347.5601","2294643.3157","680982.88103","534834.69379","28737.56427"
"400.25776","190669.07944","654905.92945",NA,"122638.75111","997570.33421","781509.25106","871650.22128","68535.08036"
"400.32672","487531.91809","42849.96668",NA,"72503.04361","679218.89712","449880.35679","113239.13377","5497.04535"
"401.12766","82098.61078","529980.05849","466687.58316","910546.14593","775685.76985","2593.96324",NA,NA
"401.18175","13971.21809","1990460.63384","2121023.80935","7314.39036","55500.06435","77741.50547","29432.64872","238536.09904"
"401.18077","27670.01329","2839.77138",NA,NA,"515734.77049","248567.79199","97031.39009","3802.61607"
"401.28081","7936184.20608","2496039.40889","4759006.0488","1834468.54715","542616.31544","1852979.56654","8945470.34953","3314129.02413"
"401.15401","4778203.5025","3589364.50734","269510.56896","7673618.5594","4625688.70158",NA,NA,NA
"401.27009","432360.47769","110121.70572","910495.40298","432593.77209","4824487.23991","2482065.17207","5701220.12075","170252.10686"
"401.27004","559136.78311","113402.04242",NA,"2927954.99932","1534618.63465","1462786.33581","1843840.93599","341214.42988"
"401.29067","76185000.05261","24918156.6819","91947191.80239","21994456.788","202137.83237","28386342.70989","80488565.99666",NA
"401.30639","251582.87909","6152.36056",NA,"6251783.70538","2756189.19077","1165242.72515","2329287.17096","498309.92374"
"401.21638","1342405.76636","1862618.62314","165910.75624","214345.01994","254334.80785","9768.46082","35868.96633","282979.09066"
"401.34295","87892.28065","266532.40787","9842.80339","52038.43579","147473.38455","495042.72952","1849810.03652","704111.00174"
"402.18539",NA,"228389.41335","200355.10875",NA,NA,NA,NA,NA
"402.13132",NA,"71153.01847","26120.64579","134237.21626",NA,NA,NA,NA
"402.28598","565488.83207","2607629.18525","310006.04165","1648579.81312","272474.52037","8243.83893","139954.88931",NA
"402.29405","18039709.65634","5956082.15093","21703634.8009","5035287.81902","2024225.49454","6644520.07282","17668784.28636","5947418.10915"
"402.27366",NA,NA,NA,"737964.76199","367092.509","381410.42864","417894.78736","38674.04385"
"402.30984","17311.50556",NA,NA,"1162457.1441","336115.17639","304046.6022","577886.67189","77311.431"
"402.27347","158610.03416","4461.98917",NA,NA,"443510.48437","68287.49763","1233202.49198","47095.59613"
"402.3462","10549.32217","69568.49735","1591.36196","4075.93296","20707.31938","105770.39561","519592.35689","167512.12835"
"402.91732","12360657.6834","15748380.01842","3341372.05127","59704213.84552","888931.23581","11520888.96687","3800563.99243","7351081.16127"
"403.17428","1376522.32978","1016553.02765","2764.45546","1249463.40257","3616243.8712",NA,"22677.05147","283016.03465"
"403.11913","92454.42695",NA,NA,"79483.74565","1153394.08053","952286.9489","3565380.81683","1630454.98031"
"403.15818","3594065.37061","6953276.49251","476969.39183","5716326.74907","116024.99611","39645.02564","68923.28363",NA
"403.20813","2268769.1271","2312751.77995","1147573.30895","1035498.57385","961051.81017","829679.11812","2397219.77287","2511353.33175"
"403.3065","7224072.48072","8518297.93641","20198506.3193","7967476.79231","890449.49876","1280988.55776","2900165.15816","2682330.12885"
"403.29845","10496476.96256","742751.05682","1663536.6382","636275.7012","614280.14235","406064.11088","582206.9318","1149558.68266"
"403.09159","6357958.29989","1405022.86906","1136574.40916","903223.10609","130207.86425","2367868.08963","630975.77693",NA
"403.18817","449676.42231","687795.36473",NA,"711796.47236","4266096.16468","492461.68626","1023571.16128","331847.08437"
"403.2969","2521069.63176","544856.53702","3150048.64069","629280.48636","650928.11879","828343.53454","2332215.91789","1156430.66355"
"403.20273",NA,NA,NA,NA,"383359.92995",NA,"3400358.16115","368719.00683"
"403.28982",NA,"494680.40206","8748.76916","233619.14001","7101.34233",NA,NA,NA
"403.35833","179619.3339","452400.63227","208841.44727","385642.08673","726283.22223","3863609.862","6934691.69644","1238565.37814"
"403.28595","49970671.31367","10489006.7985","207754.28105","15841484.69361","97064693.62085","124480958.28617","306147873.96931","46767078.19399"
"403.27033","61659307.6313","18213355.80543","7781227.47057","92038314.08562","144453130.90323","90853938.96877","15694471.88608","52354336.29432"
"403.91911","2370213.98984","4569526.20088","843713.23338","3297491.2097","260270.63558","2340243.02396","898549.34859","3092955.31936"
"404.12241",NA,NA,NA,"754091.27298","57124.50616","113818.64875","449535.08489","141687.63827"
"404.17744","223821.93608","148811.96576",NA,"179821.73942","629672.49734",NA,NA,"24905.06093"
"404.31016","975150.51759","1907751.4115","4805030.09027","1315457.80637","260950.10354","276001.22619","581620.85521","608464.87793"
"404.27384","13256554.74483","1793749.98114","1272114.42358","19537637.34572","32007975.41977","20122543.73962","3384609.85687","11915071.29628"
"404.28883","13472454.7006","2753848.87826",NA,"4126418.7616","26546938.38067","33391235.83529","83481097.4187","12555367.87463"
"404.21166","300656.03826","270398.028","229723.59202","135756.6846","280506.52854","122036.54698","395731.7244","214913.02151"
"404.3023","2544061.25204","102642.79829","266134.57193","122912.62894","81826.12","66286.27049","72308.01442","203911.75386"
"404.29405","688134.14177","9490.96103",NA,"536176.56565","569103.90676","2840693.77724",NA,"1047162.46939"
"404.09462","1361664.95006","285581.92362","90912.71573","3544.75285",NA,"457985.41498","91705.65496",NA
"404.19605","96983.59349","278579.47539",NA,"22147.6318","447842.73868",NA,NA,"876025.29928"
"404.16084","918007.44553","1740836.75183","241334.20799","1643920.90017","3847.55544",NA,"2276.39139",NA
"404.21937","2419073.49804","549425.12495",NA,NA,"1852263.15759","73534.88526","115597.97438","5130.96526"
"404.206",NA,NA,NA,NA,"29407.14576",NA,"582387.9692","79743.81493"
"404.36185","25407.61202","124716.66392","9839.72359","104286.59666","216988.80535","1126030.17166","2010441.83577","323788.09324"
"404.91497","776938.37701","478012.59591","520188.68795","15741376.01364","139983.98563","979849.27284","639734.17906","1633269.28661"
"405.09372","181463.54361",NA,"64825.73783",NA,"1759496.78848","768592.31072","2060823.00813","14789.96086"
"405.17369","14810775.58835","922713.06317","14690.9627","4316862.52981",NA,NA,NA,NA
"405.11928","538489.13439","2350798.70258",NA,"15190365.42404","8550.61399","7740.81778","12094.49667","29037.1862"
"405.09416",NA,NA,"37701364.39567","18636586.06882",NA,"9393.28311",NA,"4436.12216"
"405.29177","1839421.35073","307498.74683","1005026.99537","386510.52104","3651121.35099","4383501.14239","12021861.12469","1706997.23628"
"405.30133","1963136.36264","64715.21416","184171.18101","577068.91163","7633836.90987","1989983.68082","2554747.17856","442391.97705"
"405.21439","523593.56104","692908.86682","699337.14035","1174708.47088","4341741.51429","4008027.92128","2410094.36783","146741.27651"
"405.26519","177820711.29988","8958648.02356","1823.49411","161527188.48111","2703770.49273","3021487.20172","596759.67328","1421378.55232"
"405.26506","384271350.142","181438985.94964","132580.48926","336381884.10512","43645321.7546","4797777.19354","4205927.17104","1902038.85821"
"405.3019","1075556.23125","93230.89845","6267.83436","1218109.90519","1065580.92641","1787800.92167","1550108.49404","277760.47985"
"405.26516","4335394.64485","5637636.98876","159939.48118","11750062.05705","18765190.35663","11821632.97007","12557766.1835","2460324.85182"
"405.22288","480594.77495","90974.27896",NA,NA,"268018.37187","303395.85919",NA,NA
"405.28623",NA,NA,NA,NA,"7330291.64286","62096.37284","68634.43485","608200.54722"
"405.29768","41037.4609",NA,NA,"29175.64181","40895.1032","507283.0867",NA,"183225.55307"
"405.26503","58982320.01121","27679252.01495","2288.53397","10620121.44824","9465616.3663","16928942.12632","15463824.6399","1061203.42565"
"405.26497","709563.0856","332282.10614","2585.50835","411726.5206","2589159.27602","1183986.16692","2773310.7312","58731.50057"
"405.22474","1945080.32786","2623715.88164","30538306.88189","13437726.45747","1391966.48346","996940.22495","3501911.04977","4461.89883"
"405.26516488","2189747.50373","4181301.5332","342792.50568","22356989.4537","41876840.71877","21939940.57739","23535887.23138","11106101.25326"
"405.36546",NA,"6508.07658",NA,"2180.02363","8666.54114","138132.87914","266179.81474","5936.42568"
"405.31461","2810306.76934","637976.85009","1860953.14951","1570649.69074","1937001.12409","301230.92275","474571.76804","505469.91562"
"406.14128","1338673.78571","34684.96795","94039.03856","9490.65954","32696.00007","2622088.37282","11047166.7513","596847.65917"
"406.09707","13042.07666",NA,NA,"2515.95221","274487.62321","107307.76748","388285.14671","3951.05617"
"406.17637","4077289.12847","195222.31445",NA,"1070868.38018",NA,NA,"3512.56705",NA
"406.12265","68893.06783","444897.32632",NA,"2884138.86969",NA,NA,NA,NA
"406.0975",NA,NA,"7347511.57041","2549748.73674",NA,NA,NA,NA
"406.26857","574782.82041","837405.14615","530185.55227","1317257.3263","10377146.5671","5521701.07463","6126928.64444","2701554.96695"
"406.2679","103186743.72537","48804874.23437","9176.15019","90342626.87508","11024916.20835","422886.19949","319872.80594","101959.11414"
"406.30529","177373.50846","25295.02458",NA,"315202.15318","253207.3581","490315.38403","462276.06623","15358.62297"
"406.3045","409192.64137","10547.03013",NA,"25704.7621","2088296.04932","588302.66778","246553.52941","15359.9562"
"406.26379","1021328.15934","609156.49384",NA,"11730722.5831","4810458.09828","3205.77594","8298.95092","107081.65657"
"406.26816","15249093.97413","1980546.54311",NA,"2073721.94026","5151975.27328","4364784.01988","4053289.87665","102829.18381"
"406.21844","35905.19875","58154.16023","51284.37659","108603.10817","767436.695","700562.88313","332847.82828","19642.67813"
"406.26836","1290129.35202","1455723.21127","131578.88093","2760631.28246","4633052.16679","4091389.14706","3123097.06776","398022.29502"
"406.26845","68332.68518","30182.74286",NA,"32115.44146","528454.9633","234763.13453","480846.80683",NA
"406.29687","24442.53947",NA,NA,"4552.82599","3176.75911","712841.29166","1379812.57264","2141566.78727"
"406.28985",NA,NA,NA,NA,"1682083.452",NA,NA,"111919.60308"
"406.22779","224920.29383","158818.24863","4699162.15365","1949067.47004","24056.76556",NA,"236088.75706","158228.13365"
"406.31785","703529.01338","138410.83757","471714.24984","363529.44085","472879.89058","46547.78142","112219.71053","101275.16624"
"407.17396","10729.65298","16871.40952",NA,"41808.91498","1418721.02105","888243.63235","255706.94471","60143.03622"
"407.284","851401.80148","429921.22247","409023.43673","446454.76175","929426.74336","317575.08775","349119.32375","914402.28011"
"407.21206","1656250.09809","1764291.28077","299263.81254","6355232.57725","2690495.15765","639816.96787","617854.65386","1187775.91773"
"407.28055","391697248.58813","2175523682.42234","594079721.09715","826197808.49781","386517778.08146","47564351.32175","41021567.7267","45694466.35068"
"407.14483","230369.16682",NA,NA,NA,"39904893.11814","517269.29123","2929566.32281","101287.72296"
"407.25748","1081928.90629","186202.01274","1881.95153","79131.99434","8462610.5395","4968007.97058","4852580.63944","2120028.27138"
"407.28057","1566516242.36486","1230745178.71017","65445.2515","254336993.48113","32860426.06102","17040646.58776","11796806.72322","2512204.74632"
"407.28075","838807401.90095","148827601.69554",NA,"126483140.47841","20401625.43631","27773361.2801","26121786.26515","816702.63098"
"407.11483","7121371.86386","14104437.43028","3236219.0856","15683173.36914","6824999.84297",NA,"4326833.62946","11557.38879"
"407.28059","227078993.16515","210144495.05501","19894.88591","278416072.17479","82380181.06977","7477205.31473","7605368.61662","7270874.47066"
"407.27012","10689307.05531","4526159.26659",NA,"10949206.7065","97106.26116",NA,NA,"825907.99749"
"407.25752","148607.09431",NA,"2680035.8452","2410298.07847","912898.23646","1667.78306","4732382.21799","512712.45433"
"407.28079","125165061.07783","257029196.2553","47114.47664","301064743.11749","119332289.50357","60599723.71835","96503542.94957","5277736.57064"
"407.20324","905874.50001","783003.42047","571138.46179","6578840.15965","3508937.62168","1863777.28133","3117690.57785","751452.02202"
"407.28067","21146580.20017","23427703.67668","717439.99086","15742836.21235","91850881.76103","15957754.9683","17778385.82739","2322054.84568"
"407.2957","10801538.30784","25141486.59006","19047461.36431","9894498.31428","627170.21791","3612991.1489","457315.35683","4008442.92625"
"407.32833","8227524.25903","2610888.00801","2513224.59916","11432450.34704","5360120.26542","3205603.89944","3457646.08262","677416.49094"
"408.17707",NA,NA,NA,"6983.04441","277067.80986","134186.97239","26225.72419","13645.85699"
"408.29941","3236406.88387","7658404.6414","5708167.23537","2926924.84112","175312.57627","1092113.19576","2976770.7234","1356511.83126"
"408.28354","104727660.63384","584140508.05396","153378802.59493","217314158.22725","101150417.74374","12002711.08141","10604358.59574","11832115.00982"
"408.26804","2133760.02297","1517387.26075",NA,"4597893.65726","722584.72913","15396815.09456","39136746.24441","1388351.26079"
"408.28334","60192311.55342","55812032.49563",NA,"72931082.31563","28318354.95238","301242.55574","113489.31773","313550.56005"
"408.25211","6198043.68861","7831907.99849","1169.75638","11439235.59523","941700.85626","276997.8966","10895282.42761","4971536.11878"
"408.20656","278336.97527","247328.85427","26261.35898","1253729.82598","504593.07757","88594.91746","153563.09705","213903.47324"
"408.28305","207563358.8011","6483596.11875",NA,"3988969.98179","516003.54782","1930114.10401","135149.94494","18450.25797"
"408.11801","1298023.82694","2761939.83624","586708.54166","3007857.50518","625332.43713",NA,NA,NA
"408.28334189","419402446.15903","340147968.94668",NA,"66767077.3502",NA,"4346917.01354","30405.13291","39890.3468"
"408.2841","472265.72603","500581.56239","2780.17619","19502981.9427","29680220.40175","15903124.44136","11729530.45942","301657.27842"
"408.20664","8105.96245",NA,"8801.25928","4924.49287","39020.00572","276054.08182","350893.01266","135641.82923"
"408.2606","82417.1112","9571.62497",NA,"97807.35279","1690353.57559","1103970.99358","618562.58296","165666.36346"
"408.28409","954159.80124","1754274.53458","138819.26507","3725933.94498","23838650.60393","4341421.33329","4541748.29664","434191.64758"
"408.28768","177108.24211","71158.20682","104797.97889","4358.60603","167621.80087","18851.2569","12370.37025","153676.15375"
"408.3317","2047572.48755","577793.69393","509946.81815","2930307.69742","1295904.29764","814875.36625","861024.92207","128289.8315"
"409.13631","145202.20358",NA,"70476.92551","114924.79955","1183714.7902","1361215.37378","4583761.79939","2221121.71452"
"409.09325","2729.807",NA,NA,NA,NA,"772931.7205","2678779.3856","76046.62565"
"409.31128","2986233.74147","6122095.44095","10335138.89028","7998561.6352","823802.85994","2228847.81326","5737591.84508","4692402.07866"
"409.27133","470078.86976","481350.09771","94432.59289","1212938.08276","126379.48559","3890430.33967","9832864.90251","243959.25196"
"409.28616","15627557.18393","82973264.91621","23205797.9113","32146542.69319","14616860.11559","1387743.45662","1133558.20601","1654851.5344"
"409.3018","378463.26361","910440.71369","723413.60175","350072.06371","2026.17814","69945.1688","373030.80312","69151.29712"
"409.29584","2955186.08514","25033616.25174","3801208.23757","4745875.80586","3126881.80585","101349.00815","206214.64409","41549.98942"
"409.23589","1457526.68826","1633045.92951","278439.45335","1741128.57985","188019.87848","24459.29888","81496.19835","47398.65016"
"409.09345","134796.10753",NA,NA,NA,"3771.19226","1753361.80397","4836690.45363","467133.0288"
"409.28663","9201414.4695","8388859.78992",NA,"11070926.82715","2348970.34029","283988.65477","19676.64218","285940.15683"
"409.23536","13584.82709","173011.04685","18150.85115",NA,"17670.42662","21947.62761","33199426.78411","4162336.84716"
"409.34402","7589886.70493","1267580.12713","428075.87716","4622910.15521","3570954.52522","3904943.90058","9388006.15011","1913251.1062"
"409.2559","940620.25623","1597727.21379","11439320.67373","2409227.8203","1479863.34806","456138.2592","2155710.36355","1562523.22713"
"409.27276","32267526.77809","1229687.28277",NA,"6580310.95292","795544.0435","1274740.93511",NA,"1380.96952"
"409.25172","1397050.7564",NA,NA,NA,"221083.43673","3029946.37721","1280676.67404",NA
"409.33287","2831.75774","2087.23822",NA,"336918.43053","59734.03671","2119814.05849","3693332.15776","1539435.46922"
"410.09705","20924.63549",NA,NA,"3054.23596",NA,"336773.27406","1081241.97095","50795.78583"
"410.09664",NA,NA,NA,NA,NA,"134941.32547","573863.94955","1813.382"
"410.26473","473163.22328","588938.06086",NA,"1635645.76554","174527.32586","4550295.46854","13721555.0333","368444.67501"
"410.21063","1983788.32239","432673.77194",NA,"123864.5527","1152088.58308",NA,"8821.86729",NA
"410.28369","12175.46836",NA,NA,"177263.48807",NA,"1640358.58386","3126844.88895","294404.44661"
"410.23921","279247.2094","487078.45669","44213.65638","431941.76073","117617.79105","1733.97632","20971.42846","4326.07166"
"410.13982",NA,"652672.83964",NA,"18668.71066","99946.43233","228909.84845","793921.26118","170905.40687"
"410.29943","699167.01478","5292775.05371","894858.15443","167531.63833","270390.58785","6608.19391","26675.74149","1800.29019"
"410.23885",NA,NA,NA,NA,NA,NA,"7262676.24802","798598.16612"
"410.315","868949.52639","1820679.32259","3055252.95533","2359536.87284","216015.74673","670971.34813","1673802.35868","1331738.95198"
"410.34748","1852991.24876","282710.65632","75034.18051","1107205.98055","888772.61321","921609.72947","2384427.69256","426694.50281"
"410.24656","507955.5239","558989.31343",NA,"1441178.87616",NA,"786176.67739",NA,NA
"410.33631",NA,NA,NA,"47687.22613","1817.08373","520988.15371","938959.23436","347205.33575"
"410.86359","1600203.53209",NA,"66346.66199","242200.9094","1717400.58034","3404744.16625","12599788.52803","10390440.70267"
"411.08393","27647224.50723","21773206.36304","285943574.63669","13411022.87558","2726345.98946","16462894.90412","12690653.70238","254763.02421"
"411.30395","63749.28538","182125.67182","233490.74136","77857.03387","266360.03255","949437.03116","10633473.75079","2659750.35832"
"411.28701",NA,NA,NA,"19867.09015",NA,"368849.91463","763412.60632","52350.87726"
"411.24888",NA,NA,NA,"243815.11316","12855.71442","858661.63357","385678.37717",NA
"411.21395","344556.90588","65173.76518",NA,NA,"54956.64161",NA,"26273.82856",NA
"411.26749","29882415.19168","5479369.17883","104181.01722","34488030.90631","79146136.98021","48579893.30674","48847436.49906","13332077.9282"
"411.31797","87880.06077","229254.30153","432500.91526","331128.20086","6215.03941","66160.51662","223912.57428","92034.30227"
"411.34857","5525.5818",NA,"6538.7089","10636983.88516","1150252.0949","19729985.70465","48544591.5002","79408948.30777"
"411.26302",NA,NA,"1724635.56684","1047794.93424",NA,"2323.25585",NA,NA
"411.86493","230676.00843",NA,NA,"74109.05167","87436.82855","422700.01919","2062405.99617","1716400.60536"
"412.08695","5716826.39264","4743866.58834","52974419.25407","2426730.91679","412682.46807","3582989.60854","2547845.25458",NA
"412.27071","7743333.41173","1501530.87183",NA,"9060187.8138","19938074.75241","12930818.79608","12568383.96149","3307273.22752"
"412.28627","102079.03328","3812711.23231","86741.85216","665355.80421","5609807.52896","580492.94905","1012092.75493","167658.26439"
"412.21054","1307846.28566","1583343.1014","194426.28102","2261263.26859","1064901.44209","15740.2916","98693.19075","6779.06949"
"412.30764","1376.03411","25614.56172",NA,"8664.30274","64352.89491","248839.10002","2797248.92811","669581.91309"
"412.18851","71524.20328","35636.46479","35280.91126","477441.6845","1223988.68865","1410636.49922","841857.16642","15214.95335"
"412.28039",NA,"2239.47014",NA,"18390.41922",NA,"465522.16841","885502.27799","59945.09397"
"412.25676",NA,NA,"319285.71602","144888.4695",NA,NA,NA,NA
"412.35181",NA,NA,NA,"2778010.83336","296299.60294","5322203.67199","13337420.3777","21872650.82965"
"412.34371","807359.33078","241256.66816","9411511.85844","6331075.62873","20449840.45416","699888.56947","2424588.35744","4058418.60057"
"412.86129","32840.12954",NA,"253888.15605","69446.51172","535568.62423","1165225.76662","4034807.8516","3444743.16616"
"413.05614",NA,NA,NA,NA,"1647074.16447","3013444.96653","3747803.8958","2127295.18619"
"413.1636","17409733.92629","30346001.31856","2749355.29416","18873539.83494","35605.95917","5603.26438","1381770.76095","4680.1928"
"413.26785","3183202.86612","4497967.89219","1343739.16347","1070422.5077","574536.2317","328066.91744","445112.41752","123949.58775"
"413.17666","505302.44023","12559952.50616","10210.20275","1223613.09286","288618.3434","613528.31886","306826.21031",NA
"413.26407","9071395.60619","1655919.58156",NA,"10764329.45221","24384206.03149","14579603.6662","14993875.73304","4258150.00758"
"413.20111","87056602.99996","28674950.02421","77224.69126","45544741.95751","144972793.93467","8018647.0866","426558.49894","298752.77508"
"413.22349","12782.69378","20316.64151",NA,"458434.66383","1191230.33826","623585.91251","1982659.7311","471686.63036"
"413.2144","233566.82305","295766.55578","17209.78922","450463.27689","182214.51641","3920.68932","19895.16646","1341.95405"
"413.09967","2516116.84963","1979464.2038",NA,NA,"15946.37089","2717616.71881","1082888.20479",NA
"413.25493","18881288.43004","24180306.74387","473242.17337","27799905.56099","1765398.4828","65895.51402","2441780.20626","849054.16932"
"413.30112","9348.29571","35650.61698","2371.43784","8894.3408","69364.21709","289867.17501","3191854.1257","766983.74601"
"413.28983","65884.01772","1067727.97954","1845.23635","112193.58674","1637183.52652","148497.40315","441880.45836","9351.05122"
"413.20029","29340869.45467","943012.21614","3277147.92288","151813.60314","12953987.27165","456909.28183","304925.54922","1676092.48146"
"413.19273",NA,NA,"1608.46722","45111.24701","568927.6386","169634.13891","854659.49187","1483.24284"
"413.20042","54950.72355","8494.63453",NA,"53057.01337","16845.88562","353564.75204","8254782.13052","1837000.36906"
"413.24702",NA,NA,"838087.74507",NA,"1516542.94388",NA,NA,"46655404.43557"
"413.20071","6262822.0641","7452540.17283","4258695.64493","128213683.79479","1653368.80845","365726.46791","362685.91589","80746.59603"
"413.34662","477876.42384","7379.22256","2323699.73567","1572010.17722","476305.7867","475143.03861","866222.08772","859310.51728"
"413.25782","10058632.13502","5863620.74418",NA,"57965607.0249","10257557.02403","16236822.3681","3380728.97181","3191979.2066"
"413.35459",NA,NA,NA,"117927.32744","7040.06816","765498.79453","1191326.46348","3081532.89589"
"413.32797",NA,NA,NA,"6894.24128","1133.96631","1566507.31034","3445595.4019","703079.59533"
"414.0598",NA,"242437.58317","75028.83408",NA,"109676.27254","232648.70677","897972.36655","394998.51081"
"414.17974","64125.61307","3561114.01806",NA,"328389.05553","18149.06107","182166.45731",NA,NA
"414.15939",NA,"1671762.97095","83593.01235","6699470.08024",NA,NA,"514190.93113",NA
"414.16706","3730134.5049","5887235.51447","262595.2194","4016148.56265",NA,"3831.10835",NA,NA
"414.13313",NA,NA,"134868.87668",NA,NA,"319335.8907","4529244.00015",NA
"414.10265","528906.65829","456194.03644",NA,NA,"25630.52237","1199547.18642","199902.28681",NA
"414.20368","20514012.67059","6708997.03316","158192.11773","11209195.53727","34801720.9819","1802814.91981","278569.4828",NA
"414.3052","912527.9291","36703.03807","719181.35433","504890.48287","424148.93138","335392.76333","718850.78613",NA
"414.22692",NA,NA,NA,"69762.30139","271109.86079","119905.27561","523530.62338","88485.06036"
"414.25806","4129331.0223","5610312.82128","12599.97729","6174017.93093","15226.9011","369900.56928","198316.79478","30377.78305"
"414.27092","500312.26347","1101448.53102","337339.2479","241722.56419","65494.15333","44281.35579","54047.36377","5342.15649"
"414.20395","1449092.79264","2025201.86323","888234.32379","29728596.7193","549943.21849","200055.03153","150679.48155","71902.8251"
"414.20393","6935196.15122","5359448.66523","180831.61217","831382.35399","3070714.95939","99446.39227","328637.85882","19076.20648"
"414.25041",NA,NA,NA,NA,"306963.5705",NA,NA,"11585123.0163"
"414.20378",NA,NA,NA,NA,NA,"11722.32305","1833555.22919","333054.28687"
"414.26132","2171460.4714","1096796.3935",NA,"13026580.30226","2203206.45329","3703642.05977","478288.42236","728000.32821"
"414.3313",NA,NA,NA,NA,NA,"387536.85249","839416.16195","99992.5877"
"415.13676",NA,"284855.7366",NA,"25515717.89872",NA,"15215.83479","800597.31917",NA
"415.16322",NA,"340964.2943","4516.41577","1247137.64285",NA,NA,NA,"2693967.17643"
"415.30648","19478304.38386","3740387.62264","9180237.46077","1422414.9425","23171765.3755","4332193.48758","50506110.6168","34498972.32261"
"415.20656","1996855.86579","678057.02991",NA,"851818.0689","3303451.21102","122709.20418",NA,NA
"415.273","1301093.74136","748113.34157","513261.71439","8546591.31371","1555453.31828","2013222.94889","157383.93578","335735.91715"
"415.18993","5294833.12247","6566218.89515",NA,"1197473.54833","5537863.47986",NA,NA,NA
"415.22011",NA,NA,NA,"33842.32949","122360.26519","103622.29416","538696.81116","68772.15486"
"415.21625","11168945.04233","5525995.69537","28169.57765","1693833.62271","225310.00854","384055.31579","542916.39855","280588.93401"
"415.3585","83393.73797","108216.53855","15371.06697","155630.95912","231976.23158","255050.9926","203169.8919","142676.13609"
"415.28186","152896597.29626","28174523.90086",NA,"79530603.61169","67649483.16045","36953688.89623","33210171.2656","4948874.11284"
"415.25508","2700430.48891","1574265.17663",NA,"16487233.95434","2700863.42683","4299326.42175","512125.9381","939241.39441"
"415.26476","244573.64471","635816.2814","261854.72812","177162.68398",NA,NA,"1785499.46542","217249.69076"
"415.3087","120967.07413",NA,"2348.35529","116469.52011","81684.35448","74396.53013","152067.1645","106269.77984"
"415.32179","18411131.4734","2476863.01986","590900.50777","9052522.89061","1165134.8196","344903.54012","1471185.01493","247109.88943"
"415.21044","220717.0879","1369506.07103","1767561.70893","276713.73646",NA,"312061.48364",NA,"1347381.94351"
"415.32214","15594668.64881","1286256.25821",NA,"2830235.42994","16957001.34332","3528449.48976","15055509.18884","2022041.12657"
"415.67682",NA,NA,NA,NA,"19779547.67681","1408106.86664","2729.59332",NA
"416.17849",NA,NA,NA,NA,"9633971.69407","628827.01881",NA,NA
"416.28522","34971690.02475","6278460.71978",NA,"15983047.37129","17943793.13666","8094701.97023","6897690.94504","996216.99965"
"416.19867","29237680.84311","4152363.11802",NA,"29589375.0868","136134.8993","458465.56613","7912.24529",NA
