"","Comp. 1","Comp. 2","Comp. 3","Comp. 4","Comp. 5"
"357.28045",1.5712,1.5563,1.5531,1.5526,1.5526
"357.28027",1.2297,1.2155,1.2131,1.2138,1.2138
"358.25221",0.5303,0.52721,0.52607,0.5259,0.52591
"358.19902",0.27921,0.29323,0.29258,0.29248,0.29249
"359.09788",0.74099,0.7381,0.73691,0.73678,0.73677
"359.17164",0.19786,0.22753,0.22703,0.22706,0.22706
"359.17182",0.09385,0.13621,0.13626,0.13628,0.13629
"359.22091",0.0093497,0.068681,0.073713,0.073925,0.073995
"359.25541",0.57758,0.57419,0.57296,0.57277,0.57278
"359.29606",0.89369,0.88362,0.88169,0.88175,0.88174
"359.19014",1.4765,1.4599,1.4568,1.4564,1.4563
"359.22329",1.0764,1.0714,1.0695,1.0696,1.0696
"359.19009",2.0936,2.0842,2.0801,2.0797,2.0797
"359.20266",0.94399,0.94833,0.94715,0.94732,0.94731
"359.27083",0.20415,0.21389,0.21369,0.21369,0.2137
"360.105",0.13002,0.2019,0.24889,0.25857,0.25864
"360.10949",2.1438,2.1217,2.1171,2.1164,2.1163
"360.24914",0.53818,0.53517,0.53401,0.53384,0.53385
"360.2679",0.45499,0.45045,0.4495,0.44936,0.44935
"360.27439",0.065518,0.12588,0.12673,0.12677,0.12679
"360.19355",2.1417,2.1169,2.1124,2.1117,2.1117
"360.19346",2.3276,2.3007,2.2956,2.2953,2.2952
"361.08991",0.71015,0.76647,0.7688,0.76876,0.76875
"361.14104",1.4131,1.4103,1.4072,1.4068,1.4068
"361.18581",2.7007,2.674,2.6681,2.6672,2.6671
"361.27144",0.47299,0.46835,0.46736,0.46721,0.4672
"361.16632",0.38758,0.38743,0.38688,0.38675,0.38676
"361.20268",0.39092,0.39487,0.3983,0.39817,0.39819
"361.26003",0.72334,0.72755,0.72673,0.7269,0.7269
"361.19218",0.51362,0.51149,0.51037,0.51019,0.51019
"362.26477",0.41186,0.40852,0.40768,0.40759,0.40759
"362.28344",0.39751,0.39295,0.39219,0.39286,0.39286
"362.29177",0.59203,0.58521,0.58397,0.58377,0.58377
"362.20112",1.8109,1.7913,1.7881,1.7875,1.7875
"362.20121",1.9426,1.9219,1.9184,1.9178,1.9178
"363.14561",0.16421,0.18727,0.21103,0.21127,0.21207
"363.12058",0.31699,0.31922,0.31867,0.31856,0.31856
"363.21583",0.23574,0.23326,0.23439,0.23485,0.23487
"363.19319",2.0419,2.0214,2.0169,2.0163,2.0163
"363.21573",0.025413,0.10341,0.10579,0.10621,0.10621
"364.1601",2.2682,2.2647,2.2597,2.2589,2.2589
"364.28069",0.25615,0.25318,0.25272,0.25293,0.25293
"364.18857",0.16022,0.1682,0.16787,0.1679,0.16797
"364.19676",2.0693,2.0454,2.0411,2.0407,2.0407
"365.23117",0.10205,0.10092,0.10265,0.1029,0.10294
"365.24625",0.60253,0.60058,0.60281,0.60301,0.60301
"365.2308",0.24103,0.243,0.25304,0.25297,0.25301
"365.19747",1.1608,1.151,1.1485,1.1481,1.1481
"365.20862",1.5592,1.5425,1.5391,1.5386,1.5386
"365.23109",0.27032,0.28512,0.2849,0.2849,0.28491
"365.34259",0.09898,0.13015,0.13382,0.1338,0.1338
"366.26523",0.55894,0.55624,0.55505,0.55499,0.55499
"366.23461",0.11339,0.11208,0.11391,0.11412,0.11416
"366.2007",0.73271,0.72423,0.72325,0.723,0.723
"366.23437",0.31451,0.34464,0.34412,0.34571,0.34571
"366.23469",0.44663,0.45093,0.45015,0.4502,0.4502
"367.11422",0.97928,0.9768,0.97689,0.97657,0.97656
"367.15901",1.4429,1.4273,1.4242,1.4237,1.4237
"367.15883",0.065418,0.16711,0.19124,0.19141,0.1915
"367.24927",0.086559,0.092213,0.093264,0.093499,0.0935
"367.21264",0.25432,0.25205,0.25173,0.25168,0.25168
"367.2434",0.74261,0.73443,0.7328,0.73257,0.73257
"367.21072",0.32258,0.32919,0.32847,0.33407,0.33425
"367.2467",0.24312,0.25073,0.25025,0.25041,0.25041
"367.3584",0.12379,0.16779,0.17229,0.17233,0.17233
"367.18792",2.6233,2.5929,2.5872,2.5864,2.5863
"368.16177",1.5403,1.5235,1.5201,1.5196,1.5196
"368.28067",0.7445,0.73782,0.73619,0.73596,0.73596
"368.24973",0.20626,0.20947,0.21024,0.21025,0.21025
"368.21417",0.042415,0.20888,0.21077,0.21602,0.21623
"368.31731",0.12039,0.11929,0.12201,0.12197,0.12197
"369.10427",0.24126,0.26239,0.26478,0.26508,0.26508
"369.17456",0.46808,0.46492,0.46565,0.46552,0.46554
"369.12578",2.4576,2.4536,2.4492,2.4484,2.4484
"369.17427",0.84623,0.83938,0.83905,0.83878,0.83877
"369.15432",0.42235,0.42489,0.42435,0.42473,0.42473
"369.28399",0.76453,0.75754,0.75587,0.75563,0.75563
"369.30133",0.47209,0.51571,0.52452,0.52475,0.52476
"369.20518",0.48096,0.47958,0.47857,0.47841,0.47841
"369.30148",1.4173,1.428,1.425,1.4247,1.4247
"369.33768",1.6486,1.6302,1.6285,1.6281,1.6281
"370.10748",0.58979,0.58364,0.58257,0.58283,0.58284
"370.17759",0.5509,0.6197,0.62175,0.62156,0.62156
"370.29642",0.67378,0.66644,0.66497,0.66476,0.66476
"370.28686",0.97415,0.9656,0.96358,0.96325,0.96326
"370.1776",0.54304,0.53991,0.53898,0.53908,0.53907
"370.30464",0.28639,0.34366,0.35229,0.35288,0.3529
"370.30493",1.7199,1.7161,1.7144,1.7143,1.7143
"371.11681",2.2982,2.2797,2.2771,2.2764,2.2764
"371.12268",1.8386,1.8533,1.8493,1.8487,1.8487
"371.22067",0.58647,0.58247,0.58122,0.58102,0.58102
"371.17498",0.25725,0.51278,0.51435,0.51551,0.5157
"371.18013",0.6849,0.74587,0.74425,0.74434,0.74437
"371.18993",0.083546,0.22037,0.24994,0.2499,0.24989
"371.18988",0.18845,0.339,0.35294,0.35293,0.35292
"371.19034",1.0132,1.0324,1.0323,1.032,1.0319
"371.29963",0.69466,0.68736,0.68584,0.68569,0.68568
"372.12043",2.1602,2.1462,2.145,2.1443,2.1443
"372.22406",0.59407,0.58999,0.58872,0.58852,0.58852
"372.3122",0.56539,0.559,0.558,0.55802,0.55801
"372.29109",0.30722,0.34628,0.34591,0.34589,0.3459
"372.19377",0.79142,0.80885,0.80804,0.80776,0.80775
"373.17728",0.69362,0.69188,0.69123,0.6911,0.69112
"373.07185",1.5953,1.5987,1.5952,1.5946,1.5946
"373.27468",0.24334,0.24086,0.24687,0.24685,0.24686
"373.23633",0.72347,0.71612,0.71454,0.71445,0.71444
"373.23646",0.50228,0.49772,0.49708,0.49692,0.49691
"373.20278",1.8945,1.8736,1.8695,1.8689,1.8689
"373.2751",1.0535,1.0664,1.0695,1.0692,1.0691
"373.57378",0.22264,0.39936,0.4028,0.40272,0.40272
"373.57345",1.5667,1.5682,1.5653,1.5647,1.5647
"374.27847",0.95615,0.96913,0.97039,0.97018,0.97017
"374.23935",1.0617,1.0506,1.0483,1.0482,1.0482
"374.23988",0.60383,0.59778,0.59728,0.5971,0.5971
"375.13154",0.20952,0.20885,0.20903,0.20898,0.20898
"375.18485",0.16597,0.17052,0.17015,0.17011,0.17013
"375.09634",1.4891,1.5184,1.5151,1.5148,1.5149
"375.0827",2.2477,2.2635,2.2587,2.2579,2.2579
"375.29072",0.48429,0.49137,0.4948,0.49463,0.49463
"375.27557",0.38029,0.37686,0.38005,0.37994,0.37994
"375.29082",0.74791,0.74977,0.75114,0.75093,0.75092
"375.25208",0.8883,0.8794,0.87802,0.87794,0.87793
"375.21829",1.5755,1.5638,1.5604,1.5599,1.5599
"375.23072",1.5201,1.5029,1.5001,1.5001,1.5001
"375.26567",0.29325,0.29338,0.29343,0.29334,0.29335
"375.32724",0.34205,0.3382,0.33764,0.3377,0.3377
"376.1043",2.378,2.3515,2.3466,2.346,2.346
"376.0862",0.86689,0.97408,0.9732,0.97297,0.97297
"376.27906",0.39284,0.38936,0.39249,0.39238,0.39238
"376.29378",0.57068,0.58049,0.58488,0.58469,0.58468
"376.29379",0.42731,0.42354,0.42286,0.42289,0.42289
"376.18828",0.2475,0.2493,0.24879,0.2488,0.24882
"376.21657",1.589,1.582,1.5796,1.5792,1.5792
"376.21678",1.6431,1.6335,1.6308,1.6303,1.6303
"376.1041",0.26103,0.28097,0.37113,0.374,0.37421
"376.22474",0.043915,0.055952,0.057415,0.057416,0.057468
"377.12507",0.073997,0.16318,0.16834,0.16828,0.16833
"377.13976",1.2528,1.2648,1.2661,1.2661,1.2661
"377.29688",0.83001,0.84755,0.8547,0.85443,0.85442
"377.23359",0.44557,0.44065,0.44052,0.44041,0.4404
"377.13655",0.13875,0.13714,0.13729,0.13726,0.13726
"377.07952",0.35919,0.35632,0.36212,0.37136,0.37136
"377.17909",0.035254,0.65338,0.6718,0.6769,0.67694
"378.30127",0.084444,0.092647,0.092813,0.093734,0.093734
"378.20377",0.22819,0.22911,0.22939,0.22966,0.22967
"378.27788",1.2648,1.2551,1.2641,1.2638,1.2638
"379.14068",0.96174,0.95112,0.95555,0.95593,0.95595
"379.15467",2.3236,2.3192,2.3151,2.3143,2.3143
"379.24699",0.05701,0.088943,0.089188,0.08923,0.089297
"379.15847",0.87362,0.86384,0.86356,0.86327,0.86328
"379.18012",2.2497,2.2258,2.2209,2.2202,2.2202
"379.24916",1.1551,1.1433,1.1409,1.1405,1.1405
"379.21335",0.3086,0.31278,0.31304,0.31293,0.31294
"380.18334",1.8115,1.7931,1.7903,1.7898,1.7898
"380.21646",0.0438,0.11025,0.11284,0.11284,0.11299
"380.25262",2.0938,2.0701,2.0656,2.0649,2.0649
"380.161",1.7571,1.7482,1.749,1.7486,1.7486
"380.31737",0.030428,0.052251,0.0634,0.063379,0.063433
"381.15569",0.21974,0.3746,0.42814,0.42863,0.42863
"381.17222",2.1602,2.1375,2.1329,2.1323,2.1323
"381.17388",1.4423,1.4273,1.4258,1.4253,1.4253
"381.09603",2.2779,2.2768,2.2737,2.2729,2.2729
"381.19232",0.18481,0.20133,0.20913,0.20905,0.20906
"381.26503",0.3377,0.33566,0.33535,0.33525,0.33525
"381.2265",0.081799,0.11925,0.1224,0.12632,0.12634
"381.22631",0.061007,0.069688,0.074028,0.075408,0.075407
"381.13816",1.7201,1.7001,1.7002,1.6997,1.6997
"381.23226",0.096033,0.097475,0.097317,0.09736,0.097381
"381.32069",0.060952,0.066211,0.073444,0.0736,0.073637
"382.17605",1.9097,1.8973,1.8986,1.8984,1.8984
"382.29635",0.49062,0.49588,0.49532,0.49645,0.49646
"382.22142",0.32548,0.32363,0.32695,0.32693,0.32695
"382.1958",0.13852,0.1719,0.18332,0.18326,0.18327
"382.22989",0.030729,0.04725,0.060258,0.064367,0.064374
"382.33307",0.091763,0.10428,0.10996,0.11013,0.11013
"383.08196",0.91476,0.99359,0.99404,0.99454,0.99453
"383.15409",1.4263,1.4163,1.4152,1.4154,1.4154
"383.24197",0.14959,0.1513,0.15098,0.15128,0.15129
"383.14165",0.46586,0.48975,0.50217,0.5044,0.50444
"383.15371",0.96243,0.95332,0.95129,0.95119,0.95118
"383.18996",0.92371,0.91305,0.91257,0.91227,0.91226
"383.28079",1.6826,1.6676,1.6668,1.6683,1.6682
"383.33671",0.32234,0.32173,0.32117,0.32124,0.32127
"383.32815",0.26872,0.26566,0.26716,0.26796,0.26797
"383.35337",1.4695,1.4528,1.4538,1.4536,1.4536
"383.31728",1.287,1.2986,1.3046,1.3042,1.3042
"384.15689",1.1179,1.1065,1.1042,1.1039,1.1039
"384.15697",1.3362,1.3211,1.3212,1.3208,1.3208
"384.31198",0.73577,0.72804,0.72644,0.72621,0.72621
"384.23689",0.17184,0.17292,0.1736,0.17368,0.17369
"384.14537",0.08323,0.16236,0.19536,0.19554,0.19559
"384.32068",1.5472,1.5548,1.5555,1.5554,1.5554
"385.14909",1.0564,1.0445,1.0422,1.0431,1.0431
"385.16968",1.2617,1.2509,1.2495,1.2491,1.2491
"385.16945",0.59559,0.5918,0.5918,0.59178,0.59178
"385.19196",0.62969,0.62353,0.62225,0.62209,0.62208
"385.19993",0.38458,0.60572,0.60832,0.60878,0.60877
"385.23902",1.281,1.2795,1.2768,1.2768,1.2768
"385.16923",2.5969,2.5669,2.5612,2.5605,2.5604
"385.16965",0.44601,0.44089,0.4419,0.44179,0.44179
"385.16925",1.8164,1.7965,1.7942,1.7939,1.7939
"385.23661",0.60177,0.59742,0.5961,0.59589,0.59589
"385.30773",0.21198,0.22756,0.23062,0.23065,0.23067
"386.17265",1.9332,1.9108,1.9065,1.9061,1.9061
"386.17267",0.04556,0.11198,0.12196,0.12292,0.12292
"386.23736",0.066865,0.069966,0.14505,0.1552,0.15532
"387.15467",0.19265,0.19226,0.1937,0.19364,0.19366
"387.25456",0.70463,0.74014,0.74313,0.74301,0.743
"387.18463",0.94301,0.94647,0.94506,0.94479,0.94478
"387.25466",1.2294,1.2159,1.2164,1.216,1.2159
"387.25177",0.87767,0.87498,0.87332,0.87372,0.87371
"387.252",0.65011,0.64256,0.64231,0.6422,0.64219
"387.22147",2.6417,2.6113,2.6057,2.6051,2.605
"388.25828",0.058107,0.067111,0.073568,0.073641,0.073771
"388.18808",0.8988,0.90009,0.89814,0.89784,0.89784
"388.93709",0.35047,0.35387,0.35662,0.35667,0.35666
"389.10379",2.1098,2.0854,2.0809,2.0812,2.0812
"389.09187",1.8143,1.8005,1.7969,1.7963,1.7963
"389.27043",0.20126,0.20852,0.21084,0.21127,0.21127
"389.27011",0.2973,0.29386,0.29411,0.29413,0.29413
"389.27026",0.46214,0.48731,0.49309,0.49304,0.49304
"389.24697",0.47081,0.46556,0.46852,0.46852,0.46856
"389.13439",0.538,0.53783,0.53664,0.53657,0.53657
"389.2677",1.3835,1.368,1.365,1.3654,1.3654
"389.26994",0.064271,0.065744,0.072343,0.074122,0.074171
"389.30594",0.053292,0.086698,0.1096,0.11651,0.11653
"389.19265",0.11677,0.12385,0.12454,0.12464,0.12466
"389.93821",0.40645,0.41206,0.41534,0.41539,0.41538
"390.30125",0.01067,0.13257,0.13241,0.13238,0.13248
"390.27354",0.83686,0.8422,0.84762,0.84733,0.84732
"390.27448",0.30035,0.31465,0.31806,0.31817,0.31816
"390.25023",0.34833,0.34602,0.34799,0.34806,0.34809
"390.26859",1.7851,1.7647,1.7607,1.7605,1.7605
"390.27331",0.21811,0.2157,0.21942,0.21973,0.21976
"390.27342",0.64411,0.64653,0.65113,0.65093,0.65093
"391.15112",0.083652,0.082722,0.083772,0.083829,0.083834
"391.26248",0.30192,0.3,0.30121,0.30112,0.30118
"391.26239",0.094779,0.10234,0.10589,0.10587,0.10592
"391.28602",0.38929,0.39841,0.40619,0.40614,0.40613
"391.20863",0.35827,0.35495,0.35454,0.35442,0.35442
"391.24376",0.4512,0.45023,0.45107,0.45093,0.45094
"391.28562",0.54738,0.55146,0.55066,0.55047,0.55047
"391.22594",0.68917,0.69068,0.68941,0.68919,0.68919
"391.28579",0.40536,0.41795,0.42512,0.42507,0.42506
"391.21333",0.70696,0.69881,0.69727,0.69714,0.69713
"391.24374",0.079514,0.082049,0.10324,0.10321,0.10325
"391.2496",0.78744,0.80377,0.80616,0.8059,0.80589
"391.2859",0.24936,0.25386,0.26192,0.26184,0.26183
"392.26344",0.22417,0.22322,0.22524,0.22567,0.22567
"392.2658",0.091847,0.099761,0.10354,0.10354,0.10358
"392.26602",0.34015,0.33713,0.33871,0.33862,0.33867
"392.28802",0.89306,0.91568,0.92769,0.92737,0.92736
"392.28891",0.66237,0.6752,0.69331,0.6931,0.6931
"392.28848",2.248,2.2303,2.226,2.2257,2.2257
"392.22927",1.7343,1.7142,1.7107,1.7102,1.7102
"392.31747",0.00023069,0.085248,0.088343,0.089102,0.089127
"392.28835",0.49307,0.50366,0.50749,0.50735,0.50734
"393.2652",0.46628,0.46454,0.46375,0.46368,0.46369
"393.25898",0.043488,0.060959,0.067091,0.067387,0.067427
"393.25926",0.31789,0.3161,0.31718,0.31708,0.31714
"393.2909",0.1035,0.10561,0.11503,0.11511,0.11511
"393.27801",0.097483,0.10076,0.10249,0.10246,0.10254
"393.30173",0.5913,0.61099,0.61679,0.61658,0.61657
"393.29132",0.37583,0.38302,0.38537,0.38529,0.38529
"393.29183",0.45235,0.46989,0.48956,0.4894,0.4894
"393.27648",0.33042,0.32866,0.3289,0.3288,0.3288
"393.32098",0.02789,0.092614,0.096117,0.097036,0.097051
"394.28094",0.21602,0.21466,0.21586,0.2158,0.21585
"394.29648",0.023488,0.046356,0.12175,0.12484,0.12488
"395.00756",1.9018,1.8801,1.8932,1.8931,1.893
"395.07533",1.5998,1.5966,1.5994,1.6,1.6
"395.22074",0.66364,0.65636,0.65492,0.6547,0.65469
"395.24343",0.39273,0.38933,0.38951,0.38939,0.38939
"395.27474",0.23859,0.23712,0.23801,0.23796,0.23799
"395.1898",0.21838,0.27516,0.29725,0.2972,0.2972
"395.33627",0.019828,0.029763,0.052347,0.052609,0.052667
"395.24738",0.46463,0.45923,0.45843,0.45828,0.45828
"395.31701",0.97803,1.0246,1.0236,1.0233,1.0233
"396.01092",1.8692,1.8489,1.8612,1.8607,1.8607
"396.22414",0.66785,0.66055,0.65911,0.65889,0.65888
"396.34868",0.078808,0.078314,0.092343,0.092319,0.092319
"397.18718",0.45982,0.45485,0.45467,0.45456,0.45456
"397.00462",0.9087,0.89904,0.90966,0.90949,0.90948
"397.16694",0.48041,0.4785,0.47826,0.47815,0.47817
"397.22112",0.19304,0.19809,0.19924,0.20012,0.20013
"397.23634",0.88203,0.87346,0.87223,0.87241,0.8724
"397.25988",0.10928,0.10961,0.14324,0.14382,0.14394
"397.16957",0.3946,0.40182,0.40132,0.40157,0.40159
"397.33253",2.2483,2.2285,2.2236,2.2236,2.2236
"397.33271",0.23759,0.23514,0.23653,0.23657,0.23666
"398.22435",0.24825,0.24567,0.24584,0.24677,0.24677
"398.32762",0.066653,0.095164,0.096781,0.096938,0.096947
"398.191",0.43668,0.43218,0.43314,0.43313,0.43313
"398.33612",2.1414,2.1257,2.1219,2.1216,2.1216
"399.1846",0.1219,0.12066,0.12169,0.12166,0.12174
"399.14835",1.6306,1.6118,1.6083,1.6078,1.6078
"399.18517",0.4911,0.49796,0.49737,0.49729,0.4973
"399.252",0.60775,0.60385,0.60251,0.60231,0.6023
"399.27549",0.15567,0.16007,0.1638,0.1638,0.16388
"399.22053",0.6144,0.6079,0.60659,0.60656,0.60656
"399.27546",0.14017,0.14071,0.14579,0.14579,0.14582
"399.22135",0.99678,1.004,1.0024,1.0022,1.0022
"399.25445",0.48474,0.48163,0.48654,0.48637,0.48637
"399.32316",0.35434,0.35711,0.35986,0.36007,0.36007
"399.2291",2.0359,2.025,2.0214,2.0212,2.0211
"399.18862",1.258,1.2549,1.2532,1.2529,1.2528
"400.18712",0.055442,0.056401,0.059214,0.059211,0.059443
"400.15131",2.62,2.5908,2.5859,2.5851,2.5851
"400.27823",0.15414,0.15388,0.15889,0.15888,0.1589
"400.27889",0.091497,0.10221,0.10873,0.10915,0.10924
"400.18844",0.8182,0.81437,0.81748,0.81721,0.8172
"400.22441",0.9378,0.95078,0.95002,0.9497,0.94969
"401.28081",0.24392,0.24123,0.24691,0.24684,0.24685
"401.15401",2.2412,2.218,2.2157,2.215,2.215
"401.27009",0.31834,0.32302,0.3253,0.32579,0.32578
"401.29067",1.4024,1.3872,1.3884,1.3899,1.39
"401.30639",0.94513,0.96463,0.96265,0.96233,0.96232
"402.29405",0.26858,0.26591,0.27137,0.27132,0.27133
"402.91732",0.46041,0.46146,0.46116,0.46127,0.46127
"403.15818",1.6258,1.607,1.6035,1.6032,1.6032
"403.3065",0.6051,0.59862,0.5988,0.59864,0.59863
"403.2969",0.16626,0.16771,0.17551,0.17555,0.17557
"403.35833",0.44072,0.43685,0.43666,0.43656,0.43656
"403.28595",0.66764,0.66272,0.66143,0.66124,0.66124
"403.27033",0.055081,0.054833,0.054978,0.055105,0.055107
"403.91911",0.32091,0.31791,0.31758,0.31795,0.31795
"404.27384",0.13661,0.13546,0.13519,0.13514,0.13514
"404.28883",1.1345,1.1385,1.1396,1.1392,1.1392
"405.17369",2.7507,2.7308,2.7248,2.7239,2.7238
"405.09416",1.2658,1.2525,1.2676,1.268,1.268
"405.29177",0.3788,0.37724,0.37875,0.37886,0.37886
"405.30133",0.36769,0.36359,0.36372,0.36426,0.36426
"405.21439",0.084734,0.1099,0.11039,0.11074,0.11078
"405.26519",0.41266,0.48888,0.49266,0.49249,0.49249
"405.26506",0.64004,0.64395,0.64699,0.64678,0.64677
"405.26516",0.22055,0.21891,0.21992,0.21985,0.21985
"405.26503",0.16482,0.21982,0.23333,0.23345,0.23345
"405.22474",0.91143,0.90219,0.90239,0.9025,0.9025
"405.26516488",0.43569,0.43065,0.43002,0.43,0.43
"406.14128",0.53064,0.52599,0.53216,0.53261,0.53262
"406.26857",0.42243,0.42326,0.42234,0.42222,0.42221
"406.2679",0.82505,0.82614,0.83053,0.83027,0.83026
"406.26379",0.36923,0.38843,0.41192,0.41229,0.41229
"406.26816",0.40582,0.44125,0.45015,0.45049,0.45049
"406.26836",0.12006,0.11872,0.119,0.11901,0.11902
"407.28055",0.76899,0.76519,0.76375,0.76355,0.76354
"407.25748",1.0088,0.99712,0.9959,0.9956,0.99559
"407.28057",0.64285,0.65118,0.65675,0.65654,0.65654
"407.28075",0.043533,0.30522,0.33229,0.33253,0.33253
"407.11483",1.4426,1.4265,1.4235,1.4231,1.4231
"407.28059",0.2639,0.29307,0.31047,0.31045,0.31044
"407.27012",1.3864,1.3844,1.3911,1.3916,1.3916
"407.25752",0.15438,0.17783,0.24688,0.24796,0.24811
"407.28079",0.020226,0.12187,0.14506,0.14501,0.14503
"407.20324",0.0030751,0.0040102,0.017897,0.018022,0.018079
"407.28067",0.040315,0.049871,0.06326,0.063625,0.063629
"407.2957",0.77003,0.76193,0.76046,0.7604,0.76039
"407.32833",0.31068,0.30709,0.30715,0.30716,0.30715
"408.29941",0.55469,0.54826,0.54876,0.54864,0.54864
"408.28354",0.77571,0.77177,0.77032,0.77012,0.77011
"408.26804",0.79062,0.82067,0.82051,0.82023,0.82023
"408.28334",0.39778,0.43281,0.46847,0.46841,0.46841
"408.25211",0.08831,0.21253,0.22018,0.22079,0.22082
"408.28305",0.46544,0.52605,0.53493,0.53541,0.53541
"408.11801",2.2602,2.2375,2.234,2.2332,2.2332
"408.28334189",1.5868,1.6456,1.6431,1.6426,1.6426
"408.2841",0.68562,0.68437,0.68428,0.68406,0.68408
"408.28409",0.25196,0.25259,0.2537,0.25363,0.25364
"409.13631",1.1916,1.1803,1.1847,1.1846,1.1846
"409.31128",0.35805,0.35416,0.35612,0.35623,0.35622
"409.27133",0.139,0.15832,0.16461,0.1646,0.16462
"409.28616",0.81976,0.81532,0.81381,0.8136,0.81359
"409.29584",1.0232,1.0174,1.0157,1.0153,1.0153
"409.23589",0.88419,0.87393,0.87201,0.87172,0.87171
"409.28663",0.31088,0.34864,0.37894,0.37922,0.37921
"409.34402",0.053774,0.070493,0.073423,0.073853,0.073859
"409.27276",0.95646,0.95982,0.96886,0.96863,0.96865
"409.33287",1.4151,1.4113,1.4084,1.4081,1.4081
"410.26473",0.68567,0.71492,0.71439,0.71415,0.71415
"410.86359",1.2436,1.2388,1.2441,1.2441,1.2441
"411.08393",0.78757,0.7815,0.78282,0.78282,0.78281
"411.26749",0.45066,0.45276,0.45249,0.45237,0.45236
"411.34857",1.8577,1.85,1.8503,1.8497,1.8497
"412.08695",1.2517,1.2396,1.2391,1.2401,1.2401
"412.27071",0.85369,0.86785,0.87102,0.87072,0.87071
"412.28627",0.096759,0.15519,0.16447,0.16494,0.16496
"412.35181",2.2059,2.1903,2.1864,2.1861,2.1861
"412.34371",0.048229,0.09531,0.10363,0.10369,0.10371
"412.86129",1.1965,1.1829,1.1891,1.1888,1.1888
"413.05614",2.7669,2.7394,2.7333,2.7324,2.7324
"413.1636",1.7562,1.7383,1.7347,1.7342,1.7342
"413.26407",0.8758,0.89001,0.89314,0.89284,0.89283
"413.20111",0.40351,0.39919,0.40943,0.40947,0.40947
"413.09967",0.2158,0.21603,0.22683,0.23584,0.23584
"413.25493",0.81835,0.8115,0.81001,0.80976,0.80976
"413.20029",0.22724,0.25981,0.25926,0.25983,0.25991
"413.20071",1.0969,1.085,1.0826,1.0823,1.0822
"413.25782",0.4921,0.54376,0.55363,0.55358,0.55359
"414.16706",2.6991,2.6715,2.6656,2.6647,2.6647
"414.20368",0.96366,0.95297,0.95259,0.95399,0.95401
"414.25806",0.87036,0.87843,0.87655,0.87626,0.87625
"414.20395",0.88425,0.87492,0.87303,0.87276,0.87275
"414.20393",0.67113,0.66551,0.66545,0.66549,0.66548
"414.26132",0.37209,0.42423,0.43358,0.43361,0.43361
"415.30648",0.23489,0.24327,0.24448,0.24446,0.24452
"415.18993",1.5804,1.5621,1.5738,1.5733,1.5733
"415.21625",0.49464,0.49736,0.49701,0.49684,0.49684
"415.28186",0.54874,0.60068,0.61266,0.61247,0.61247
"415.25508",0.36254,0.41683,0.42766,0.42774,0.42774
"415.32179",0.63277,0.62925,0.62802,0.62792,0.62792
"415.32214",0.77444,0.78865,0.79225,0.79205,0.79205
"416.28522",0.44991,0.49608,0.50766,0.50754,0.50753
"416.19867",1.2082,1.2249,1.2264,1.2265,1.2265
"416.30961",0.19381,0.23671,0.23668,0.23678,0.23709
"416.32577",0.91709,0.92935,0.92775,0.92794,0.92794
"416.93285",0.4197,0.42233,0.42217,0.42243,0.42243
"417.30149",0.61544,0.61938,0.61809,0.61789,0.61789
"417.26519",0.24734,0.24453,0.25156,0.25152,0.25152
"417.26492",0.81404,0.81871,0.82187,0.82159,0.82158
"417.28743",0.056186,0.083136,0.089214,0.089583,0.08961
"417.17591",0.67717,0.77621,0.77627,0.77612,0.77615
"417.32281",0.54802,0.54301,0.54261,0.54246,0.54245
"417.33789",0.30273,0.30715,0.30704,0.30694,0.30694
"417.3377",0.86633,0.91265,0.91074,0.91044,0.91043
"417.93433",0.42286,0.4256,0.42552,0.42577,0.42578
"418.29651",0.34941,0.35213,0.35444,0.35439,0.35439
"418.26859",0.36694,0.36407,0.37218,0.37209,0.37208
"418.30487",0.94948,0.96287,0.96286,0.96253,0.96253
"418.28129",1.3271,1.3118,1.3089,1.3084,1.3084
"418.2635",2.2627,2.2368,2.2318,2.2311,2.2311
"418.21402",0.7503,0.75899,0.75989,0.76213,0.76218
"418.21423",0.055812,0.21901,0.23125,0.23835,0.23857
"418.32611",0.58052,0.57554,0.57486,0.5747,0.5747
"418.34126",1.1057,1.1146,1.1122,1.1118,1.1118
"418.92961",0.52424,0.52844,0.52802,0.52839,0.5284
"419.07319",2.8868,2.8581,2.8517,2.8508,2.8507
"419.18665",0.40681,0.57394,0.58946,0.58969,0.59008
"419.29357",0.011845,0.01867,0.046959,0.046955,0.0472
"419.28081",0.82192,0.83048,0.8299,0.82977,0.82976
"419.2805",0.64225,0.64072,0.64015,0.63995,0.63994
"419.28472",1.2497,1.2396,1.2385,1.2387,1.2386
"419.21745",0.73304,0.766,0.76899,0.77004,0.77007
"419.21848",0.77144,0.76816,0.76814,0.76905,0.76911
"419.28073",0.19172,0.1895,0.19342,0.19346,0.19346
"419.28082",0.45184,0.44903,0.44806,0.44862,0.44862
"420.23004",0.11406,0.12433,0.12406,0.12933,0.12955
"420.28423",1.0112,1.0255,1.0242,1.024,1.024
"420.28408",0.54084,0.5475,0.54635,0.54701,0.54701
"421.13061",1.6494,1.6303,1.6292,1.6288,1.6288
"421.29644",0.44417,0.45222,0.45541,0.45527,0.45526
"421.30945",0.37076,0.3665,0.369,0.36901,0.36906
"421.23386",0.48591,0.48043,0.48119,0.48115,0.48115
