"","Comp. 1","Comp. 2","Comp. 3","Comp. 4","Comp. 5"
"607.31412",0.18728,0.18845,0.18823,0.18854,0.18854
"607.3847",2.0234,2.0007,1.9982,1.9977,1.9976
"607.38559",0.76983,0.77768,0.77637,0.77672,0.77672
"607.45796",0.94396,0.94197,0.9417,0.94179,0.94178
"607.47257",1.9505,1.9288,1.9249,1.9245,1.9245
"608.31821",0.5399,0.53441,0.53378,0.53365,0.53365
"608.31767",0.74876,0.75338,0.7595,0.75929,0.75929
"608.38879",0.84542,0.84198,0.84115,0.8417,0.84169
"608.47612",2.6219,2.5968,2.5918,2.5909,2.5909
"609.18242",0.15882,0.27734,0.27863,0.29144,0.29144
"609.39306",0.47424,0.46901,0.47004,0.46988,0.46988
"609.39313",0.39382,0.38925,0.39078,0.39079,0.39081
"609.32151",0.60037,0.5939,0.59322,0.59311,0.59311
"609.32972",2.5613,2.5333,2.5278,2.5269,2.5269
"609.32976",2.5333,2.5051,2.4996,2.4987,2.4987
"609.50998",0.13549,0.13404,0.13613,0.13661,0.13665
"609.48794",3.1336,3.1009,3.0942,3.0931,3.0931
"609.47897",2.8554,2.8243,2.8181,2.8171,2.8171
"609.4922",0.085755,0.10368,0.1077,0.10787,0.10792
"610.35935",1.0657,1.066,1.0638,1.0635,1.0635
"610.33297",2.7074,2.6765,2.6706,2.6697,2.6697
"610.33302",2.6631,2.6337,2.6279,2.627,2.627
"610.51347",0.14801,0.1463,0.14801,0.14846,0.14851
"610.49164",2.2957,2.2694,2.2656,2.2649,2.2649
"611.28455",2.8211,2.8174,2.8125,2.8116,2.8115
"611.40891",0.026434,0.10283,0.10323,0.10394,0.10394
"611.34524",1.788,1.7776,1.782,1.7824,1.7825
"611.34543",1.8736,1.8655,1.8615,1.8609,1.8609
"611.38163",1.8405,1.8281,1.8246,1.8243,1.8243
"611.50271",0.34095,0.33787,0.33746,0.33738,0.33738
"611.50754",0.15778,0.16956,0.16992,0.16988,0.16989
"611.36309",1.9426,1.926,1.922,1.9213,1.9213
"611.50562",1.4287,1.4361,1.437,1.4367,1.4368
"611.44545",0.52705,0.52564,0.52504,0.52497,0.52497
"612.2878",2.6092,2.6055,2.6009,2.6,2.6
"612.3488",2.4068,2.401,2.3959,2.3951,2.3951
"612.34858",2.2421,2.2241,2.2195,2.2187,2.2187
"612.51073",0.15799,0.16894,0.16936,0.16933,0.16934
"612.50788",2.5314,2.5063,2.501,2.5002,2.5001
"613.32046",0.2456,0.46252,0.49545,0.49791,0.49791
"613.35127",0.51987,0.83589,0.83436,0.83437,0.83439
"613.52306",0.068554,0.1031,0.10362,0.1036,0.10364
"613.50218",0.37349,0.3732,0.37267,0.37255,0.37254
"614.32378",0.22343,0.38713,0.45261,0.45349,0.45349
"614.52616",0.1062,0.13182,0.13187,0.13186,0.13189
"615.20164",0.7399,0.74321,0.74237,0.74448,0.74448
"615.31659",2.6815,2.6515,2.6457,2.645,2.645
"615.31649",1.0066,1.0373,1.0362,1.038,1.038
"615.53826",0.19899,0.25308,0.25262,0.25254,0.25256
"615.51851",0.2322,0.2427,0.2424,0.24233,0.24233
"615.31655",0.66584,0.71372,0.71306,0.71825,0.7183
"615.49514",0.13795,0.14565,0.17573,0.17567,0.17574
"615.49975",1.6811,1.6883,1.6889,1.6899,1.69
"616.31999",1.8798,1.8621,1.8619,1.8614,1.8614
"616.31988",0.5144,0.56201,0.56151,0.56642,0.56647
"617.33199",2.9596,2.9349,2.9285,2.9276,2.9276
"617.53439",0.25117,0.28244,0.28187,0.28192,0.28192
"617.47639",0.77652,0.7827,0.79152,0.79137,0.79138
"617.51119",0.80927,0.80013,0.80404,0.80377,0.80376
"617.51107",0.11246,0.13184,0.13804,0.13817,0.13819
"617.47649",0.34947,0.35957,0.35884,0.35975,0.35979
"618.33539",2.1972,2.1727,2.1679,2.1672,2.1672
"618.51404",0.63875,0.63223,0.63932,0.63957,0.63957
"618.47973",0.71405,0.71831,0.72638,0.72625,0.72627
"619.42124",1.2961,1.2828,1.2828,1.2824,1.2823
"619.56689",0.29216,0.28877,0.29505,0.29505,0.29508
"620.52546",1.2617,1.249,1.2525,1.2521,1.2522
"621.437",0.27226,0.27287,0.27281,0.27293,0.27293
"621.54636",0.00076612,0.01263,0.02982,0.032284,0.032477
"621.50742",0.014642,0.05058,0.052613,0.052897,0.053005
"622.54974",0.016816,0.023651,0.037368,0.039478,0.039642
"622.5108",0.012512,0.050087,0.052237,0.052495,0.052602
"623.41584",0.86053,0.85447,0.8526,0.85246,0.85245
"623.34137",1.4637,1.4468,1.4436,1.4437,1.4437
"623.51384",0.0074197,0.047035,0.049242,0.049574,0.049692
"623.55245",0.091089,0.10432,0.10549,0.10627,0.10633
"623.52568",0.39336,0.39738,0.39764,0.39758,0.39768
"624.31835",1.4705,1.4634,1.4603,1.462,1.462
"624.52903",0.4003,0.40418,0.40431,0.40424,0.40434
"625.27954",2.3742,2.3724,2.368,2.3672,2.3671
"625.32423",0.71747,0.71777,0.7252,0.72857,0.72857
"625.32172",1.7368,1.7271,1.7234,1.7229,1.7229
"625.53223",0.79743,0.81657,0.81516,0.81524,0.81537
"625.57783",0.47059,0.47982,0.47884,0.47868,0.47869
"626.35507",1.2709,1.2833,1.2811,1.2807,1.2807
"626.58094",0.47179,0.48118,0.48019,0.48004,0.48005
"627.35692",1.5247,1.5165,1.5186,1.5189,1.5189
"627.55714",0.52823,0.52818,0.52728,0.5271,0.5271
"627.58367",0.66423,0.67012,0.66863,0.66843,0.66843
"628.35846",1.3425,1.3517,1.3536,1.3533,1.3532
"628.5601",0.52381,0.52429,0.52339,0.52321,0.52321
"629.31106",2.5665,2.5368,2.5313,2.5304,2.5304
"629.26138",0.60707,0.6011,0.61669,0.61657,0.61659
"629.29592",0.46803,0.48605,0.49239,0.49234,0.49234
"629.51855",0.2132,0.21211,0.21338,0.21336,0.21338
"629.45525",1.3088,1.2948,1.292,1.2917,1.2916
"629.51121",0.32446,0.32331,0.33814,0.33805,0.33805
"629.51486",0.30232,0.33148,0.33302,0.33317,0.33327
"630.45778",1.5188,1.5031,1.5001,1.4997,1.4997
"630.51844",0.37532,0.40643,0.407,0.40747,0.40758
"631.32707",2.3892,2.3762,2.3711,2.371,2.371
"631.49464",0.44557,0.44187,0.44793,0.44778,0.44778
"631.52694",0.54759,0.54833,0.55294,0.55282,0.55282
"631.46057",0.70141,0.69329,0.69179,0.69165,0.69166
"631.52671",0.7767,0.7732,0.77977,0.77954,0.77953
"631.47019",1.5258,1.5086,1.5053,1.5057,1.5057
"631.49448",0.01505,0.040868,0.064706,0.064742,0.064929
"632.31817",0.35026,0.35105,0.35028,0.3507,0.35072
"632.33027",2.1562,2.146,2.1414,2.1413,2.1413
"632.52999",0.70327,0.70757,0.7139,0.71373,0.71372
"632.49763",0.54878,0.54292,0.54576,0.54564,0.54564
"632.47384",2.2983,2.2735,2.27,2.2693,2.2693
"632.49771",0.029211,0.049498,0.070604,0.070651,0.070819
"633.32363",1.7415,1.7301,1.7264,1.7275,1.7274
"633.4379",0.7427,0.7342,0.73307,0.73286,0.73288
"633.50057",0.027238,0.035266,0.067617,0.067622,0.067802
"633.50959",1.0151,1.005,1.003,1.0027,1.0027
"633.48615",1.0472,1.0354,1.0341,1.0337,1.0338
"634.3336",0.81162,0.80298,0.80686,0.80733,0.80736
"634.48949",2.2999,2.275,2.2718,2.2711,2.2711
"634.50206",2.2758,2.2605,2.2582,2.2575,2.2575
"635.30929",2.8631,2.8323,2.826,2.8251,2.8251
"635.30906",1.4984,1.4814,1.4791,1.4791,1.4791
"635.45339",0.30518,0.30825,0.30758,0.30756,0.30756
"635.52579",0.066877,0.085895,0.090669,0.090645,0.090789
"635.35015",0.37792,0.37436,0.37658,0.37646,0.37646
"635.43194",1.1032,1.1571,1.1587,1.1584,1.1585
"635.50718",0.84383,0.83498,0.83315,0.83287,0.83286
"636.34937",0.73079,0.72238,0.72099,0.72079,0.7208
"636.31257",2.8028,2.7754,2.7692,2.7683,2.7682
"636.5288",0.54776,0.54932,0.54889,0.54877,0.54883
"636.52891",0.071604,0.08957,0.094244,0.09422,0.09436
"636.51052",0.94999,0.93979,0.93772,0.93742,0.93741
"637.36128",2.2223,2.2257,2.222,2.2217,2.2217
"637.32455",2.784,2.7623,2.7563,2.7554,2.7554
"637.52272",0.64088,0.63544,0.63529,0.63516,0.63519
"637.52171",1.4353,1.42,1.4189,1.4192,1.4192
"637.50231",1.1896,1.1764,1.1738,1.1735,1.1735
"637.51732",0.020497,0.091611,0.13139,0.1345,0.13475
"637.53192",0.072803,0.091834,0.096198,0.096174,0.09632
"638.36457",2.7384,2.7103,2.7043,2.7034,2.7033
"638.32784",2.4045,2.3881,2.3829,2.3823,2.3823
"638.52462",1.3484,1.3349,1.3337,1.334,1.334
"639.13857",1.8675,1.8597,1.8608,1.8604,1.8604
"639.3303",0.59563,0.59528,0.59612,0.6019,0.60189
"639.41076",1.7417,1.787,1.783,1.7829,1.7829
"639.55732",0.23575,0.23342,0.23681,0.23676,0.23678
"639.4961",0.70793,0.73717,0.74889,0.74866,0.74866
"639.49584",0.19559,0.218,0.21848,0.21953,0.21953
"639.49506",0.50247,0.50255,0.50177,0.50163,0.50162
"639.55728",0.18536,0.19166,0.19279,0.19304,0.19308
"640.5606",0.29252,0.28935,0.29204,0.29199,0.29201
"641.1355",2.1431,2.121,2.1202,2.1196,2.1195
"641.35598",0.93939,1.0531,1.052,1.0523,1.0524
"645.41062",0.087438,0.15752,0.15928,0.15936,0.15941
"645.49507",0.56748,0.56146,0.56131,0.56142,0.56144
"645.49502",0.53868,0.53308,0.53421,0.53441,0.53442
"649.41381",1.1987,1.2005,1.2026,1.2023,1.2023
"651.59364",0.44977,0.44793,0.44794,0.44781,0.44786
"653.37502",2.1389,2.1192,2.1146,2.1139,2.1139
"653.49156",0.18092,0.28173,0.28275,0.28266,0.28292
"653.51092",0.58704,0.5865,0.58552,0.58534,0.58534
"655.47336",2.1216,2.0971,2.095,2.0943,2.0943
"657.54673",0.21955,0.24906,0.26424,0.26421,0.26422
"657.54641",0.32151,0.33765,0.35113,0.35114,0.35117
"657.58309",0.86136,0.85498,0.85353,0.85326,0.85328
"658.34582",2.0914,2.0841,2.0798,2.0797,2.0797
"658.55011",0.19671,0.2192,0.24108,0.241,0.24101
"658.54979",0.45957,0.46599,0.47873,0.47856,0.47858
"659.50774",0.95199,0.94099,0.93903,0.93875,0.93874
"659.52505",0.1349,0.13567,0.14021,0.1417,0.14215
"659.50263",1.0508,1.0437,1.0477,1.0476,1.0476
"659.52618",0.24799,0.29346,0.29523,0.30003,0.30003
"660.34236",2.2068,2.1824,2.1811,2.1804,2.1803
"660.52854",0.57276,0.56614,0.57233,0.5737,0.57379
"660.52945",0.036828,0.47963,0.50549,0.51306,0.51308
"661.54168",0.36596,0.36237,0.36182,0.36235,0.3624
"661.45036",0.46446,0.52518,0.5306,0.53042,0.53047
"662.54495",0.40994,0.40534,0.40489,0.40546,0.40552
"662.45374",0.62621,0.65061,0.6564,0.65621,0.65634
"663.53805",0.98387,0.97247,0.97035,0.97045,0.97044
"664.54128",1.0981,1.0853,1.083,1.0829,1.0829
"665.21496",1.5103,1.4959,1.4927,1.4931,1.4931
"665.57279",0.3998,0.39835,0.39852,0.39843,0.39852
"667.47088",0.49156,0.48598,0.4909,0.49102,0.49103
"671.29343",0.76859,0.79426,0.7976,0.79845,0.79849
"671.36652",1.2605,1.2592,1.2607,1.263,1.263
"671.52637",0.48864,0.49892,0.49825,0.49814,0.49813
"673.30908",1.6244,1.613,1.6096,1.6092,1.6092
"673.54172",1.2003,1.201,1.1989,1.1985,1.1984
"673.54192",0.74326,0.74126,0.73971,0.73949,0.73948
"674.54508",1.0552,1.056,1.0545,1.0542,1.0542
"675.42979",1.7469,1.7317,1.7313,1.7308,1.7308
"676.30599",0.55163,0.54619,0.54577,0.54567,0.54567
"677.45508",1.9162,1.894,1.8907,1.8901,1.8901
"677.3752",1.0712,1.0737,1.0719,1.0718,1.0718
"677.44507",0.60148,0.62413,0.63417,0.63398,0.63408
"678.44848",0.8696,0.87661,0.88235,0.88207,0.88216
"679.37654",0.40394,0.40079,0.40247,0.40233,0.40233
"680.27548",2.2581,2.2517,2.2478,2.247,2.247
"681.29672",0.041256,0.083237,0.088399,0.088603,0.088602
"682.30022",0.040607,0.08202,0.087649,0.08786,0.087859
"683.30398",2.2967,2.2701,2.2652,2.2646,2.2646
"685.4642",0.39218,0.39326,0.398,0.39803,0.39805
"685.51763",2.1417,2.1169,2.1123,2.1118,2.1118
"689.35222",0.94224,0.93298,0.931,0.931,0.93099
"691.50734",0.63923,0.63807,0.63748,0.63726,0.63734
"693.50501",0.040522,0.18345,0.18689,0.19383,0.19386
"694.4898",1.1674,1.1564,1.1585,1.1581,1.1581
"695.23009",2.0348,2.0283,2.0287,2.0287,2.0286
"695.27564",1.1605,1.1494,1.147,1.1507,1.1507
"696.23374",1.6005,1.5821,1.5786,1.5795,1.5795
"697.24562",1.371,1.3661,1.3679,1.3689,1.3689
"697.22719",2.1229,2.1136,2.1137,2.1136,2.1135
"697.44229",1.6123,1.595,1.5915,1.5913,1.5913
"698.24901",1.7223,1.7029,1.7111,1.7108,1.7108
"699.24286",2.5203,2.4941,2.492,2.4915,2.4915
"699.22434",2.2802,2.2565,2.2549,2.2544,2.2543
"699.38109",1.2793,1.2648,1.262,1.2617,1.2617
"699.38163",0.59047,0.58386,0.58269,0.58396,0.58395
"700.24601",2.2826,2.2588,2.257,2.2565,2.2565
"700.38416",1.6206,1.6032,1.5997,1.5992,1.5992
"700.38502",0.69235,0.69907,0.70155,0.7017,0.70169
"701.2399",2.37,2.3453,2.3434,2.3429,2.3429
"701.3869",1.9582,1.9397,1.9357,1.9353,1.9353
"701.53645",1.0282,1.0174,1.0156,1.0153,1.0153
"702.24294",2.125,2.1026,2.101,2.1006,2.1006
"707.54677",0.10735,0.1084,0.10959,0.1097,0.10971
"708.55057",0.075508,0.074892,0.078296,0.078393,0.078428
"710.53743",0.70695,0.69912,0.70272,0.70347,0.70347
"711.53927",0.75276,0.74837,0.74684,0.74697,0.74697
"711.51864",0.70806,0.7067,0.71037,0.71016,0.71016
"711.53675",1.2436,1.2628,1.261,1.261,1.261
"712.53998",1.6016,1.5879,1.5846,1.5841,1.5841
"713.3526",0.98213,0.97995,0.97779,0.97761,0.97763
"713.60948",0.77411,0.80087,0.80465,0.80439,0.80439
"714.61268",0.71707,0.7422,0.74567,0.74543,0.74542
"715.5679",0.65141,0.69633,0.71009,0.71648,0.71647
"723.38141",0.93968,0.93549,0.93343,0.93328,0.93328
"723.40262",0.52203,0.52383,0.52413,0.52407,0.52406
"723.38147",0.79011,0.78586,0.78419,0.78558,0.78558
"724.37248",2.6841,2.6603,2.6545,2.6536,2.6535
"724.38512",0.8455,0.83841,0.83662,0.83836,0.83836
"724.38474",0.9371,0.93354,0.93149,0.93133,0.93134
"725.38666",1.5899,1.5766,1.5731,1.5726,1.5726
"726.39994",1.241,1.2352,1.2325,1.2324,1.2324
"727.4024",2.6325,2.602,2.5963,2.5959,2.5958
"730.56369",0.53989,0.53781,0.54765,0.54747,0.54751
"733.57849",0.98486,0.97653,0.9835,0.98631,0.9863
"737.3967",1.1795,1.172,1.1696,1.1699,1.1699
"741.60465",0.72532,0.74587,0.74751,0.74726,0.74726
"742.60826",0.69769,0.72067,0.72081,0.72057,0.72057
"751.58958",1.1172,1.1413,1.149,1.1486,1.1486
"752.59188",1.0747,1.0973,1.1045,1.1041,1.1041
"753.59464",0.98785,1.0079,1.0141,1.0137,1.0137
"755.56038",0.86203,0.85579,0.85852,0.85893,0.85895
"756.56366",0.78182,0.77364,0.77761,0.7783,0.77833
"759.41585",1.1005,1.1038,1.1018,1.1015,1.1015
"759.61518",0.6788,0.6984,0.69947,0.69925,0.69927
"765.56836",0.62765,0.67684,0.68044,0.68081,0.6808
"766.57169",0.57846,0.63009,0.63276,0.6332,0.6332
"767.36841",2.1178,2.0962,2.0922,2.0915,2.0915
"767.42262",1.4296,1.413,1.4116,1.4119,1.4119
"767.57496",0.5134,0.57576,0.57536,0.57582,0.57581
"773.57077",0.9195,0.93958,0.94596,0.94565,0.94564
"773.57085",1.2316,1.2295,1.2289,1.2286,1.2286
"774.4457",2.6472,2.6224,2.6165,2.6157,2.6156
"774.57413",0.88035,0.89898,0.9048,0.9045,0.90449
"774.57424",1.0469,1.0519,1.0516,1.0516,1.0516
"775.44607",2.5724,2.5684,2.5639,2.5631,2.563
"775.57749",0.76441,0.78374,0.78842,0.78816,0.78815
"775.57754",1.0806,1.0822,1.0803,1.0803,1.0803
"776.44943",2.418,2.4137,2.4094,2.4086,2.4086
"777.53229",0.23051,0.30257,0.30217,0.30949,0.30955
"779.54792",0.71453,0.74634,0.74998,0.75053,0.75052
"780.55107",0.64611,0.6801,0.6827,0.68374,0.68374
"781.55894",0.59431,0.62149,0.62444,0.62575,0.62575
"781.56251",1.0741,1.063,1.0612,1.0608,1.0608
"781.56439",0.63224,0.66017,0.6705,0.67062,0.67062
"781.56317",0.26098,0.31375,0.34397,0.34418,0.34418
"781.56342",0.43013,0.53635,0.54306,0.54321,0.54323
"782.56746",0.58822,0.61735,0.62605,0.62626,0.62625
"782.56603",1.0304,1.0315,1.0381,1.0384,1.0384
"782.56601",1.1611,1.1901,1.1907,1.1904,1.1904
"782.56681",0.53089,0.59847,0.60469,0.60541,0.60545
"783.57937",0.51749,0.5327,0.54259,0.54263,0.54262
"783.57897",0.76,0.77775,0.79287,0.79305,0.79305
"783.57878",0.16297,0.2242,0.29066,0.29109,0.29111
"783.57878937",1.7615,1.7463,1.7431,1.7425,1.7425
"784.58169",0.55889,0.57565,0.58603,0.58602,0.58602
"784.58215",0.76651,0.78407,0.7952,0.79556,0.79556
"784.58182",0.24425,0.27981,0.33172,0.33219,0.33222
"784.58085",1.4961,1.5222,1.5191,1.5187,1.5187
"785.58436",0.81356,0.83828,0.85114,0.85094,0.85093
"785.58499",0.61779,0.63573,0.6474,0.64822,0.64822
"785.58486",0.60777,0.60816,0.62911,0.63006,0.6301
"785.58351",2.6523,2.6237,2.6179,2.6172,2.6172
"787.39743",2.716,2.6848,2.679,2.6782,2.6782
"787.62879",0.73426,0.72682,0.73621,0.73899,0.739
"791.02288",2.5072,2.4814,2.4794,2.4789,2.4788
"791.36906",1.1651,1.1562,1.1537,1.1534,1.1534
"791.59022",0.49665,0.49241,0.49135,0.49202,0.49201
"792.02637",2.2257,2.2026,2.201,2.2005,2.2005
"792.57727",0.24693,0.24951,0.24896,0.25012,0.25016
"793.02004",2.3201,2.2935,2.2966,2.296,2.296
"794.02356",2.3707,2.3461,2.3444,2.3438,2.3438
"795.01728",2.2535,2.2275,2.2311,2.2306,2.2306
"797.01452",2.429,2.4039,2.4021,2.4015,2.4015
"797.42799",1.4046,1.4023,1.4033,1.4029,1.4029
"797.5581",1.7565,1.7873,1.7843,1.7838,1.7838
"797.55808",2.15,2.1576,2.1542,2.1535,2.1535
"798.01777",2.1263,2.1042,2.1028,2.1023,2.1023
"798.56141",1.9189,1.9374,1.9338,1.9332,1.9332
"798.56067",2.1213,2.1258,2.1224,2.1217,2.1217
"799.56461",1.7703,1.7849,1.7815,1.7809,1.7809
"799.57335",0.88488,0.87817,0.89646,0.89659,0.8966
"799.56387",1.9912,1.992,1.9887,1.9881,1.9881
"800.57672",0.94983,0.9413,0.95698,0.95694,0.95694
"801.5455",0.7025,0.73762,0.73852,0.73863,0.73862
"801.52975",0.52854,0.57091,0.57415,0.57504,0.57504
"802.54896",0.66702,0.70229,0.7023,0.70244,0.70244
"802.53309",0.45309,0.5019,0.50364,0.50548,0.50549
"803.54024",0.31869,0.36184,0.36726,0.36935,0.36936
"803.54498",0.83334,0.86496,0.86308,0.86302,0.86302
"803.54441",1.2118,1.2106,1.2134,1.2132,1.2132
"805.56054",0.44827,0.47302,0.48215,0.48199,0.48199
"805.56076",0.55887,0.58659,0.60028,0.60065,0.60065
"805.55996",2.1281,2.1086,2.104,2.1036,2.1036
"806.56385",0.69978,0.73184,0.74342,0.74317,0.74316
"806.56412",0.63608,0.66467,0.67108,0.67163,0.67162
"806.56326",2.0755,2.0523,2.0477,2.047,2.047
"807.56682",0.54902,0.59168,0.6016,0.6014,0.60139
"807.56613",2.4085,2.3875,2.3836,2.3829,2.3829
"809.63149",0.55252,0.55591,0.5573,0.55751,0.55755
"810.63474",0.82777,0.83731,0.84081,0.84086,0.84089
"811.53704",2.1914,2.1771,2.1776,2.1769,2.1769
"811.67788",0.017232,0.14397,0.14403,0.14492,0.14491
"811.63775",0.35317,0.37827,0.38831,0.38928,0.38956
"812.5403",2.0811,2.0674,2.0678,2.0671,2.0671
"813.54497",2.2687,2.2662,2.262,2.2612,2.2612
"813.55264",1.7982,1.7998,1.7978,1.7974,1.7974
"814.56162",0.47283,0.475,0.47542,0.47645,0.47648
"815.569",2.2914,2.2768,2.2761,2.2757,2.2757
"815.5684",2.6198,2.5977,2.5996,2.5987,2.5987
"816.54014",0.22681,0.37193,0.37744,0.37734,0.37734
"816.57141",2.3731,2.3567,2.3554,2.3549,2.3549
"816.5715",2.9459,2.9333,2.9291,2.9281,2.9281
"817.54318",0.090699,0.29728,0.30155,0.30149,0.3015
"817.57438",2.5411,2.5212,2.519,2.5184,2.5184
"817.57432",2.6092,2.594,2.5906,2.5897,2.5897
"819.5542",0.47401,0.50289,0.50931,0.50927,0.50927
"820.55794",0.45071,0.47234,0.4776,0.47786,0.47786
"821.55573",1.4465,1.4316,1.4385,1.4381,1.438
"827.64191",0.21939,0.2673,0.29515,0.2967,0.29674
"828.64465",0.178,0.23202,0.26172,0.26247,0.2625
"833.51912",2.3967,2.3928,2.3885,2.3877,2.3877
"834.52255",2.2659,2.2619,2.2578,2.2571,2.257
"834.56358",0.39563,0.43118,0.43745,0.43775,0.43775
"837.54997",2.4378,2.4195,2.417,2.4165,2.4165
"837.54997207",2.7217,2.7082,2.7044,2.7035,2.7035
"838.55337",2.3621,2.3444,2.3419,2.3413,2.3413
"838.55322",2.5409,2.5261,2.5227,2.5219,2.5218
"839.55667",2.5106,2.4905,2.4868,2.4859,2.4859
"839.55657",2.2587,2.2434,2.2405,2.2397,2.2397
"841.62111",0.31313,0.31452,0.33245,0.33993,0.33997
"842.6245",0.32932,0.32914,0.34305,0.34991,0.34994
"71.01242",0.17423,0.19731,0.19712,0.19714,0.19715
"78.9576",0.28351,0.28025,0.28346,0.28453,0.28463
"80.9637",0.45687,0.54084,0.54227,0.54253,0.54253
"87.04371",0.42269,0.44068,0.46108,0.46109,0.46109
"88.03897",0.22904,0.25867,0.25831,0.25823,0.25823
"93.03313",0.47644,0.4756,0.47482,0.47474,0.47474
"93.03314",0.19539,0.19815,0.19842,0.1987,0.1987
"96.9682",0.15835,0.15776,0.15787,0.16011,0.16032
"96.95879",0.050192,0.050407,0.050587,0.051333,0.051334
"101.0231",0.1611,0.17829,0.1779,0.17809,0.17808
"107.03633",1.2398,1.2357,1.2353,1.2357,1.2357
"107.02445",0.54696,0.54063,0.57788,0.5835,0.58354
"107.04889",0.36419,0.35996,0.36209,0.3622,0.3622
"109.00301",0.63484,0.62767,0.62765,0.62761,0.62761
"110.07108",1.2203,1.2063,1.2042,1.2038,1.2038
"114.0185",0.16324,0.30182,0.30115,0.3012,0.3012
"115.00257",0.068349,0.14123,0.1412,0.1414,0.1414
"114.98752",0.11141,0.11078,0.11369,0.11383,0.11382
"117.01816",0.10802,0.10858,0.1228,0.12295,0.123
"117.04305",0.54768,0.65544,0.65917,0.65951,0.65951
"118.04949",0.71796,0.7134,0.71257,0.71461,0.7147
"118.02153",0.6194,0.61418,0.61742,0.61776,0.61777
"119.016",0.60353,0.61681,0.62032,0.62046,0.62046
"119.02228",1.0162,1.0109,1.0115,1.0115,1.0115
"121.02825",1.2956,1.2823,1.287,1.2869,1.287
"123.02703",0.54341,0.54083,0.54598,0.54581,0.54581
"124.02274",1.1021,1.0895,1.0871,1.0868,1.0868
"126.00081",0.54954,0.55858,0.55739,0.55721,0.5572
"128.03423",0.10116,0.13647,0.14073,0.14069,0.14068
"129.01831",0.21409,0.22181,0.22216,0.22239,0.22239
"128.98885",0.2202,0.24198,0.24313,0.24504,0.24506
"130.04991",0.3086,0.31055,0.31081,0.31071,0.31071
"130.04983",0.44648,0.4413,0.44252,0.44239,0.44238
"130.08631",0.14475,0.15629,0.15934,0.15989,0.16
"130.0862",0.25519,0.27524,0.27687,0.27692,0.27692
"131.07031",0.51478,0.50931,0.50839,0.50823,0.50823
"133.03248",0.018406,0.076335,0.079459,0.079682,0.079688
"133.04936",0.48117,0.47921,0.47823,0.47828,0.4783
"135.04406",0.21132,0.20901,0.20886,0.20932,0.20932
"136.07574",0.73805,0.73757,0.73631,0.73618,0.73617
"136.07571",0.58701,0.60168,0.60284,0.60267,0.60266
"137.02337",0.32967,0.32608,0.32536,0.3253,0.3253
"138.01865",0.012599,0.089143,0.089357,0.093425,0.093463
"138.05496",0.14281,0.14374,0.14897,0.14893,0.14893
"138.05494",0.20949,0.20971,0.20991,0.20993,0.20993
"140.05354",0.029943,0.029596,0.040348,0.042652,0.04274
"143.03377",0.15595,0.15529,0.15504,0.15631,0.15632
"144.04445",0.23084,0.22846,0.22798,0.22854,0.22855
"144.06561",0.36553,0.36524,0.365,0.36523,0.36523
"144.06953",2.7511,2.7495,2.7446,2.7437,2.7436
"145.03978",0.019562,0.17903,0.18404,0.184,0.184
"146.04483",0.086874,0.12505,0.13224,0.13219,0.13219
"147.04399",0.70437,0.70504,0.70358,0.70337,0.70336
"146.96024",0.13415,0.1326,0.14756,0.14798,0.14801
"148.04276",0.15973,0.19533,0.19623,0.19657,0.19661
"148.03944",0.54308,0.53697,0.54492,0.54514,0.54515
"150.04122",0.11591,0.13569,0.14726,0.14865,0.14864
"150.05502",0.88311,0.87325,0.88198,0.88168,0.88168
"151.01455",0.11569,0.14286,0.14811,0.14811,0.14811
"151.01373",0.66322,0.65623,0.65613,0.65604,0.65604
"151.03899445",0.28755,0.30528,0.30829,0.30857,0.30857
"152.08179",0.67273,0.67676,0.67909,0.67886,0.67885
"155.03388",0.28252,0.28222,0.29001,0.29008,0.29013
"155.03402",0.20397,0.20854,0.20809,0.20807,0.20807
"156.02905",0.52968,0.66369,0.66223,0.6624,0.66243
"156.06567",0.076487,0.10763,0.10984,0.10981,0.10981
"156.06568",0.5618,0.5601,0.55957,0.55943,0.55943
"157.01325",0.049819,0.12571,0.12631,0.12866,0.12866
"158.08123",0.2762,0.31334,0.31264,0.3126,0.3126
"159.06531",0.6755,0.69305,0.69284,0.69274,0.69273
"160.03943",0.17514,0.1816,0.18141,0.18281,0.18281
"160.03945",0.14987,0.1683,0.1685,0.16853,0.16854
"160.03948",0.20168,0.24143,0.24175,0.24184,0.24183
"161.0809",0.39769,0.40836,0.4083,0.40851,0.4085
"164.06347",0.63071,0.63773,0.6364,0.63889,0.63897
"165.06595",1.0905,1.0787,1.0764,1.0764,1.0764
"166.04991",0.23021,0.22846,0.22821,0.22817,0.22817
"166.0975",1.0558,1.1187,1.1165,1.1165,1.1165
"167.02021",0.41847,0.44497,0.45269,0.45259,0.45259
"168.02694",0.03449,0.06869,0.077851,0.078009,0.078009
"169.0497",0.30446,0.31814,0.3178,0.31786,0.31786
"170.04508",0.42068,0.41984,0.41894,0.41881,0.41881
"172.02188",0.16743,0.1806,0.18026,0.1802,0.1802
"173.04478",0.088359,0.087343,0.097374,0.098097,0.098112
"175.02411",0.19174,0.19735,0.19697,0.19695,0.19696
"176.03433",0.13669,0.1405,0.14499,0.14541,0.14545
"178.05009",0.05898,0.063373,0.064694,0.064836,0.064864
