"","Overall"
"233.15448",4.3355
"323.07722",4.3348
"407.25752",4.3286
"597.3049",4.3286
"400.27823",4.3219
"428.26534",4.3209
"304.9147",4.303
"365.231",4.2956
"253.05066",4.2856
"257.10339",4.2854
"240.05144",4.2722
"312.22649",4.2625
"395.12019",4.2616
"112.9845",4.2612
"254.21996",4.2597
"134.02367",4.2536
"103.0388",4.248
"257.16618",4.2468
"346.23175",4.2468
"301.23855",4.2441
"241.18076",4.2438
"349.25175",4.2427
"295.11235",4.2377
"597.50998",4.2283
"558.46131",4.2264
"497.34887",4.2171
"160.03945",4.2019
"228.08735",4.2013
"116.04939",4.1985
"316.15314",4.1945
"383.24197",4.194
"295.22798",4.1852
"512.47659",4.1791
"187.00912",4.1776
"213.18554",4.177
"246.09847",4.1744
"116.9273110",4.1703
"574.45609",4.1697
"595.53073",4.1691
"421.26017",4.1518
"610.51347",4.1497
"253.21739",4.147
"350.23964",4.1461
"511.47326",4.1456
"415.27044",4.1445
"280.02877",4.1427
"255.22343",4.1146
"176.07067",4.0891
"537.48893",4.063
"181.1225982",4.0581
"130.08631",4.0581
"333.20757",4.0536
"491.28669",4.0519
"324.02341",4.0416
"513.47972",4.0393
"525.33072",4.0227
"244.96378",4.0203
"599.52557",4.0195
"138.05496",4.0038
"394.88954",3.9985
"281.88376",3.9936
"250.09324",3.9903
"243.19647",3.9876
"343.28526",3.9873
"407.29163",3.9817
"600.52894",3.9805
"299.95639",3.9768
"253.21746",3.967
"555.29973",3.9561
"173.9938",3.9514
"253.11921",3.9459
"522.32638",3.9373
"462.3311",3.931
"399.27546",3.9295
"335.17643",3.9276
"478.39567",3.927
"601.53199",3.9214
"497.29481",3.9207
"312.25488",3.9186
"638.53469",3.9184
"399.18482",3.9155
"241.01186",3.913
"415.17993",3.913
"477.39231",3.9126
"507.27289",3.9082
"183.04831",3.9065
"514.32924",3.9035
"409.27133",3.8968
"471.26722",3.8902
"377.13655",3.8898
"511.2738",3.8836
"382.1958",3.8832
"99.9244",3.8826
"273.17077",3.8781
"615.49514",3.8672
"273.06223",3.8602
"331.20741",3.8509
"559.47118",3.845
"269.09369",3.832
"176.03433",3.8318
"404.27384",3.8296
"258.13236",3.8276
"195.06548",3.8158
"172.99336",3.8131
"277.14465",3.807
"312.29928",3.803
"609.50998",3.7981
"173.1033",3.7948
"242.17613",3.7864
"212.0746",3.7861
"256.23506",3.7846
"659.52505",3.7816
"172.09708",3.7802
"311.29604",3.7692
"297.24343",3.768
"413.19276",3.7653
"454.28392",3.7636
"146.96024",3.7605
"580.32816",3.7525
"355.30478",3.751
"221.07921",3.7457
"256.13245",3.7352
"343.20281",3.7346
"339.18869",3.7238
"311.22315",3.7192
"343.21276",3.7165
"539.324",3.7122
"335.18692",3.7016
"259.05951",3.6957
"403.29649",3.6886
"280.62111",3.6829
"551.30447",3.6795
"522.28331",3.675
"258.21542",3.6743
"271.22812",3.6701
"116.92737163",3.6683
"525.32588",3.666
"116.92734867",3.662
"501.32196",3.653
"281.1737",3.6511
"360.105",3.6447
"335.22078",3.6341
"392.2473",3.6323
"155.10673",3.6238
"223.0973",3.6231
"275.15067",3.6117
"193.08965",3.6109
"111.01869",3.6072
"348.22386",3.598
"467.2977",3.5966
"283.22814",3.5926
"467.27783",3.5919
"342.26538",3.5821
"574.45547",3.5821
"327.25454",3.5715
"272.23134359",3.5626
"249.06159",3.5604
"495.33335",3.5594
"361.22347",3.5557
"280.02064",3.549
"577.42392",3.5454
"363.17701",3.5418
"456.27199",3.5299
"213.0874",3.5238
"375.24429",3.5233
"255.23318",3.521
"487.3202",3.5182
"116.92733742",3.5128
"345.17114",3.511
"334.17755",3.5074
"563.50425",3.498
"94.02843",3.4926
"293.12445",3.4907
"269.21222",3.4812
"117.03328",3.4779
"275.1272",3.475
"367.3584",3.4695
"199.09687",3.4452
"375.26742",3.4429
"183.0482",3.4186
"399.1846",3.4165
"116.92735599",3.4107
"317.19734",3.4102
"75.00735",3.4095
"317.15085",3.4004
"553.32073",3.3998
"296.19256",3.3946
"242.06719",3.3921
"459.27344",3.3893
"188.10324",3.3751
"368.31731",3.3741
"433.2602",3.3739
"345.2287",3.3675
"406.26836",3.365
"561.47921",3.3583
"295.26456",3.357
"301.2653",3.3551
"545.32346",3.3433
"135.04402",3.3412
"581.51525",3.3406
"386.17282",3.335
"584.32084",3.3343
"431.35292",3.3312
"262.93039",3.3244
"382.29673",3.3239
"458.26092",3.3185
"421.22651",3.3097
"165.0548",3.3065
"125.03453",3.3044
"257.17575",3.2946
"471.27863357",3.293
"389.19265",3.2725
"209.08149",3.2678
"267.14397",3.2648
"447.33103",3.2636
"521.33041",3.2566
"465.23194",3.2526
"150.04122",3.2484
"293.1036",3.2457
"151.01455",3.2421
"303.13521",3.242
"521.33234",3.2296
"184.03527",3.2263
"116.92736",3.224
"273.12466",3.2168
"299.2494",3.2054
"420.23004",3.1966
"536.31361",3.1936
"447.34842",3.1933
"450.33088",3.1923
"318.13079",3.1909
"289.09332",3.19
"366.23461",3.1775
"510.28965",3.1592
"202.10774",3.154
"617.51107",3.1514
"300.19322",3.1477
"361.08226",3.1452
"465.30491",3.1387
"452.27895",3.1371
"361.16409",3.1258
"114.98752",3.122
"340.21904",3.1158
"465.3046",3.114
"283.26452",3.1074
"269.04572",3.1027
"286.09376",3.1006
"147.0289",3.0896
"498.34356",3.089
"441.24009",3.0834
"273.12499",3.0809
"104.03404",3.0728
"441.30116",3.0707
"200.04047",3.0681
"397.25988",3.0622
"257.23854",3.0514
"115.98835",3.0388
"250.10849",3.0344
"308.09931",3.0287
"117.01816",3.027
"267.23316",3.0192
"707.54677",3.0079
"116.92736426",3.001
"293.24901",3.0005
"311.22309",2.9985
"286.97502",2.9863
"595.34076",2.9852
"295.18922",2.9766
"614.52616",2.9758
"521.33069",2.9747
"596.52612",2.9657
"302.26696",2.9646
"255.23314",2.9505
"178.05003",2.9502
"313.23871",2.9466
"429.23194",2.9465
"493.35337",2.9415
"463.32651",2.938
"344.18323",2.9359
"281.10312",2.9322
"239.20153",2.9275
"260.11435",2.9236
"292.10435",2.9149
"116.92735821",2.9139
"116.92733331",2.9109
"474.28641",2.91
"185.08117",2.9057
"189.03976",2.9014
"393.2909",2.8998
"147.06334",2.895
"288.97225",2.8942
"363.25228",2.8901
"311.22312616",2.8813
"248.09293",2.875
"449.3277",2.868
"365.24674",2.8617
"322.20837",2.8609
"365.23117",2.8591
"496.26852",2.8565
"525.28908",2.8528
"447.34858",2.8478
"493.34665",2.8415
"128.03423",2.8342
"498.35227",2.8316
"321.205",2.8304
"174.95534",2.8232
"364.21119",2.8219
"297.24376",2.8158
"201.07635",2.8156
"287.15046",2.8065
"125.00941",2.8008
"268.23654",2.8001
"649.44259",2.7998
"346.16218",2.7993
"193.07114",2.7983
"285.20723",2.7982
"569.51505",2.7979
"459.27324",2.7941
"229.2078",2.7938
"259.19158",2.7932
"493.31699",2.7904
"244.09364",2.7883
"563.50457",2.78
"291.16042",2.7741
"365.34259",2.773
"595.28882",2.7709
"171.13809",2.7653
"483.33334",2.7613
"275.20199",2.7317
"393.27801",2.7309
"484.3364",2.7251
"412.28627",2.7106
"433.3324",2.6963
"570.51843",2.6951
"245.09316",2.6934
"381.23226",2.6902
"313.23858",2.69
"217.10781",2.6888
"87.04368",2.6619
"316.15176",2.6615
"423.27572",2.6599
"391.26239",2.655
"235.04298",2.6388
"144.04441",2.6324
"118.91713",2.6311
"359.17182",2.6289
"381.19248",2.623
"116.92735307",2.6198
"101.05949",2.6166
"183.06562",2.6132
"356.32566",2.6121
"329.23346",2.6102
"491.21113",2.6039
"228.20422",2.5955
"247.08254",2.5953
"355.32217",2.5855
"392.2658",2.5727
"382.33307",2.5703
"400.27889",2.5628
"495.33331",2.5608
"501.35907",2.5584
"461.2781",2.5552
"394.26244",2.5545
"623.55245",2.5514
"462.32293",2.545
"817.54318",2.5404
"571.49451",2.5383
"313.17476",2.5348
"381.21597",2.5232
"505.26285",2.511
"227.20134",2.508
"424.24726",2.4987
"323.22047",2.4936
"433.21874",2.4837
"572.29246",2.4831
"135.03011",2.4787
"173.04478",2.4747
"501.20609",2.4738
"408.25211",2.4733
"357.21467",2.4589
"479.28428",2.4537
"645.41062",2.4489
"271.08278",2.4339
"146.04483",2.433
"225.07657",2.428
"245.06682",2.4257
"367.24927",2.4242
"451.32839",2.4225
"571.52145",2.4109
"609.4922",2.4016
"340.22457",2.3916
"173.08095",2.3892
"278.21985",2.3864
"487.23773",2.374
"405.21439",2.3729
"220.09765",2.366
"378.30127",2.3648
"124.03921",2.3629
"391.15112",2.3425
"146.06001",2.3418
"371.18993",2.3396
"500.33165",2.3352
"123.04404647",2.3343
"491.32039",2.3341
"384.14537",2.3307
"427.26162",2.3231
"134.05987",2.3176
"651.55707",2.3131
"497.29498",2.3118
"257.17596",2.3042
"479.33831",2.304
"381.2265",2.2905
"273.17118",2.2823
"505.2623",2.2775
"385.12985",2.2764
"487.32018",2.2635
"300.26067",2.2615
"146.02372",2.2551
"339.21579",2.2543
"262.09357",2.2526
"363.20994",2.2445
"559.47318",2.233
"677.44567",2.2275
"391.24374",2.2264
"231.08726",2.2205
"323.09906",2.2162
"319.13145",2.2149
"287.07731",2.214
"560.47653",2.2138
"566.51349",2.209
"277.0931",2.2085
"315.20977",2.208
"396.34868",2.2065
"188.97117",2.1978
"183.06534",2.1965
"299.18673",2.1816
"294.11984",2.1815
"257.21232",2.1794
"147.02892",2.174
"116.92743",2.1735
"265.21745",2.1648
"257.12945",2.1622
"595.49472",2.1547
"555.44256",2.1499
"227.13965",2.1463
"284.25678",2.1439
"156.06567",2.1413
"393.2319",2.1316
"191.05349",2.1209
"467.29285",2.1198
"568.33066",2.1153
"708.55057",2.1138
"347.23635",2.113
"324.22416",2.1056
"247.11865",2.105
"371.23026",2.1036
"225.06131",2.1002
"475.26819",2.0991
"116.92732",2.0988
"176.05543",2.0986
"298.24663",2.093
"223.08212",2.0776
"254.06696",2.0764
"377.12507",2.0714
"473.25252",2.0687
"304.10437",2.0649
"151.02522",2.0642
"299.2597",2.0571
"464.30985",2.0553
"135.04396",2.0466
"179.10687",2.0411
"637.53192",2.0379
"270.25213",2.0372
"309.1743",2.0361
"165.02966",2.0347
"199.09711",2.0305
"364.87049",2.0149
"612.34767",2.0133
"277.21765",2.0118
"233.06655",2.0076
"144.04443",2.0051
"636.52891",2.0042
"301.26376",2.0039
"311.22312",1.9994
"116.92737741",1.9909
"499.32796",1.9819
"239.12624",1.9788
"216.04866",1.9714
"533.31035",1.9651
"295.22781",1.9603
"314.1252",1.9478
"255.1603",1.9469
"485.33898",1.9451
"246.96148",1.9264
"225.11275",1.925
"122.03176",1.9237
"388.30736",1.922
"613.52306",1.9186
"331.15574",1.9137
"115.00257",1.9128
"477.28222",1.9088
"512.31319",1.9039
"533.45525",1.8907
"188.03257",1.8863
"210.07679",1.884
"312.2265",1.8748
"241.1806",1.8746
"440.27665",1.8737
"635.52579",1.8715
"386.23736",1.8711
"339.20007",1.87
"392.21951",1.8688
"398.32762",1.8652
"283.25356",1.8598
"551.3051",1.8493
"360.27439",1.8333
"367.15883",1.8305
"257.12968",1.8263
"379.21312",1.8135
"273.11128",1.8084
"389.26994",1.7983
"316.25731",1.7938
"255.63075",1.7843
"258.03847",1.7816
"401.2907",1.7743
"472.24203",1.7632
"465.35882",1.7554
"383.0892",1.7553
"444.2816",1.7535
"534.45862",1.7488
"430.26224",1.734
"575.46836",1.7335
"429.19597",1.7334
"318.16744",1.7294
"381.22631",1.7066
"381.32069",1.7051
"568.5394",1.6921
"385.17341",1.6904
"573.45236",1.6902
"424.29085",1.6831
"211.13358",1.6724
"337.09377",1.6595
"242.22021",1.6516
"178.05009",1.6497
"333.28017",1.6487
"482.26587",1.6446
"248.11408",1.6355
"449.24428",1.6331
"412.28946",1.6313
"417.2863",1.6258
"388.25828",1.6252
"340.20347",1.6223
"275.18658",1.6218
"453.28151",1.6181
"459.27288",1.6146
"508.35602",1.607
"310.28339",1.603
"392.28888",1.6003
"110.02351",1.5968
"283.11903",1.5967
"379.24699",1.5944
"567.53597",1.5924
"462.2488",1.5882
"206.08179",1.5878
"482.35727",1.5811
"377.27325",1.5808
"281.23803",1.5772
"417.28743",1.5713
"189.03978",1.5699
"241.14421",1.5678
"279.23344",1.565
"418.21423",1.5608
"454.23551",1.5573
"215.10337",1.557
"400.18712",1.5504
"157.08602",1.5472
"403.27033",1.5402
"280.23453",1.5381
"521.33026",1.5368
"421.13728",1.5213
"289.09226",1.5188
"497.34078",1.517
"391.28889",1.5155
"385.16971",1.5066
"281.24872",1.5065
"120.9831",1.5056
"409.34402",1.5035
"397.16915",1.5031
"432.3117",1.4986
"537.3277",1.4981
"136.03932",1.4948
"116.92734",1.4904
"389.30594",1.49
"311.28658",1.4879
"311.16902",1.4871
"271.08842",1.4816
"511.30951",1.4745
"781.56305",1.4722
"314.27868",1.472
"552.20389",1.4674
"351.22165",1.4672
"285.18609",1.4638
"588.51027",1.4536
"265.14808",1.4346
"311.17651",1.4345
"162.05501",1.429
"283.11421",1.4249
"281.24908",1.4247
"264.12422",1.42
"188.0346",1.4121
"297.28021",1.4044
"96.95879",1.403
"303.1353811",1.3979
"157.01325",1.3925
"311.14047",1.3865
"594.55483",1.3839
"285.24375",1.3832
"330.237",1.3739
"165.01843",1.3633
"477.21338",1.3599
"263.14002",1.3527
"585.30222",1.3518
"412.34371",1.3478
"342.24019",1.3474
"511.31019",1.3472
"117.01813",1.3388
"631.49399",1.3346
"309.28032",1.3219
"593.55079",1.3209
"116.04934",1.3073
"326.18796",1.3054
"283.1552",1.2923
"338.31505",1.2878
"346.20842",1.2789
"169.04003",1.2788
"386.17267",1.2729
"196.06085",1.2674
"117.92748",1.2527
"505.33569",1.2506
"340.18796",1.2496
"222.04024",1.2479
"210.07677",1.2433
"114.93286",1.2373
"346.21112",1.2338
"376.22474",1.2267
"323.22066",1.2248
"344.21939",1.2247
"380.21646",1.2235
"345.20515",1.2231
"407.28075",1.216
"393.25898",1.2147
"329.23368",1.2137
"337.31174",1.212
"587.35888",1.2078
"116.9273619",1.2076
"159.06519",1.2068
"587.50716",1.2036
"457.25784",1.1991
"438.2944",1.1987
"481.35398",1.1979
"319.24129",1.1927
"347.22076",1.1918
"313.166",1.1861
"368.21417",1.1846
"517.31493",1.1813
"564.50775",1.1794
"569.54265",1.17
"681.29672",1.152
"328.25774",1.1497
"121.02834",1.1434
"435.23735",1.1361
"232.11871",1.1345
"682.30022",1.1338
"693.50501",1.1314
"451.30614",1.1295
"407.28067",1.1256
"221.06642",1.1156
"483.35965",1.1125
"347.22051",1.1078
"199.06041",1.0906
"339.20016",1.0893
"605.29772",1.0718
"432.17521",1.0625
"469.2271",1.0609
"192.06599",1.0604
"285.24369",1.0598
"236.09245",1.0585
"349.23626",1.055
"255.23313",1.0519
"233.0854",1.0494
"803.54499",1.0487
"192.05886",1.0449
"314.24214915",1.0288
"660.52945",1.0277
"351.25236",1.0254
"285.17108",1.0241
"182.04513",1.0089
"439.2472",1.0065
"471.265",1.0062
"233.1391",1.0057
"129.05456",1.0031
"220.08235",0.99052
"288.10959",0.98907
"377.17909",0.98348
"168.02694",0.96202
"520.32784",0.93807
"122.02368",0.9204
"515.26828",0.9149
"556.31722",0.91356
"245.06684",0.90525
"144.04442",0.9012
"503.2912",0.89058
"413.30659",0.88774
"311.29596",0.88738
"315.25422",0.88691
"565.51101",0.87029
"263.12917",0.86993
"236.05651",0.8664
"382.22989",0.85642
"305.13552",0.85567
"377.14315",0.85553
"429.23211",0.84905
"380.31737",0.84796
"116.92738",0.84209
"471.26723",0.83983
"488.24046",0.83749
"140.05354",0.83434
"338.27051",0.83264
"521.29367",0.83056
"286.17455",0.82009
"309.08338",0.81748
"632.49771",0.81378
"199.09697",0.80359
"281.08832",0.79849
"357.21809",0.79273
"506.31194",0.79214
"393.32098",0.7767
"231.0187",0.76134
"633.50057",0.75838
"498.3523",0.7581
"450.26315",0.75803
"317.15102",0.74676
"535.31023",0.74133
"99.04377",0.74089
"611.40891",0.7358
"199.13335",0.72524
"313.23847",0.72492
"446.2917",0.72477
"312.29923",0.72236
"321.21096",0.7175
"257.12951",0.71172
"312.17256",0.71108
"222.0404",0.70787
"363.21573",0.70713
"497.34894",0.70571
"375.10916",0.68704
"453.23192",0.68458
"116.92739828",0.66664
"782.56662",0.65576
"394.29648",0.65309
"200.1729",0.64549
"513.3437",0.64259
"296.26792",0.61554
"199.16972",0.60647
"572.49786",0.60546
"325.18466",0.59033
"224.0563",0.58688
"268.12734",0.58071
"109.00305",0.57187
"637.51732",0.56909
"583.46057",0.56804
"407.28079",0.56149
"274.105",0.55835
"441.12582",0.55242
"395.33627",0.55031
"287.05659",0.54298
"145.03978",0.54283
"437.29098",0.53335
"335.29608",0.53331
"424.27932",0.52788
"509.294",0.52389
"483.24248",0.51222
"133.03248",0.51039
"535.2382",0.50936
"284.12236",0.49296
"94.97941",0.49083
"144.99824",0.48677
"116.92733126",0.48109
"811.67788",0.47742
"96.95871",0.46729
"174.08768",0.46728
"622.54974",0.46573
"190.07146",0.45904
"348.22409",0.45882
"267.12404",0.45709
"488.9026",0.45309
"311.09891",0.44792
"274.00373",0.44612
"586.48974",0.44361
"273.0682",0.4434
"310.92788",0.43376
"582.4585",0.42022
"585.48644",0.41693
"631.49448",0.41615
"233.08175",0.41592
"190.05025",0.41383
"443.21119",0.41339
"354.30154",0.41195
"251.07767",0.40648
"99.92441",0.40611
"621.50742",0.40469
"200.05592",0.39819
"488.2762",0.39225
"237.08814",0.38545
"171.06535",0.37849
"302.15132",0.37594
"131.08155",0.36725
"238.07185",0.36057
"138.01865",0.34732
"622.5108",0.34488
"203.12837",0.3431
"325.23854",0.33527
"241.21716",0.33087
"581.45508",0.32889
"419.29357",0.32615
"105.01806",0.30561
"356.256",0.29869
"268.0831",0.29673
"315.18152",0.29593
"269.13148",0.29542
"543.33564",0.2938
"390.30125",0.29314
"117.92747",0.28833
"272.1199",0.28599
"464.28462",0.2757
"465.30484",0.27539
"184.06061",0.26787
"452.27899",0.2664
"313.23888",0.26223
"243.1965",0.26169
"317.15106",0.25797
"503.25336",0.25792
"359.22091",0.25607
"315.16769",0.24792
"287.15979",0.24634
"451.27043",0.2416
"611.46768",0.24125
"317.22527",0.23884
"330.20381",0.23638
"577.36453",0.23296
"437.26742",0.22889
"243.08102",0.22861
"576.47206",0.22564
"301.62761",0.21376
"182.05275",0.21233
"285.24385",0.20386
"623.51384",0.20187
"539.34103",0.19908
"261.06187",0.1804
"504.37006",0.1776
"353.16856",0.17323
"201.07639",0.16465
"239.20133",0.14635
"326.18771",0.14631
"499.32818",0.14373
"251.0727",0.13551
"307.11908",0.13498
"337.19213",0.13168
"309.20509",0.12922
"249.14963",0.12893
"331.23962",0.12826
"334.28376",0.12762
"394.33272",0.12191
"252.08089",0.10645
"266.15148",0.093497
"518.31866",0.089072
"325.18453",0.08011
"407.20324",0.079872
"342.10064",0.072494
"229.11897",0.072421
"493.33568",0.066771
"286.24719",0.065216
"497.31252",0.057595
"315.13561",0.053784
"116.92734711",0.048369
"313.27521",0.045268
"109.02828",0.045159
"269.24886",0.034916
"443.317",0.033565
"361.23651",0.026453
"314.24214",0.021389
"429.25854",0.015256
"621.54636",0.015035
"390.24027",0.014535
"392.31747",0
