"Sample","SA1","SA2","SA3","SA4","SA5","SB1","SB2","SB3","SB4","SB5"
"Label","A","A","A","A","A","B","B","B","B","B"
"356.24335","1763749573.30436","1518526633.32877","1722331534.83644","1660364790.09545","1521860889.39915","1407717525.74723","1645496907.00346","1661834904.17908","1630872288.64196","1644626735.2802"
"356.22822","103856963.25527","90538493.50587","86363378.71771","85919013.59353","90689794.39746","83289712.43335","91533819.0995","89489716.80381","86677761.61273","84326783.82746"
"356.24367","1337622.99433","1327751.35435","1084712.71941","1764644.48752","1194920.14789","1554176.85546","818124.10006","1939247.54158","1221978.45357","1116613.04637"
"356.20562","10597115.02939","10721079.91499","8996053.14622","8980453.83593","9599240.329","18268422.39798","18747782.97005","18331693.11048","18367935.24243","18431670.14713"
"356.16927","7466300.23043","7449292.28089","4321630.84034","8458536.07541","6419924.2196","8403100.28074","7908487.36812","7431988.24917","7031780.18816","5324912.9372"
"356.2494","53044709.39901","53282144.84974","52267556.24981","54258711.57546","62147603.44925","8698012.00412","1550448.33546","56329.46838","5017.09473","8184.02864"
"356.2496","2818155.63266","7831912.17885","13987238.32017","13712752.56614","22266908.68569","16474763.8104","16176964.79127","13944321.98457","2199845.71068","3021678.58999"
"356.34376","6160835.93601","4468261.74891","3471881.49713","6670068.13197","4003046.19538","8635282.22239","5453849.36349","6664871.93634","6563718.59809","6028744.50317"
"356.35286","3225629.11965","2233752.77774","1827067.62592","2975965.26025","1857037.99312","2585299.38188","2141739.06926","2982947.70679","2974470.0889","4011675.73817"
"356.29142","5453367.91796","692257.44881","819989.85604","1978644.38244","761202.72339","1295373.11613","1747207.65756","915458.63345","764742.54727","1586796.63615"
"356.35272","3290677.01764","2028038.9719","1057974.7616","784064.90297","949772.74877","1102094.80155","459162.23736","53191.90595","10657.52619","46847.88356"
"356.35307","148358.73594","216811.41834","148721.21513","125291.60994","297290.23216","1614020.69268","1003980.88182","652090.96765","784105.21625","1235121.49841"
"357.06162","6941334.54731","9354024.91094","6712245.57414","6902939.35008","9674849.07641","9339024.48557","6542766.97127","6560857.28935","6385192.35023","6707096.35385"
"357.00688","3288493.33006","3408880.12576","3468742.07119","3905059.44255","3569345.12384","3330611.23628","3494618.12903","3815038.62052","3813646.29808","3962451.17144"
"357.12528","88247218.35355","101859344.96051","85798976.08523","86027084.77014","105577507.45664","98139435.15664","83728112.58222","82799972.83993","81964789.87713","81687967.8836"
"357.16943","1923363.75793","2021599.81337","1937291.93604","1988657.59159","1953785.8281","1805583.70164","2236795.39063","1912682.05524","1918300.99153","1858547.56446"
"357.2318","9909938.14929","8687230.53571","8413127.99645","8491404.45804","8726045.56418","7871883.54371","8623399.97701","8499584.47321","8068810.10524","8037665.66363"
"357.18156","2653806.68483","2558748.34308","2336135.19802","2397072.94504","2446316.23223","850097.74738","1077196.32582","1399584.9452","1816220.2052","1853092.68719"
"357.19602","30452638.046","34187371.40189","39674118.1264","34381237.88098","34233255.38846","120989479.2702","131951235.3781","105318470.97369","60992144.52017","100898874.6715"
"357.18147","3487730.89258","4622921.06419","6500286.55464","5971212.49743","8725860.25501","7244454.42969","6421508.68757","4178591.90479","3629206.32646","3454206.34889"
"357.24732","188537.51279","207839.13025","139969.24789","321328.10152","167191.29514","154786.50941","77796.29727","322213.9599","193551.29935","126158.11689"
"357.14591","161131353.10685","159987026.17898","151519598.96923","156256102.91422","157913252.6699","79452993.26364","59885122.66069","22542606.79517","396619.70837","2315331.10594"
"357.14501","4674413.93045","4821851.02095","4346144.46108","4321733.9633","4248246.1902","5007873.79294","4394261.14918","4379311.69564","4289154.20042","4433289.89462"
"357.24673","371931045.30623","317722785.51863","362594055.14659","349317537.68688","318135779.03168","291386381.67751","343578054.98551","348251892.23927","341443867.62252","345772058.17629"
"357.34811","479434.90015","1124663.07455","837466.95294","851443.33197","890428.83253","1182364.98488","1070794.11997","1123456.87871","1129406.90298","1076629.04712"
"357.3563","736228.38422","373048.73295","282688.56443","514164.80746","250530.19722","451995.98826","439443.45077","606805.6076","565887.17455","779656.03706"
"357.29485","1052122.63923","45988.5684","172590.46785","213815.26621","53763.7061","200291.83913","283296.79281","91942.71853","75467.17131","242099.90545"
"357.35592","746653.13912","428638.59514","219388.54576","135240.14532","126831.44147","117473.72365","21411.87652",NA,NA,NA
"357.356349","56919.69433","49192.56692","44445.12804","38585.72851","91717.90715","343454.61791","217403.10548","83597.32817","60108.49233","255698.62054"
"357.27946","7197402.71479","8834778.93958","6868826.14526","6703807.17682","8875861.81012","8032902.36523","6386747.63351","6406538.27253","6262732.19091","6436556.14367"
"357.67109","866780.90026","793853.22245","738642.19157","693944.33169","815776.37652","320022.29418","753184.24412","663188.76504","757054.80346","385508.67863"
"358.06489","1040486.93018","1479691.84686","1146300.43066","1058780.33561","1631266.18492","1554541.6015","1088820.07526","1118736.70649","1039988.849","935764.0675"
"358.08466","111982228.4951","127387921.76465","108635765.55544","109732444.54761","104713983.52124","124482784.06929","106215783.12119","107138940.68335","107559509.52998","108018533.33977"
"358.00143","20705422.49368","20730245.92898","21033117.99004","24625543.56922","20989769.07548","20454688.41013","21690793.67802","23258597.17103","23298956.25289","23561303.91806"
"358.12815","8714434.0573","10081490.15623","8600444.96309","8628102.23151","10390605.10482","9642859.48841","8306231.72324","8272449.37935","8094085.76896","8076098.92456"
"358.24929","46521746.65568","39852979.36306","45742888.27703","44227485.56124","40220182.53399","37129238.07806","44361070.30894","44359849.87608","43796157.31143","44373339.60187"
"358.14431","173803237.21273","184859011.68358","157922918.31025","158565438.09333","179391798.96797","187373238.40238","169479331.90702","166325330.08699","166206886.73531","171541008.05177"
"358.1568","25394739.66313","28219768.7035","25648113.41091","25458272.39313","25822652.74333","26456572.46274","26408273.5368","13882158.80718","27167001.31696","773648.06307"
"358.20191","107562701.88185","112088538.24346","109064697.69392","105871631.75365","105811005.11203","109743549.86016","103941704.42747","87918342.30864","74733932.60521","74367074.4009"
"358.19956","1964157.88815","5727190.92474","6673059.79626","4730088.81031","5809213.66161","18567673.67794","20670204.95021","17627409.40631","9548381.45207","12420652.42342"
"358.18505","329465.94044","964356.74834","1349346.46102","1271741.97697","1847709.30264","1540353.33461","1352523.47577","811703.95821","380325.49071","505509.28482"
"358.14918","34163916.49495","34090882.48134","32053067.63056","33194064.02456","32946619.76934","17078815.81927","12404451.58406","4679369.92853","326691.67343","375572.93676"
"358.18531","497506.76006","445386.65498","227176.69934","380042.47211","414656.06574","82771.10972","109078.04968","102800.8868","257612.32263","259902.48003"
"358.27462","4848652.12788","4643354.46617","3598015.1905","3102602.93075","3667288.77433","3894882.44798","2458451.45174","3021826.35841","2878282.73675","4828919.77756"
"358.14809","767741.05514","780850.62448","716197.49425","667490.61129","593542.25083","807715.87003","652472.97011","729521.65816","709603.18067","698047.02998"
"358.35157","24781.20235","176758.8782","133710.48732","121788.14836","57448.39664","239934.49847","178409.93575","84815.65257","183128.42393","113077.09765"
"358.36847","21524948.69728","9658224.33248","6760711.66257","7304868.24073","8811158.2743","3966670.85784","1482906.7548","113441.11775","276386.72284","113635.26909"
"358.36875","6530962.65387","10539320.70749","8792467.32913","8286424.65767","73892.72282","122960.39123","39174.0969","86794.3972","3567.5961","80304.68263"
"358.28266","1825997.76394","2281741.32052","1806022.84457","1706415.29177","2205245.92754","2158457.19406","1590066.32751","1670944.93251","1591954.88101","1624687.37203"
"359.06939","4793216.36513","8187096.64663","5097259.75553","5220502.82605","8310556.51312","8159416.65422","5053429.96065","4995490.10755","4660463.74628","4590193.69075"
"359.08806","22364580.06674","25352840.45411","21607542.04134","21890734.98528","20791358.00244","24657606.23854","21104070.16434","21414559.9871","21473034.98611","21558330.16443"
"359.05846","1860097.97026","2836613.89791","2094279.9295","2017631.32562","2975154.86533","2821924.49618","2090136.39752","2028075.17949","1972978.17116","1974964.21789"
"359.16033","3827580.58453","4270105.68407","3842134.24647","3929130.26435","3887400.54728","4103830.02914","4423324.77393","4815549.96145","4504011.61949","4872013.27387"
"359.16404","45701306.42878","51647918.92177","45491497.22094","46608368.14361","45413116.46437","45251486.85118","46241937.28684","54827375.20289","48023633.00764","48534402.43715"
"359.14033","1774207.9433","2696239.15309","1933192.72342","1861160.38165","2799354.7925","2827406.74721","2176014.11416","1904788.59517","1995248.56233","1948123.78128"
"359.15066","7042660.89203","8680290.01559","6475041.0778","6394419.04059","8151013.26169","8626491.06457","6652987.3537","6532271.21216","6465749.45127","6491150.46216"
"359.14767","42272283.20585","44684073.66884","38053082.21606","38325486.87561","43400826.3196","45643231.70156","41148285.40226","40559521.40276","40678240.59542","42055150.9203"
"359.22223","17252059.85629","17048054.62472","20215548.18719","17519281.80102","17155281.72934","16072391.58543","18960402.65844","16697907.25323","16555536.09942","16847505.61102"
"359.24478","16719744.9483","17947549.0408","15595544.20077","14695397.53484","16363497.4123","19233906.7318","19392664.39273","23586850.02984","22039365.3024","23887605.95668"
"359.1971","128761326.122","132740997.47399","119609669.26026","119934442.95635","118437975.27902","123783526.34837","123033391.12978","121782819.6864","126013821.52437","124848710.424"
"359.20532","23669740.86091","24229056.5876","23344992.16519","22895131.92576","23832056.38539","23555519.22183","21002416.80764","18952368.09785","16728900.31996","15190807.62977"
"359.15213","125953.26165","163407.2274","289656.18013","186345.88918","247684.89836","11990883.90232","14334471.03317","13471225.74148","13523738.13361","12673374.23654"
"359.14138","12460640.50587","12875683.90212","12038232.68275","12586638.0532","12656887.00693","6545074.95606","4494023.26974","1407765.70877","172492.61738","37789.19587"
"359.14153","1262264.71399","1394566.3891","4517028.80284","2944242.8619","3924504.49719","11067404.22482","12719292.30834","10865380.60072","9566578.05264","8418204.59599"
"359.3162","2598393.73683","5477249.9993","2841615.3546","3082388.57238","3139538.65715","2815968.96182","2852955.45151","2664893.47695","2933585.21108","2970007.42108"
"359.37206","1532188.72422","2394451.36491","2031780.42522","1948657.84312","2247787.88064","5283.81681","958.57053",NA,NA,NA
"359.37184","4988166.81035","2294496.92705","1618833.10924","1712195.6317","2102610.27914","617009.74745","183572.0443","49646.0348","18006.65699","30744.94579"
"359.27811","1130756.88621","1069149.86481","774876.32358","432893.87814","866527.66989","962423.01505","607037.11666","770521.17934","706304.73521","1097386.46334"
"359.2858","195731.71788","228108.20596","170144.35443","130514.01116","199385.06649","148082.59233","134914.55399","164516.51211","93892.89045","104471.27625"
"359.64185","722396.13905","1036326.6969","735170.05069","637113.26296","1057614.6498","1001014.52396","850279.78118","788846.09654","687290.90135","789649.53772"
"360.06288","6215830.03142","6074486.44031","6015863.60747","5734594.15092","5706664.16094","6141565.26062","6065022.62852","5876601.23399","5823653.42473","5870263.74329"
"360.07273","703220.01669","1323822.28305","873727.34477","844811.63244","1347264.00369","1215848.05734","827983.81668","835196.95473","710860.30043","727287.01607"
"360.08144","34012798.45961","38758417.93048","32904406.88851","33258551.30442","31814921.31543","37637276.67362","32091745.61877","32462186.30608","32657528.0074","32877758.05832"
"360.03487","271855091.14269","266452091.03125","268951928.54672","261424987.46225","272840964.24821","783454.23847","277825371.74627","1060635.45717","276043502.53354","762266.19456"
"360.15423","1520051.51163","1718579.00572","1388060.87996","1311798.97975","1780031.15562","1811835.05676","1464051.66798","1411720.97179","1341409.91374","1269655.38782"
"360.16758","7865733.88164","9213924.30249","7882407.66809","8225250.6486","8098550.6198","7798890.46388","8079969.76038","9528467.43861","8368243.90179","8653875.17619"
"360.15922","1453945.42982","2430683.51926","1585605.00978","1569471.82742","1606131.88635","2320292.75272","1621996.86142","1422542.08682","1467226.4571","1465186.89988"
"360.15067","5303917.0178","5745104.97428","4870445.07823","4912558.82689","5513261.31778","5816513.13151","5189877.52591","5084193.40365","5132580.22967","5381915.96821"
"360.22566","4097863.17707","4050827.92794","4910251.20331","4182709.789","4026565.71156","3891246.9366","4518589.43397","3952881.3029","3653406.32945","3543659.12101"
"360.20052","27041041.67187","27688853.20491","25610731.16091","24892087.0881","25033134.24949","25998656.1886","25489703.23748","25516437.91644","26535074.87994","26133658.84086"
"360.24838","2491182.39197","3189626.72501","2609199.7159","2884140.87107","2928603.62825","3305886.49735","3689111.96821","4676860.26437","4208503.02932","4176227.01315"
"360.20821","2401140.1609","2847970.25235","2717275.28035","2622002.03453","2450975.00851","2616090.8947","2301520.05919","1951790.67169","1551962.44868","1347955.39803"
"360.1923","4959957.84269","3472459.32414","3042903.76751","3070624.00552","2565115.30796","636116.89486","478314.91408","1666097.1366","2913080.01197","3928576.06981"
"360.15571","1936.89074","2082.4625",NA,NA,NA,"2122111.26571","2624781.62904","2388434.74775","2514159.64076","2317479.38838"
"360.14471","521600.27658","901620.13004","1305183.92849","1419643.39174","1592127.77839","2420992.96962","2717896.23651","2138750.37876","162885.20889","70881.63528"
"360.29345","8823798.56828","820207.21561","2883510.80697","3219543.53367","2090771.09084","3262678.21714","2815576.89817","3059338.83877","2798736.79205","5885576.91372"
"360.31933","390220.0964","1025718.02126","462274.29099","447180.20453","482076.29925","467232.64701","403269.49577","464358.30591","384537.90097","472693.28668"
"360.37514","589128.81811","220514.21339","131846.48242","140475.29648","75779.155",NA,NA,NA,NA,NA
"360.37518","154926.63469","267777.44253","194562.97926","210650.70781","246079.80034",NA,NA,NA,NA,NA
"360.66085","637055.60954","957645.19567","612058.20335","703418.0721","703606.55831","1055750.92163","656381.27753","631345.55119","620943.63129","498554.85265"
"360.72053","2398273.68002","2463954.72511","2493926.92159","2385818.59505","2383807.42898","2330216.50619","2369339.09649","2694912.38061","2426767.96206","2376065.9185"
"360.97882","2164805.15656","3309712.0494","2381288.57633","2255846.37329","3427597.93012","3165905.86335","2199387.62679","2088765.68194","2133273.62821","2106499.31533"
"361.06635","1276798.57892","1350680.93191","1187087.29526","1186494.13343","1118828.12555","1214829.40992","1197949.99218","1216427.24252","1149637.92266","1076745.51617"
"361.05112","73878788.14493","88389262.73405","71328135.6014","70159794.96189","90694141.62224","86361808.85956","69821825.07518","72031283.41861","69471070.18909","70243401.3958"
"361.12044","11689462.48999","13872453.33037","11222838.34826","11140375.29551","13727170.44043","27384741.66042","23775527.47708","22538733.34534","22376987.44915","22605561.20558"
"361.11014","154069348.25496","155351087.8435","160454078.33304","158528921.24979","159450054.94968","150590013.26128","160603396.75419","170309794.60702","180441307.90614","183455995.96625"
"361.06483","40165546.94647","39153173.17503","44723304.75584","39762379.44174","37870786.70913","46219669.45587","44428191.11899","43445233.09435","42334931.93451","45460667.51487"
"361.03833","43689378.69224","43030470.89715","44261794.79984","42413139.59152","43404712.75077","46522118.6239","45389990.56168","160104.40905","108600.67493","44264786.27543"
"361.19891","148723243.86851","210439176.17796","143076594.86667","146176875.3602","205628280.65059","207993452.87324","152861648.0975","143523774.01304","144826203.58948","145025953.62073"
"361.14399","4084130.68613","4738664.2459","3974729.97936","4013726.4886","4699014.18882","4620166.3799","3756848.73676","4090445.00309","4046635.03436","3992097.5733"
"361.1677","2087835.72766","2312454.39072","2245697.043","2127097.60825","2110725.73642","60374814.46424","63064697.5987","72849892.39564","66046449.44496","68091738.07315"
"361.20149","12673152.52991","11928220.97852","12257659.45263","12037070.82452","12421332.54615","269559773.6254","280753412.02135","286816228.98615","292572136.09738","295366090.17071"
"361.20344","2431605.03459","2994385.20274","2683644.24842","1392158.97512","2041740.98805","2645783.37357","2938883.29186","2704441.78898","2794531.26635","2911376.48198"
"361.15959","601156.01051","1452266.60471","913656.87408","868215.85937","889124.68804","1295599.24923","950199.00311","839899.97219","1000800.05462","998237.04208"
"361.22232","1024708.06288","1096324.80683","1057065.70808","1080845.27311","1045023.40827","1022438.53799","1053305.1841","1242541.12019","1124008.96939","1209938.63182"
"361.16975","5280582.12426","5247959.89733","5470119.2707","5286423.4937","6474937.56879","5164218.90011","5480975.1124","5703832.506","5773738.68914","5852222.69651"
"361.19549","884491.05376","379258.62968","433222.98872","363480.79503","253368.39697",NA,"6776.82644","7019.82901","67903.57718","788373.15323"
"361.29703","897884.53574","47950.18419","364671.85409","583680.72331","351870.62006","395398.1586","492618.69331","543076.90654","445015.39396","1068049.14347"
"361.4803","770584.32421","1193244.82874","793859.99365","906188.59162","1245517.35472","1117520.28454","806194.81946","785555.19873","742992.5676","775134.12106"
"361.67136","2223671.65947","2196841.44692","2233921.60206","1072160.13651","2632141.23705","2036113.15781","1847864.48304","2219684.25934","2249956.0367","2364753.24551"
"361.97775","4136415.8103","6156693.33831","4478625.72599","4476475.43453","6268934.01261","5870241.61275","4170470.19091","4236366.89577","4136454.44631","4025278.94587"
"362.05458","13556660.82965","16341171.05224","13305250.75771","13016944.60368","16642784.63115","15936642.99871","12955459.41214","13468949.69302","12873048.48035","12890332.02612"
"362.12385","2366548.0545","2890407.36028","2295996.756","2318527.15954","2931748.30057","5379087.7984","4941813.71286","4706299.63902","4703575.10126","4851187.92899"
"362.05812","13884037.07802","13891807.58796","13991077.42925","18733658.5684","13837856.28283","13691426.57602","13671277.01785","13198488.82393","13015364.99679","12991044.50334"
"362.11366","31607793.26269","31700257.93198","33292207.59021","32453856.09036","32708750.21412","30853962.65457","33127612.6511","34890717.82229","37354819.99626","37894306.25742"
"362.06817","8518380.91376","8292414.72459","9614304.58287","8400077.40963","7981771.40706","9803036.45514","9408048.65487","9173751.49568","9203554.47815","9508322.24001"
"362.10625","9175777.48885","8363913.8458","8180433.10827","8153629.04895","7931224.12557","7205786.71894","5695744.54881","5198164.85915","4857532.40027","4878460.44795"
"362.03266","264382573.01198","263010539.96715","261656361.62641","255261489.51908","268012513.57519","281862468.28232","269951079.6578","265436231.56541","267942083.15293","266989124.15497"
"362.20195","30142405.5375","42125974.62323","29463240.59444","29672898.26528","42157043.34018","42526922.83715","31639035.37927","29481161.5291","29869023.97041","29714547.58538"
"362.14721","963984.69484","1107373.21071","938670.32646","946578.1291","1167218.90765","1108360.06853","921111.78148","971356.20332","951319.83251","976717.24319"
"362.20478","2871794.83174","2642359.92256","2724396.82452","2706940.45557","2760388.60859","60569788.71779","63153142.91656","64685029.27825","66059842.64207","66344815.26521"
"362.24838","20895775.62075","19785102.32501","21815906.46292","19172394.5284","18474918.95647","18207844.69854","19762838.84154","18533330.03643","17422073.90342","15973170.28578"
"362.17129","133053.96886","272273.39576","160642.05895","227056.33672","90992.51971","11219788.51056","11655043.97136","13278722.99935","11941087.24151","12450100.34104"
"362.32703","184160967.06127","12043924.5615","20366159.14669","25839555.70686","23520551.78336","31215166.40691","3368619.17063","2262199.49998","1621478.33432","1087213.01776"
"362.25573","155398898.95065","138048752.41099","125921333.40977","126633334.03414","127169418.23092","125773725.369","122999142.54553","137342030.2575","125218080.559","129560764.52926"
"362.64394",NA,"21188.16162","22160.9166","37223.24897","42824.34402","160328.56268","96633.78899","123013.62199","146757.33216","141962.28707"
"362.98423","5717312.93243","6114954.04891","5791681.16868","5464210.32603","6149837.51525","5777950.09219","5461854.97016","5664337.8412","5186810.14576","5403181.72835"
"363.11721","3237012.99886","4305551.51971","2727903.83944","3438435.06939","4070291.92649","8361522.59348","7396222.83179","6950681.90535","6814299.18017","6839539.55444"
"363.11681","3487304.36599","3421019.12411","3628946.85552","3470377.07259","3401036.38487","3285339.80751","3662241.87485","3846138.97519","4068861.56617","4093992.03927"
"363.06148","1365199.04601","2565282.40371","2932731.95348","1642911.5265","2988311.43127","2912292.20835","2918792.35923","2901477.28026","2786656.9613","2842201.23297"
"363.08673","11810265.24923","11770063.05461","13374874.68522","11901389.25654","13266400.04441","8813989.52514","8466297.87671","4483393.50221","2086768.38645","987223.62773"
"363.10953","1605121.56907","1086046.11177","1367250.10278","1474081.29874","1263441.02779","1269094.66543","633472.04184","355932.79048","287139.07401","306072.3918"
"363.08677","2342984.15719","5568234.7614","7759498.14895","7176765.00093","8566398.65705","11423567.35266","14696066.91474","12571927.3287","12606231.42511","13054148.96788"
"363.14687","16790590.1955","18155886.00486","16497144.71706","15496870.28128","16264257.77018","15871078.48734","16257582.21951","18431496.75327","16795486.85717","18397706.99779"
"363.1458","322023882.11088","337714422.24473","299097704.96834","301807435.41801","297222179.43021","184423484.80627","166429334.43938","164445418.1045","171865671.0842","181133612.8974"
"363.16205","177092864.16005","173670915.71152","171110721.34945","173721573.75023","192398966.085","198176138.9816","169923882.59605","175542539.76387","182905228.70956","179184336.81901"
"363.17085","10911920.36435","10124285.39273","6076359.26246","6713988.14578","4079005.38869","2645477.49644","2050633.85285","2307506.41678","2922374.2115","1640079.55754"
"363.20505","3231687.3773","4745553.2245","3366022.45481","3673886.03474","5085440.89176","5301134.96983","3863804.73308","3016565.1407","3211360.59278","2872018.15275"
"363.20755","73464.3068","110243.38195","105500.73538","83165.11048","75925.16054","8189375.98407","8487391.42935","8508123.93708","8909427.88892","8996496.42746"
"363.25931","29334583.93279","27141408.97026","24450173.74723","24619803.19527","24374282.98881","24554843.38503","23447932.00983","26866688.91758","24752546.82052","25665376.63647"
"363.25174","5663305.05737","5262555.1422","5720848.87763","5148452.81061","5024774.53941","4827487.55785","5152813.96144","4850064.98533","4630686.80207","4291024.20262"
"363.3304","39001598.89088","2554541.9999","3630740.47551","5523327.76853","5079162.17553","3717655.56938","299143.61899","162856.86989","427471.01033","182850.81966"
"363.31088","7846708.06653","7771095.95232","6967036.74516","6924204.54466","7020055.84258","3731302.58273","3478813.0805","4052146.7508","3881307.82854","4161124.98849"
"363.98913","860486.78507","831650.16847","680715.82068","619489.90531","972322.14143","975288.40488","886066.03698","725955.4196","789651.19994","949432.13374"
"364.07433","7424671.32214","7428906.24171","7034006.91032","7058134.80959","7262823.06597","6555086.38758","6200091.11589","4022084.34665","4641795.2013","4688724.68999"
"364.05492","4087498.63396","3955449.8882","3857864.72006","5397450.90304","3990456.06256","3953914.97023","4047163.52297","3952126.95418","3709265.32177","3782006.73348"
"364.09503","350801040.6598","341694980.95","338620853.25288","321139069.53195","332667422.83446","316315372.78866","383586.26084","704110.15461","923507.54495","1078782.96278"
"364.09004","2619318.68287","2678892.43445","2970658.05089","2664108.18547","2983978.2839","1484534.85486","1432442.03081","743781.43466","212450.12762","103708.10756"
"364.09","650862.04518","1170590.96968","1629986.66165","1547111.90628","1847245.51922","2573203.18883","3202022.50508","2782945.55492","2860855.03959","2980761.622"
"364.08543","1204122.81428","6805607.82015","20379110.16277","17657235.07614","35267332.25648","176281211.74094","210154962.80597","194257324.9892","64821586.19125","4569193.85741"
"364.1505","2672023.8123","3042751.62885","2649114.57198","2464648.92226","2812222.24609","2814510.38297","2649526.21702","3040087.9343","2884740.62468","3068165.41873"
"364.14919","66199765.33495","72912796.88841","61052684.53312","59934583.25905","60466996.18734","37898064.40741","34086218.99155","36707946.11151","34877208.10503","37292863.97099"
"364.16555","40299102.4188","39706195.9438","36793103.95302","37593741.32492","41688451.77031","43071290.3828","37613046.67472","38828907.10176","37274448.73718","37485454.26112"
"364.17437","2529842.15439","2357942.73061","1306424.98302","1514744.78649","928597.10463","566312.891","442914.06153","450347.52824","583699.20943","433032.84793"
"364.23351",NA,NA,NA,NA,NA,"1785760.76533","1555803.46518","1503272.91453","1468635.28696","1425585.67587"
"364.2137","25074405.90073","25180358.17903","25007600.59296","22686024.90558","25198737.14584","21199263.77076","19965346.44988","18073338.10942","21251051.02339","20663647.31714"
"364.34285","10905989.50016","8855737.84737","8260564.27069","10688823.01977","10370976.8598","5251373.37927","6654016.37074","7262826.2362","6783820.2477","4961573.35429"
"364.26251","2477633.02277","2028490.83315","1663111.68537","2087908.76112","1641186.75398","1960401.89008","2109708.01387","2485190.54517","2039299.14876","1881788.64706"
"364.31428","1426771.27387","1530751.09781","1207990.32902","1199178.14748","1243806.54788","641705.455","596495.51802","714813.9287","607351.45846","728872.35895"
"364.98151","5577477.5841","6110019.35346","5361750.80756","5452038.4076","6020518.03583","5515798.0911","5110483.30573","5075909.22023","5388248.16344","4991331.07799"
"365.04487","6988677.62859","8280951.56368","6645502.67889","6562617.11035","8564420.7875","7993954.14027","6677206.87071","6865021.17949","6465454.27504","6526345.29905"
"365.07758","1629168.70677","1613623.15358","1662229.59433","1524731.57255","1662521.02834","1534433.09324","1491918.33919","1241435.9847","1211584.39813","219662.26361"
"365.09866","68338697.2914","66787377.24223","65627743.9153","62265461.74693","64350770.29497","61598143.3378","62670154.37977","62815185.44108","62580893.72184","63438135.51472"
"365.11112","2659074.65655","2627106.87634","2489329.15844","2592146.94435","2517415.6101","2475305.02476","721727.84126","71091.51033",NA,NA
"365.11127","5103584.85239","9832581.48488","11201508.15214","9672588.00613","11349435.17604","2412736.39934","286791.62585",NA,NA,NA
"365.089","315521.41016","852243.83034","4278858.66521","2787540.02963","7400947.43856","36383097.40786","43203911.45754","39770156.3046","11950497.90775","39028.57695"
"365.19665","27430674.75556","27756134.66196","28043635.59849","27874476.65082","27511050.59976","32607135.24393","28802719.08144","28858789.61656","29299452.86925","30112277.74761"
"365.16151","125762706.74453","120649693.08974","135197972.4804","120052473.24706","119483472.94559","116190253.53604","131957905.66606","117348250.79538","117063081.32314","120300676.15549"
"365.16911","4182447.13889","4158148.89147","3868716.95187","4173051.94117","4401923.1061","4614550.38977","4090137.98094","4195415.84942","4037871.15904","4093493.19154"
"365.15216","7888265.1353","7679501.93077","6725152.86604","6606192.63551","6815115.43398","3128404.79154","3265087.15993","3818702.65744","3308301.07745","2807959.98297"
"365.21749","5662911.51803","5330332.46243","5422786.17985","4914463.88307","4908912.61412","4973989.2037","4138957.82534","3394021.67649","4209655.43914","4530047.40643"
"365.19758","259527568.67327","386555044.30506","391723446.83676","414384086.81109","458137676.60546","347418737.10288","124421411.48544","52769592.18521","78105.47048","1178501.34784"
"365.23726",NA,NA,NA,NA,NA,"98873.26311","151499.24561","196554.34356","160939.21264","171829.12613"
"365.34633","1967908.60259","1715317.66342","1700176.09323","1808941.72013","2133243.5477","750613.0851","706615.93847","970019.82051","775319.51557","1051627.48252"
"366.04853","1258218.34013","1522342.85719","1245733.27592","1246581.34098","1424479.2097","1538536.58775","1242071.79678","1200798.07389","1181282.32305","1226207.84113"
"366.0301","63697478.53408","64543897.06498","63886049.43654","64412735.71598","60646232.90148","58028843.3843","70158429.60634","60268021.88414","63207056.92226","64229910.63252"
"366.07121","2069180.42337","2175482.65772","2034624.53446","1943681.21015","2128561.13945","1916545.02225","1598054.76586","1874932.36329","1304548.31964","1114408.83677"
"366.10219","11038504.224","12225928.17413","11359003.04793","10623803.20779","11034381.87181","11283799.07294","11818007.61845","11973328.14803","12367688.97521","12737786.53126"
"366.10596","973845.80667","1821381.54378","1401582.11202","1386233.04969","1734957.39309","1529363.86872","1379411.38691","1405875.97264","1374409.80347","1176603.35972"
"366.09216","104170460.51142","105941746.55","104642057.99089","99461880.27658","102413456.59639","98118927.81557","99499272.22743","2047852.21651","99702771.63222","100793266.1049"
"366.12423","3105808.3643","3428062.43926","3056386.15075","2975891.31816","3226094.81463","2716619.62019","2151189.45202","1528304.8184","1093092.48159","787804.0193"
"366.06481","1872307.2755","4080397.10344","6685031.84447","4822948.79199","5130611.58488","5894755.29992","7799936.05162","6156199.08681","5986889.09791","6141660.0143"
"366.0821","52484294.09325","51067899.51897","58425490.72832","52508515.67755","52003213.37947","21326314.739","6960972.3918","436731.19481","2656.83107",NA
"366.11503","414537.20273","326676.14394","319593.89744","359112.00328","299149.68252","140499.10599","14053.5007",NA,NA,NA
"366.11486","738933.54601","1684948.00202","2051176.64001","1797763.26597","2181592.36738","400531.70428","13591.66125",NA,NA,NA
"366.08235","351689.92218","1688668.21036","5806893.26793","4363906.31012","9904989.2838","52969462.74408","62791534.84013","58281736.56264","18685024.73966","1746417.56399"
"366.13896","111740370.09814","111525846.16707","111090142.27857","107729797.83059","111412073.75","110341604.13308","113678201.50768","118259564.04297","119958157.857","121781629.8"
