"Sample","SA1","SA2","SA3","SA4","SA5","SB1","SB2","SB3","SB4","SB5"
"Label","A","A","A","A","A","B","B","B","B","B"
"865.46124","2647656.77868","2798044.46236","2897189.76875","3600065.38316","3084839.58199","2283762.38221","1659898.90469","673100.76213","301575.75308","162534.07832"
"865.4968","772025.34742","771277.54628","1100945.58159","717688.70676","815619.35722","142652.45896","27845.74805","3364.05595",NA,NA
"865.46146","307104.52671","687216.33049","965738.92387","1466217.715","1542796.62252","2784978.92598","2689356.17505","2649843.20499","2631821.86877","2649154.67456"
"865.52026","1990081.82645","2022051.01339","2086244.37889","2042564.52483","2344918.91569","895299.61789","521353.39273","13420.23363",NA,NA
"865.63085","1071349.83069","1199228.69919","992167.95091","1087530.19947","1168325.31608","416851.97688","306617.6329","293527.64891","338872.85305","282813.44889"
"866.10404","356916.74181","398883.16987","291765.52582","293839.36905","328714.17581","302335.55042","244604.13163","211868.67113","205830.01205","212233.03161"
"866.38439","836839.63293","1008229.25396","817343.44044","832376.02426","1011366.61931","932641.14795","615754.31171","475682.34561","350757.04779","245871.69065"
"866.46448","1384231.91563","1462774.17754","1310193.85305","1879535.86707","1502006.79387","802144.2688","464283.03114","130062.31632","94644.41359","53609.93135"
"866.46466","126871.08748","329008.0848","468496.83868","771951.88757","822717.02744","1424243.10242","1420035.13989","1368473.23711","1384220.80209","1348670.66295"
"866.49971","248081.6593","325518.29128","576308.032","337112.05299","382882.4736","54157.13489","20876.66976",NA,NA,NA
"866.52311","1144149.1512","1082253.3234","1206015.67804","1107438.95289","1453028.39271","381335.17243","147457.4616","1566.75209",NA,NA
"867.09865","644025.79153","666144.33408","532252.19084","597075.8728","485828.62111","582871.91936","415393.60024","402270.84891","468272.98485","164797.93326"
"867.37184","1450503.39923","1467291.0365","1553855.30809","1321088.11216","1563785.03613","1665630.57617","1856306.11593","1824406.85174","1879767.15767","1955181.93007"
"867.46761","356380.9584","315156.42504","371355.96909","216819.8505","374239.96219","100990.71848","32670.22933","1884.13529","1889.07025",NA
"868.37583","796906.78564","681434.54143","743084.35164","769630.06265","767720.71257","844690.3551","937353.82075","748182.83076","869027.31525","928961.75873"
"869.30987",NA,NA,NA,NA,NA,"49329.91289","582969.50741","1163871.95291","1472707.65729","1423077.38657"
"870.31289",NA,NA,NA,NA,NA,"24836.68277","242124.9419","590586.04518","769467.27761","692688.28143"
"873.18296","2780499.96561","5198445.24448","2829348.1078","2953207.67287","3288953.61505","4387714.34135","2498314.55496","2449443.19044","2375341.38038","2261620.11868"
"874.18603","1333044.04723","2500477.7883","1378577.23543","1302033.15392","1638044.21197","2173706.50521","1244950.52618","1265396.06857","1077650.52907","970746.89307"
"874.50466","4341773.50374","3111514.94079","2957814.68008","4955413.39367","2945836.84536","1769411.68308","1358094.98084","932469.68755","732126.22032","224267.35961"
"875.18195","1672000.71875","3186261.31555","1768712.17504","1728792.94656","2163767.09134","2747715.53912","1497743.0039","1503236.14581","1447489.5686","1362700.12714"
"875.50796","2492042.86603","1819305.17593","1639774.18282","2729712.21385","1664294.67748","938029.22537","717068.84711","373262.57029","224470.82298","205422.99001"
"876.17512","1232828.5481","658721.17919","2225161.36957","1559996.29992","2327509.12684","1679650.40914","2385826.1955","1315891.80654","1098827.16418","379889.0665"
"876.19623","707821.76157","804692.11078","769779.15843","690457.39225","718856.56998","470428.66781","263510.15161","85114.88888","63880.11173","27399.62752"
"876.19656","123520.22599","326826.69503","402479.15056","392231.47084","504484.35524","752349.91938","745016.19383","882768.03155","874753.54629","711935.15207"
"876.51069","322270.26085","468742.16013","390380.19767","761563.50253","443840.46572","203699.70749","114433.97356","56670.9132","32829.10396","11343.68303"
"876.66437","2089144.98348","629703.07683","740210.50646","921905.57685","1342196.97289","1906255.77965","1014859.08321","987490.09158","1654484.90909","2608790.90169"
"877.17823","188539.5815","601719.65911","804130.56016","670045.10745","524223.31027","742541.06225","824150.82738","590489.20173","104060.55307","17084.92881"
"877.19931","316070.79104","388350.0693","370164.2548","320990.88574","292104.85705","140813.6613","52715.773","20444.66854","7509.53067","3377.79767"
"877.19935","10780.27164","37446.41238","92964.42481","50881.11029","156258.33562","331461.73386","340964.54404","440094.69999","396499.04908","234725.89835"
"877.44035","829618.18527","863892.9141","721382.40305","758670.21073","715492.90499","823747.91223","737880.56825","627163.44239","688560.86377","706609.84488"
"877.6677","992529.56456","140907.15639","189213.75997","344161.34729","641037.43037","922510.39022","253955.76231","395871.82899","730712.22296","1160377.95915"
"878.17362","286341.3991","772417.22072","1200264.25511","811567.45257","1323923.14711","953829.91854","1300559.77106","804963.50432","97545.06579","58077.55261"
"878.44384","441540.62429","428552.35271","331288.03363","384636.38665","325022.78144","420133.42076","370001.45962","340288.99226","391238.23326","369857.10094"
"878.50706","9113171.21221","12666000.22716","10068548.97788","9513471.77013","11942402.5628","2572007.18236","2131716.22648","2076194.31744","2140658.55113","2045826.64116"
"879.51062","5000508.08975","7219247.05188","5581689.94722","5400614.72585","6784513.85956","1402873.91748","1187398.70821","1170405.97832","1201343.80818","1101871.81006"
"880.39318",NA,NA,NA,NA,NA,"1963.45764","413237.85113","4020294.43171","8627259.6261","5707244.07129"
"880.51359","1490843.78948","2154563.95268","1707541.2064","1703011.35789","1975731.75786","285663.82416","234051.7825","223524.33959","298599.21458","231598.57407"
"881.44543","1239305.25774","1586257.4667","1388589.87649","1273736.46607","1471874.58547","1332692.92103","1601730.54176","1659234.7467","1701860.81922","1709130.04512"
"881.45641","2431450.54621","2245115.14045","1961999.22567","2027682.99745","2226413.36997","1123518.57561","430090.37566","141159.97575","38356.4655","29459.34313"
"881.39623","8481.01294","1766.46733","3927.54216",NA,NA,"2742.67608","118146.81337","2182932.95868","4906261.77948","3176252.40456"
"882.35049","69913.1762","2989748.25956","4012413.13934","4514978.8806","5967588.59789","573591.89231","56381.58264",NA,NA,NA
"882.44882","580445.45019","790323.72122","669440.38906","663243.24409","729818.532","633315.71525","796177.93756","861397.67421","772889.28936","884695.03626"
"882.46003","1026254.42276","975123.6529","865694.99","861098.73321","1048594.84414","382546.10667","87549.98952","9687.8177","4366.07269","6885.49916"
"883.35425","57234.26613","1394870.1104","2308424.46523","2238320.073","3431061.29474","401066.64732","22386.13815",NA,NA,NA
"884.59651","2017082.58287","1744500.57607","1568898.5037","1729868.10081","1893967.20651","1997404.17666","1400040.30412","1433888.54204","1639785.08639","1771533.79244"
"885.59997","986461.48366","773964.73824","677020.29346","737244.44123","940319.85502","1006430.50529","667978.49592","667152.53267","745205.13617","823699.62432"
"887.36365","2179431.45011","2734881.3222","2196722.43755","2231403.54578","2779492.68125","2495693.42177","2005086.33649","1610173.63061","1531338.232","1088439.54745"
"888.36645","1064247.66067","1332304.43518","1107360.58966","1062995.49769","1404839.47527","1244505.40676","1014920.37378","785926.17325","713034.16547","530285.40444"
"890.34182","1400185.46402","2089889.6839","2516412.89357","2061402.70715","1920876.13682","159151.16732","46955.42168","20942.27671",NA,NA
"891.34492","671624.85375","1137332.64351","1394458.30324","1143956.54985","1074753.17713","94071.48021","22296.58986","2900.5975",NA,NA
"893.33293",NA,NA,NA,NA,"2528.21516","691018.66641","803853.06121","497838.43768","206732.95971","15627.1268"
"894.33614",NA,NA,"1349.70157",NA,NA,"333230.44203","450835.79373","217252.82651","68249.76289","1793.41815"
"895.32095","6457204.85841","6155578.23795","4380365.74837","4387575.57715","5962610.09957","3171337.27457","1855070.23911","1256200.5058","959438.54287","610836.08061"
"895.31074","6275593.32393","6928207.12601","5731427.69319","5520650.23593","5172023.52131","5058796.61656","4464049.81017","4254725.58564","4556033.98827","4634210.77817"
"896.32401","3389480.7844","3205690.21999","2271867.81499","2289627.49677","3130962.59464","1680360.2458","961570.92881","536121.8546","450886.39197","340497.95112"
"896.31362","3493081.87536","3785275.19022","3179578.72413","3124616.59685","2882654.03248","2808717.5581","2508892.01279","2389879.16096","2506052.37099","2574781.70992"
"896.51783","9021949.89946","12785790.88643","10213155.69987","9699399.80399","11937939.31801","2516058.92646","2109991.98304","2071527.78531","2149820.06619","2011990.3974"
"897.33183","3979334.92096","5183881.17911","4158895.7369","4226447.94833","5210320.37761","5351311.57239","4601264.87275","5133262.0588","5356122.89647","5200626.31864"
"897.32024","621027.19233","672225.93893","724762.31523","819709.48564","786558.61762","966365.34995","869842.00683","926019.14408","951363.75235","1128312.19637"
"897.30979","3127611.45934","3536281.08382","2841275.37889","2791217.76742","2527506.2082","2595029.45152","2247441.10881","2175371.25835","2179753.12616","2285394.62483"
"897.32687","949095.13735","873122.35739","523431.05231","531499.05187","806368.55635","418123.67167","147471.79577","90993.08042","87283.35715","31788.30294"
"897.52119","5051416.80628","7116419.44567","5676469.17049","5447238.09542","6767159.78855","1359900.12615","1091426.16331","1064795.37028","1164456.27829","1091694.26149"
"898.33524","1966507.40807","2642174.97572","2103271.04397","2111020.0057","2633328.03755","2727054.87902","2325522.02765","2568237.54359","2713671.15521","2669967.65252"
"898.30138","1212830.18181","1395127.10248","1209564.85918","1252783.27237","1359349.26436","1241528.2006","998795.7368","914955.15331","843271.71229","856153.29387"
"898.3236","188016.01054","379396.92764","311570.33629","321365.86471","388941.95606","483716.75353","445749.94576","528646.03128","482860.04558","492570.22368"
"898.52433","1537875.14039","2181733.57812","1749332.40637","1592426.75835","1941295.84877","413627.28387","233190.25087","284671.07878","233885.24493","267109.7448"
"899.33788","532434.24727","692947.46914","543963.94782","551287.68093","699879.9377","651988.33377","606607.61637","708301.37554","723551.43484","713017.69345"
"899.3043","637030.98701","667706.4543","602635.19866","596658.6274","731950.53352","256835.64574","420602.39378","426241.94663","398314.34188","388847.54003"
"899.31898","313199.4367","406371.12286","383940.3083","555568.27112","540726.87501","553559.20477","527853.02272","691438.09093","731492.94574","773137.04269"
"899.40392","165705.26247","828790.64772","1181675.16986","971102.50013","1281415.15278","4108724.4709","3464479.29874","1374518.36163","207715.23685","36029.71141"
"900.40711","92252.29071","216928.08488","178480.18078","74811.33546","161310.13455","2341163.37","1897523.8724","761036.04838","116504.69432","9474.2491"
"901.15751","1662220.79019","2610703.25469","2119090.89775","2162837.12447","2011011.46425","2309813.58809","1782040.0174","1635839.8821","1619215.4179","1419371.07599"
"901.32388","3102835.45213","4063194.51767","3276137.06316","3339746.28828","4118939.8776","2855578.52864","2340266.49058","1962057.7892","1810833.27688","2480816.26646"
"902.15999","849201.40391","1204524.97165","1167726.8614","1026133.08957","1028546.05012","1154685.26287","894207.89556","875786.78303","832860.02765","753148.82031"
"902.32681","1584972.28977","2032367.67503","1632459.36619","1697686.57466","2006135.40586","1465113.2644","1155953.61368","967954.34876","964085.39191","1300586.60609"
"903.1568","1723592.60423","2372416.38316","2094317.19358","1950774.92076","1889971.38373","2076815.9141","1541363.29412","1455186.20072","1536250.96661","1665166.18936"
"903.32219","2262648.91792","2813524.91792","2291281.84982","2362812.16711","3028462.72727","2122981.59392","1651089.75558","1397432.49976","1381677.69684","1745513.3794"
"905.37038","174086.20738","1813762.72437","2394565.07613","2318584.31765","3147701.0442","15209.5637",NA,NA,NA,NA
"906.37339","298706.15207","782423.04774","1092676.02632","878233.4665","1163984.72012",NA,NA,NA,NA,NA
"908.15971","1694971.33603","2114002.17728","1802652.2346","1830922.4551","1861859.32016","1921405.58415","2000426.92641","2050553.60647","2117531.02541","2161007.55957"
"908.55361","14665266.14334","19824464.69642","17029765.19109","16675606.24494","20944750.53549","18847830.78683","16254301.86937","16190205.19382","15802632.29657","15822853.89823"
"909.16256","743833.15909","877470.72173","360309.02044","794202.74664","789813.02663","870113.77995","851883.68336","897067.41878","968346.11242","904528.09581"
"909.55701","8621557.99296","10693029.11098","9591316.94594","9135863.64156","12179845.31099","9530230.24411","9292230.84828","9274962.76722","9192000.22431","8827115.12657"
"910.15874","899655.51206","1081442.28516","916456.10531","780260.12891","1021049.19188","1044687.63112","1086064.65766","1094010.53052","1146262.50575","1194186.95112"
"910.55984","2319931.11011","2839406.81865","2524343.39652","2483406.42492","2952571.99369","3090105.2845","2345859.99242","2638256.45432","2155399.03879","1354659.27665"
"912.39272","145040.54493","153063.48659","236984.22305","237134.60959","353370.55959","711240.93524","771820.68455","869682.81885","849259.68324","961378.10212"
"912.5126","13281550.06939","18587118.20414","15151278.5623","15203657.48239","15030321.49278","3228122.96497","2723237.20124","2764286.20933","2790005.94115","2711262.70661"
"913.34691","923766.43928","1135586.88147","946073.19727","905688.35889","1072524.22175","961880.01326","871070.58621","835123.81636","799413.68735","865699.86406"
"913.39577","38321.18115","68896.56534","104772.34471","85594.89812","110830.42773","343674.32139","351858.65913","361096.15691","435527.60593","448306.11823"
"913.51615","7647265.23361","10387353.34406","8436811.10413","8308448.17077","8377743.26301","1685327.68185","1447263.54751","1436929.63228","1361648.37589","1442312.12512"
"914.3501","483749.86909","660525.97222","520926.91031","550716.15775","603886.85589","574062.35681","491879.4197","503820.89344","505173.95373","459777.47372"
"914.52815","50656704.61104","70325561.95264","56073785.87422","55271270.21107","66689489.03597","14167898.15666","11669157.41093","11900905.56591","11882618.39609","11510777.89378"
"914.51928","2385933.12585","3336223.39383","2735737.32108","2708598.81969","2446277.28967","354318.23256","236407.7371","292147.74395","307649.71277","218458.34586"
"915.53155","28484787.42228","39348748.26841","31895468.27418","30845191.94797","37320381.36888","7914625.12483","6555958.43831","6659654.66063","6755265.13485","6506248.46609"
"916.53476","8950991.81283","12643996.61101","10000391.60247","10049346.7118","11900439.56483","2482732.86737","2122600.53515","2036310.74099","2153926.23741","2067211.66516"
"918.52297","1176257.2596","1923384.87947","1547298.12381","1452370.5","1827459.31899","234828.34059","205635.09594","129415.4011","94583.90546","145101.64898"
"919.31372","1019500.94383","1212269.98443","1000758.39246","987270.93761","1146126.70211","1047378.3427","948198.2906","894853.74318","896549.82934","940187.84874"
"919.5258","691573.87394","992423.93394","669129.38858","750095.65481","924308.95287","143552.58654","106028.47392","93488.1222","108465.87153","81792.3919"
"920.31736","483611.532","567380.67959","465908.20545","505069.06956","543853.06315","526126.97248","424172.97767","476577.18705","418314.63792","444441.94492"
"920.28328","684808.03999","692344.98826","597605.35642","606799.62984","667603.33153","487951.14805","492726.95278","428271.52672","494521.57106","371955.7759"
"920.39097","1811041.03825","4641521.62604","5655247.56902","4708757.24238","3477292.42718",NA,NA,NA,NA,NA
"920.69078","1640559.65721","285422.22726","537416.03775","814674.7354","1107972.33928","1406740.66318","710291.87404","406423.41731","1311415.64238","2057170.91188"
"921.28652","323574.41402","232692.88758","310201.9179","357292.46892","262125.73797","216741.83772","154358.44949","224541.50087","193539.68705","204463.72585"
"921.3941","924527.76215","2709304.0594","3171021.08667","2743839.13168","1979510.50751",NA,NA,NA,NA,NA
"921.47672","4052.7316","226107.34357","635000.58716","470091.02437","1348318.99011","4798763.42325","3877282.54546","2323941.64964","766068.03776","25214.61953"
"921.69444","745521.3065","51983.81085","191829.14071","212721.79558","533210.07905","605092.93672","229115.44801","289306.58624","480347.68808","961282.50093"
"922.3551","2412848.35254","2391503.51098","2458396.03877","2329551.0798","2438326.32053","2526408.12638","2701748.91247","2867573.87019","2789389.16176","2701478.19325"
"922.47972",NA,"29552.65606","123415.75274","146083.78709","406240.90847","2726785.29801","2155697.09342","1218092.31858","309202.25446","14662.42851"
"923.35798","1341730.96779","1307638.23876","1436183.84142","1373786.53395","1372492.96822","1437532.69177","1578611.95057","1687329.8582","1586026.10717","1595510.83664"
"925.26683","668132.80569","951397.20972","999275.09165","954810.56506","1059954.79877","1094212.75528","955782.87052","697301.1928","392401.50956","195058.24994"
"925.36507","12359199.65382","14862030.72817","11458217.11585","11313205.47279","8913374.4852","1143293.35223","550607.18058","5949.99781",NA,NA
"926.26992","345679.86446","487948.45477","557543.50046","562532.76049","527800.60475","520549.84896","426789.14441","295481.93764","167489.02913","56686.48524"
"926.36845","6878057.71942","8335797.05172","6354938.26027","6357237.19467","5032607.83335","683324.54969","265569.16434","1111.05552",NA,NA
"926.56446","12936481.18579","17368225.05533","14454710.83159","14198786.47914","18159047.93484","16654745.06762","14318701.62642","14295239.3132","14285554.88273","13881691.17877"
"927.37143","1968928.14605","2534327.0328","1901054.45588","1869930.74086","1524777.4463","90535.00715","6249.83349",NA,NA,NA
"927.26641","266895.76264","182749.69612","342179.08167","365303.19658","249373.54389","332024.69948","308856.62822","206717.66514","96040.40785","85445.70906"
"927.49589","929497.53064","2366770.51538","1296740.47903","1314587.74322","1562572.68219","2164030.48823","1162067.19823","1293247.67871","1243674.90463","1308211.82442"
"927.56775","7542223.48767","10156995.90186","8271391.60586","8280115.39243","9865692.23551","9723417.75112","8302445.75557","7204953.1577","7932909.60986","8084739.85721"
"928.49939","400209.01249","1287348.91649","740865.41173","723783.05078","860763.64848","1108344.05851","511037.21214","667375.05462","634312.31621","474712.52501"
"928.56997","3331344.95386","2351728.61319","2115167.83542","2171506.61452","2057947.92343","2657882.69237","2495668.33197","2487469.19686","2034333.83296","2137395.64746"
"928.50705","5255525.06121","8728536.72985","7116926.01306","7072717.6674","8742616.91415","1387058.08342","797628.18773","1012720.81724","2161999.65099","1097566.06028"
"929.18196","7493329.03415","8165243.80836","7654238.61348","7599058.27072","8113540.94593","6816109.06183","6551681.10076","6155597.58113","5558076.12531","5996587.36881"
"929.5102","3684368.36519","4639946.86017","3766724.63959","4035569.06395","5129166.73375","502828.33244","645100.37871","556310.65929","636182.75912","523992.48257"
"930.185","3565548.12359","3890976.72881","3683853.53564","3675405.43765","3878133.02756","3254397.68298","3169224.19932","2985609.87472","2643196.29768","2886508.85521"
"930.18159","523642.95484","605615.29628","527806.80584","493975.92272","614688.06949","401805.3813","96794.36862","15472.16073","10251.35314",NA
"931.18029","5404606.12139","5933429.3976","5747095.00183","5514422.02141","5886420.72883","5083559.11859","4778585.05846","4307702.71098","4009308.39655","4360961.31003"
"931.18422","253254.00637","276250.81123","187205.45759","218371.40922","245866.89623","36784.01699","10468.25416",NA,NA,NA
"931.48493","260729.42026","1679090.58149","1807719.01101","1794300.86769","2073112.45792","2470693.55154","2721093.57594","2521433.81148","1132446.96799","2140228.78312"
"932.48823","125047.58699","937709.94767","1025965.14234","1100284.61053","1161682.09231","1403033.13373","1419669.06645","1309278.15486","1244841.04705","527167.80014"
"934.49437","4003429.35902","5319869.49598","4800770.57588","4697861.98829","4283695.68599","512841.13051","703509.79617","406496.87565","284953.79683","314316.42729"
"935.49763","2175555.02088","2903270.68266","2667867.18089","2686824.90947","2381183.07108","247972.57994","293716.53532","246418.86498","420757.0495","234663.14312"
"936.51002","25166247.28529","28467966.84412","27805147.93778","26181366.85599","27050583.78453","6854160.51585","7261673.59823","7030736.3774","7420693.00615","6940057.14086"
"936.50061","497011.06461","702805.83329","784067.04181","840934.45342","514975.44946","25655.68793","20495.77332","28357.94226","48047.18255","29155.3971"
"937.51341","14144891.52427","15765414.46299","15637675.00363","14704460.98834","15216607.8487","3872612.27153","4067632.22054","3940794.17119","4223259.14961","3869857.17722"
"938.51651","4370302.94068","5044436.54129","5010940.22704","4739175.44598","4877535.34157","1118248.7911","1284228.6025","1151377.80892","1373249.37197","1207606.62726"
"942.33979","475996.67106","729415.53838","548920.41386","463527.11309","672129.20508","572800.63962","698488.854","688002.59697","708317.20456","743355.05883"
"943.35886","817968.69048","1063288.68312","800253.47295","872989.11779","977522.49251","789036.23909","534321.39207","602013.28336","519769.68325","480643.40564"
"943.343","217622.90533","353009.35518","232486.50013","249552.03524","303272.85729","295981.19827","357569.85183","372198.96015","357426.43923","400720.74278"
"944.36254","333350.87807","520453.56306","434284.43771","220342.68134","468921.23732","428349.85423","256686.60146","293225.03436","217693.23118","195535.52009"
"950.35291","52422.48355","115616.26763","174329.07377","204699.46372","240503.55924","758721.49795","781758.29995","1076662.74022","1144579.66102","1082259.73389"
"951.16424","2380035.3058","2508726.30888","2632310.20092","2609726.69172","2501501.82824","3243292.77712","3738402.85609","3681852.02974","3625571.93935","3877589.95509"
"951.35627","17746.77975","70792.01196","45979.3704","62701.72143","134824.90294","367354.04458","433850.53344","568139.69487","550643.35245","629302.54809"
"952.16702","500504.48539","1062922.52961","1183791.20338","1186896.31339","1132495.30856","1562356.8936","1755677.84593","1838513.63235","1746619.21583","1799906.80026"
"953.16215","1765291.94034","1994772.4844","1961390.82465","1863906.03733","1766716.38251","2343487.24216","2690911.52159","2759482.4856","2779663.12091","2851160.39596"
"959.04525","21365.02426","167840.30587","362763.61293","139699.05824","532521.05976","1129678.2263","1228575.1459","1338872.53611","1455820.15252","1300389.36941"
"959.52366","3839317.96451","3743367.99567","3758669.22838","3771837.06925","4529173.74613","3588629.72548","3642346.84607","3630479.79182","3805838.60004","4014713.30581"
"960.04741","5726.78182","25177.6736","18079.67192","20194.21053","85217.07091","449121.36056","503632.47871","556905.07497","648053.92998","527433.54601"
"960.52679","1875603.8254","1910266.12848","1887984.20429","1901145.48283","2216882.62723","1792792.85506","1840524.90105","1614671.26073","1762855.08909","1830878.98634"
"961.04222","88643.10421","174871.84503","369268.76101","377023.17357","349453.19767","970889.02345","963585.34781","1231267.34399","1266197.40775","1216284.55078"
"962.4623","1037791.40141","1412113.24115","1196676.78389","1230428.57351","1517914.0482","1780198.98363","1617092.27921","1483404.46048","1478792.06824","1424111.67249"
"963.15807","482079.46583","662163.93136","544055.39896","487215.2395","637007.16181","603827.96403","484457.86859","565020.02549","558408.34777","586658.85792"
"963.46531","671522.54039","932688.04181","776824.22778","852212.69824","1043546.68446","1175907.01728","1041585.54974","1040423.09548","859202.45565","944056.19346"
"964.16089","498370.03737","647430.62804","525959.3135","503248.09542","701735.6941","704282.34003","619901.56536","629527.06855","703636.65669","702719.17349"
"964.30322","4212762.11214","4156393.29777","4082380.16533","4045324.76228","4013607.94948","3468047.56961","3554573.29574","3568219.05362","3505034.84892","3389666.83574"
"965.1634","2611785.24453","3066018.62232","2654613.20625","2725077.5109","2998821.42766","3274017.61732","2807598.2077","2822154.26676","2732266.59545","2758659.4538"
"965.30648","2407391.06306","2258754.74869","2205220.6985","2264414.36822","2184782.62291","2006111.36339","1905586.28027","1846889.57052","1859329.013","1877232.98101"
"966.16631","1146556.55963","1282643.07241","1230804.06973","1230921.93039","1351060.98451","1410579.01388","1188769.3949","1242855.20957","1196293.33579","1209382.92734"
"966.3091","624934.48441","651340.51931","623397.77863","609430.12458","621899.18771","586113.02255","501044.1644","489588.12947","346747.97298","209936.82026"
"967.1616","1785977.94415","2074093.36452","1945958.76795","1963542.26042","2101598.10249","2227566.50141","1904702.82501","1953026.03596","1943062.64385","2030916.56248"
"968.44777","1142364.28884","1715705.73178","1353814.35169","1284180.91432","1758120.55851","161201.25715","157116.93269","174101.95016","295531.81193","122158.09106"
"969.45083","648835.06792","762015.52265","646213.61076","661841.11512","858081.97703","146864.25176","117651.23551","100966.42792","100007.10189","105985.47485"
"972.48309","243488.97609","833280.44076","712612.0998","698259.77928","508939.2309","685006.67918","692148.46075","621369.82934","629175.42755","518089.53977"
"972.98507","306715.70717","803404.20347","764249.56943","707277.52608","693110.41783","836400.01564","516267.32476","565343.85263","512757.34426","633930.48792"
"974.23889","481198.31003","423435.22505","458862.05357","453844.43993","417662.23447","391983.21508","299607.26266","181721.01868","159325.29936","214296.36672"
"974.30491","1940597.85926","3078308.51885","2945945.42174","3286244.24365","2899900.69357","2271428.67286","2476415.65697","2434654.07347","2544062.03463","2619905.08816"
"975.22718","907518.60894","863079.91616","842428.70992","920716.47381","747365.70233","597706.99354","445649.85902","604985.76152","609818.21888","544495.83847"
"975.24194","207400.41811","109448.47817","210072.88953","202054.26648","170249.46153","177745.12391","187760.3108","60930.95346","20368.90381","50775.41201"
"975.30809","1004015.77327","1701385.21407","1605009.24344","1791183.69796","1560523.36173","1285509.58508","1315682.48675","1305785.63634","1416107.68861","1499831.85728"
"975.61711","47777279.76814","50732227.00638","52771809.62136","51782935.68203","52935319.3855","48060892.50099","48520951.28363","48270177.10833","48234121.88828","46372752.55047"
"976.23088","330199.68641","307767.52473","336821.45991","340439.26759","310790.9786","147327.95374","168178.00955","150565.15197","196471.54491","182255.76961"
"976.3035","1042309.48047","1753400.91022","1597080.20407","1882806.74542","1605871.06588","1172938.74307","1387904.26597","1317418.39637","1407522.20467","1505375.67681"
"976.62037","28353402.45899","29931959.05381","31439168.96161","31346124.12283","31601386.44809","28825054.3744","28565599.18727","28969244.16874","29109412.71211","27834469.42879"
"976.55004","10683914.87777","10763454.3961","10296936.41451","10362198.70628","10967501.0458","10735485.1697","11191282.75285","12047880.89392","12929327.90784","14283652.59404"
"977.22554","961676.52955","861682.90519","894733.3424","935128.38396","892171.33222","657914.9917","326291.05737","588305.214","562235.83517","616315.89344"
"977.62388","9530872.73409","10279674.27932","10375555.71064","10408337.72424","10630181.23427","9739212.24823","9718082.60824","9658677.02993","8610140.22025","9163465.1153"
"977.55345","5639637.74659","5605753.64338","5512887.76663","5400314.06744","5777986.42829","5520849.25657","5920323.0786","6225480.3269","6839775.87535","7389540.8126"
"978.55629","1682424.74015","1863465.3685","1642862.81276","1730326.4446","1738036.20121","1747135.19705","1812006.01423","2044365.16806","2018499.14784","1467692.43307"
"980.18488","772362.91512","905047.30006","772474.65327","765556.49949","909257.04107","849027.0252","731271.43357","792229.28214","840927.64602","862313.19057"
"980.57215","56558823.21678","69626649.16309","64362950.18689","64184522.44556","73348753.46186","72774682.03057","69781039.44611","69608437.66479","71534758.99897","68174822.90088"
"981.18758","347290.30201","412969.07881","380089.0315","353600.12647","408002.84884","405418.52548","382730.32778","381972.16598","423191.65568","407063.91526"
"981.57573","33592489.70625","41444516.39838","38609262.32886","37949041.01371","43235328.14778","43139200.00953","41199276.32998","41428132.18288","41975829.92913","41055845.18469"
"982.57862","11350688.57159","13650365.96428","12916304.93818","12823926.54765","14494945.8058","14415065.13742","14002741.25739","13914865.64692","13745814.48306","13622902.28156"
"987.14541","1020169.46954","1084838.33624","1003213.47627","1073892.23555","1064281.08298","923702.51054","947078.43182","1017101.60891","1019390.13254","1000955.20291"
"987.43836","5220292.41076","7406540.39841","6040535.32087","6236509.7162","6522807.028","7024388.52743","6384987.30284","6173421.72824","5981635.91277","6287821.82543"
"988.14814","428976.24484","501667.51355","482062.18541","479553.48684","432172.44121","424954.84459","382186.44136","478865.15591","229745.32867","421036.35888"
"988.44124","3591806.71178","4892998.30826","4032683.80042","4366036.56472","4556442.03127","4515505.54025","4241657.08388","4230667.50264","4131243.69409","3826349.29302"
"988.37955","5630835.10062","7235329.20419","7906012.53437","6734934.54648","6890843.79569","3885092.42987","4333646.49878","2386148.28098","553226.73253","209375.84224"
"989.14367","746834.53047","716269.23989","755429.35449","745972.27436","829430.72514","577863.888","700410.13","658660.25571","711280.29428","682309.5483"
"989.44209","1561332.16557","1924348.78004","1718150.29263","1575790.18994","1920637.16942","1950898.60706","1628668.09246","1315454.49822","1649397.19789","1119340.22857"
"989.38247","3306874.31714","4102794.07755","4443228.91972","3798691.24806","3867064.5403","2224207.90157","2329076.08033","1323157.19163","282047.96241","101155.70284"
"993.55411","2649345.43741","3022942.02605","3301671.61119","3481554.8049","3383000.87669","3607972.37147","2628087.87607","1338322.75169","1297242.89875","625448.54424"
"994.55744","1863216.65127","1984249.22404","2301492.36614","2322808.41151","2396858.12415","2418540.01457","2314870.76944","899273.34277","702451.92792","528565.90452"
"997.49558","5419586.07315","4262186.13836","4307250.96384","5595981.52814","4480266.09684","4054690.86087","3774217.39446","3798451.64434","3985989.24266","3926022.82947"
"998.49853","3778471.29371","2867649.73502","2860710.17259","3768182.27612","3091463.43673","2729415.50725","2502520.43545","2467102.57872","2666020.78101","2653904.25895"
"999.50192","1174363.1642","924197.13682","1003489.74558","1215981.33528","1001372.14882","938733.51694","849350.0398","838583.36621","793826.25438","866029.0358"
