"m.z" "p.value" "t.score" "rt"
114.93275 0.0813384039070695 4.17059810205535 901.0558
114.93279 0.191862411803975 2.62030722849019 621.00659
114.93286 0.874807985051573 -0.286939917484543 750.06012
114.98752 0.681239200208846 0.727343677747289 36.06707
115.00257 0.891358715242531 0.247743487296964 44.4535
115.0388 0.420678274162241 1.50229660293504 54.89513
115.07526 0.427155244250683 -1.48604987204624 348.71174
115.07527 0.269379935896088 -2.12181353742297 110.42458
115.98835 0.691956077955288 0.70417267405202 36.06707
116.04934 0.899967081461377 -0.228461086803668 98.39825
116.04939 0.857038038224332 0.330459436817701 55.44354
116.04946 0.108893796149621 -3.59968652286976 74.32006
116.07047 0.339570534698124 1.79852013661249 68.27872
116.07055 0.519358024926363 1.18674673450657 42.09435
116.92731 0.122318697756809 3.40748012989542 888.58052
116.92731 0.122318697756809 3.40748012989542 846.78484
116.92731 0.122318697756809 3.40748012989542 532.38445
116.92731 0.122318697756809 3.40748012989542 620.73977
116.927311 0.524669237005191 1.16755053689705 NA
116.92731381 0.241267867118097 2.27675506234439 NA
116.92731845 0.404308848410446 1.56017789902489 NA
116.92732 0.802202389190875 0.450519778313287 559.04905
116.92732 0.802202389190875 0.450519778313287 901.34816
116.92732783 0.0363752361934996 5.7684658255402 NA
116.92733 0.466081021844589 -1.34752141037223 513.91182
116.92733 0.466081021844589 -1.34752141037223 750.04906
116.92733 0.466081021844589 -1.34752141037223 679.30065
116.92733 0.466081021844589 -1.34752141037223 368.99324
116.92733126 0.96045184049834 0.0993281244762409 NA
116.92733331 0.752356552710274 0.565349474408743 NA
116.92733742 0.710920046195775 0.657917485391264 NA
116.92734 0.917468457576122 0.191713007849745 488.1367
116.92734 0.917468457576122 0.191713007849745 498.58009
116.92734 0.917468457576122 0.191713007849745 449.34275
116.92734 0.917468457576122 0.191713007849745 305.3024
116.92734429 0.582331492808518 0.99022307954963 NA
116.92734711 0.993565986983777 0.0141182013741226 NA
116.92734867 0.641237254179019 0.828968575854596 NA
116.92735 0.513593553354404 1.20725677497608 948.41347
116.92735 0.513593553354404 1.20725677497608 347.4356
116.92735 0.513593553354404 1.20725677497608 480.04262
116.92735 0.513593553354404 1.20725677497608 435.67264
116.92735 0.513593553354404 1.20725677497608 393.28953
116.92735 0.513593553354404 1.20725677497608 572.34244
116.92735 0.513593553354404 1.20725677497608 585.36997
116.92735 0.513593553354404 1.20725677497608 104.50787
116.92735307 0.754974762067673 0.558284460674736 NA
116.92735444 0.1186182868737 3.44368761899619 NA
116.92735599 0.708302768926431 0.665235765390615 NA
116.92735683 0.448269648523933 1.40552772113233 NA
116.92735821 0.833041300978754 0.388159760914143 NA
116.9273592 0.452253671136024 1.38961826538647 NA
116.92735993 0.691755962138445 0.704878423303734 NA
116.92736 0.822418637686002 -0.411145553160736 240.9703
116.92736 0.822418637686002 -0.411145553160736 922.49756
116.92736 0.822418637686002 -0.411145553160736 732.23257
116.92736 0.822418637686002 -0.411145553160736 522.75381
116.92736 0.822418637686002 -0.411145553160736 767.29907
116.9273619 0.880194098714196 0.271679903932691 NA
116.927363 0.402723324657059 -1.56572283391751 NA
116.92736426 0.752154535417135 0.566004732983479 NA
116.9273668 0.0661693286195783 4.57605738106631 NA
116.92737 0.524669237005191 1.16687328791621 221.43081
116.92737 0.524669237005191 1.16687328791621 720.74756
116.92737 0.524669237005191 1.16687328791621 186.8635
116.92737 0.524669237005191 1.16687328791621 1015.83776
116.92737163 0.87101379869651 -0.295190502672817 NA
116.9273733 0.469227613625975 -1.33660525839995 NA
116.92737741 0.849548186819203 0.352135117943782 NA
116.92738 0.862223971193123 -0.315370879831776 470.48302
116.92738 0.862223971193123 -0.315370879831776 597.19235
116.92738 0.862223971193123 -0.315370879831776 413.89691
116.92738396 0.479800453634366 -1.30883468250084 NA
116.92738661 0.652701905065507 -0.792575546783295 NA
116.92739 0.153174674265226 -2.99360748662208 151.17281
116.92739 0.153174674265226 -2.99360748662208 817.18621
116.92739828 0.91687786490323 -0.194347923023962 NA
116.92741 0.370497298352893 -1.68460972268257 206.20621
116.92742 0.562421196160621 -1.0436861880298 32.16314
116.92743 0.795501576644197 -0.468295405555226 21.296
117.01813 0.868627118608714 0.300527914217324 991.79009
117.01816 0.889237393080315 0.252737990726779 44.54642
117.03328 0.83056572177424 -0.392235004622279 131.32002
117.03351 0.156296049733158 2.92978998249329 68.27628
117.04305 0.642114009057025 0.826882469929104 54.24065
117.07386 0.510424244552202 1.21915102717415 42.14112
117.92734 0.0676791764372097 4.52628188042984 899.86878
117.92734 0.0676791764372097 4.52628188042984 888.631
117.92734317 0.0925163482444214 3.92947438212424 NA
117.92735 0.136231012239409 3.22353985104784 846.82899
117.92741 0.0625725490739229 4.70994277631048 945.97235
117.92742 0.161905292989384 2.86024316429122 620.68333
117.92743 0.290039741746913 2.01418290645015 817.1603
117.92746 0.44197902223341 1.42660249616685 720.01222
117.92747 0.970972148146264 0.0742870183633044 749.9319
117.92748 0.891358715242531 0.247348817527222 679.30065
118.02153 0.315907895754211 1.8965977257359 53.04463
118.02868 0.419534432016731 1.50597614139344 67.67155
118.04949 0.607300095409751 0.911396359325283 41.7359
118.9171 0.637228252087416 -0.838433344215875 697.95927
118.91712 0.849548186819203 -0.350293993034299 778.54874
118.91713 0.93668594765083 -0.144741077648365 817.40181
118.92132 0.660269981666823 0.773213394834178 750.60401
118.92134 0.600920309689774 0.932235873666878 719.74709
118.92558 0.128466212659001 3.32723592700892 847.09739
118.92559 0.0661693286195783 4.57332466764651 897.76758
118.92569 0.10014947570741 3.74764531476822 888.36044
118.92963 0.522537646766604 -1.17376439246092 41.46824
119.016 0.564495112342513 -1.03867366233019 86.5837
119.02228 0.216083881731315 2.43162926314759 53.02173
119.03371 0.527050709661231 1.15212513183063 42.23217
119.04902 0.319072184672105 1.88302812200939 67.89086
119.04908 0.0414116156482007 5.52899358891977 130.37529
119.04908 0.0414116156482007 5.52899358891977 108.16039
120.04417 0.237143398362377 2.30000127319034 43.65229
120.0444 0.488115865413484 -1.2836130665059 52.88382
120.05231 0.0259356679730466 6.4897325060728 130.67301
120.9831 0.981357432460302 0.0454965378061994 41.3344
121.02825 0.457686227082233 1.36970893698979 123.70117
121.02834 0.917468457576122 -0.189896277507692 106.9116
121.02835 0.391830475899563 1.604068803109 73.44585
121.0284 0.535234168581654 1.1286391141177 22.28662
121.02841 0.712352601377061 -0.655646976796784 88.41063
121.06475 0.489312858511509 1.27841279918686 130.23407
121.06477 0.622963221545917 -0.875737411694879 173.77425
122.02368 0.961578929127415 0.0961001698645084 44.81653
122.03176 0.905400323189809 -0.216878479922719 106.9116
122.06803 0.714837931405461 0.649393849087543 130.23407
123.02703 0.488283942331713 1.28297517248187 45.08142
123.03129 0.406768186521784 1.54852629504166 68.20671
123.04404 0.656951023167935 -0.781370928235192 56.92107
123.04404 0.656951023167935 -0.781370928235192 152.18301
123.04404 0.656951023167935 -0.781370928235192 77.5731
123.04404647 0.878126162681349 -0.277585270097532 NA
123.04404904 0.519032649241509 -1.18917076173404 NA
124.02274 0.0187336669840045 7.23752339806939 42.40844
124.03921 0.823114928278557 -0.409411615086083 99.65697
124.03922 0.212044631951736 2.45936551061832 60.82387
125.00941 0.855856387937541 0.333942603895446 46.04576
125.03453 0.772241724945669 -0.518203473744684 54.37413
125.09604 0.128466212659001 -3.32175575549396 221.31318
126.00081 0.329407484798692 1.83709961448756 72.81213
126.01845 0.430553762693422 1.46898440733485 42.23217
126.09939 0.113949045480939 -3.52108085660103 221.2083
127.00014 0.477971075351681 1.31337566526263 882.13166
127.00014 0.477971075351681 1.31337566526263 911.21662
127.00014181 0.25290552112053 2.2178576221909 NA
127.03888 0.635145316345738 0.844359252668113 42.45202
127.03899 0.529266292381157 -1.14473949209161 54.6107
128.03423 0.834697276901677 0.38434456807791 44.68904
128.0706 0.552082512138221 -1.07258805255666 42.85118
128.98885 0.789207484496428 0.482414843824188 37.81939
129.01831 0.583305425682132 0.987336524393825 45.03783
129.05456 0.94196231402696 0.134384832813111 75.37971
129.09095 0.0972588119290243 -3.83789211064534 446.77622
129.96904 0.190876659852063 -2.62949692241745 967.33331
129.96907 0.110935187271231 -3.57003582649559 1000.55602
130.04983 0.198858102865457 2.55196616582123 53.20976
130.04991 0.371363460556889 1.67621359123966 44.49549
130.05784 0.792230914647948 -0.475441032124798 75.41747
130.06514 0.316184327561034 -1.89320803028995 230.43529
130.0862 0.659013630039802 0.776764460425127 53.00848
130.08625 0.687636134836024 0.712752799020834 43.98932
130.08631 0.80806887672615 -0.437150599436598 109.39255
130.98255 0.569096498394933 1.02418666389102 39.55549
131.0365 0.717562533336198 -0.642575085180012 98.39304
131.07024 0.324664064245846 1.86333098110807 108.90277
131.07031 0.153862822998314 2.97471310951823 56.0097
131.08155 0.969085098138532 0.0787228636988494 41.37911
131.98335 0.377227296338284 1.65467225759915 36.06707
132.0292 0.618617518539803 0.885252391087479 42.76754
132.0442 0.426712982103409 1.48714537866187 57.12472
132.04427 0.524370670606828 1.16832408054288 67.45373
132.07193 0.374565040155925 1.6651629983954 40.97701
132.07355 0.339276141498297 1.79974362237233 108.77714
132.86676 0.225050550663445 -2.37929037647206 904.42715
132.86677 0.216456467372556 -2.42849651679855 886.83665
132.86685 0.153174674265226 -2.9924531427573 971.62437
132.98023 0.113646569406708 3.52785700529023 35.85049
133.03248 0.967263175727502 0.081746473416069 44.54642
133.04658 0.897153203458895 0.234605928975642 77.59448
133.04936 0.420678274162241 1.50246995618603 53.74372
134.02367 0.873835305889938 0.289099279083231 61.25761
134.04613 0.671712963672876 -0.746134811144595 41.96448
134.05987 0.845838386391756 -0.361037577844699 67.40377
134.8936 0.33466249648245 -1.8167851455277 972.02141
134.89362 0.13517885758597 -3.23644375158886 998.04299
135.03011 0.828334003347371 -0.398732485683622 44.74081
135.04394 0.186297275287549 2.67765646610934 74.01338
135.04396 0.868145527774726 -0.301580138093959 100.66494
135.04399 0.201464213943567 2.53783053102859 130.50922
135.04402 0.724097458676875 -0.624634592124246 222.53245
135.04406 0.34353060880498 1.78176811076726 122.98886
135.04406 0.34353060880498 1.78176811076726 54.71223
135.0440676 0.729355409057891 -0.611709521007315 NA
135.04413 0.335900468231397 -1.81120237374247 251.58531
135.04418 0.658082787035316 -0.779178423652837 83.42906
135.93175 0.319882475648115 -1.8784824431559 998.31068
136.02902 0.751654288175823 0.566857605261901 60.81283
136.03932 0.849645620401597 0.34925363484392 43.91936
136.04728 0.231054003882626 2.33683732757735 74.71568
136.0757 0.070272974629688 -4.42981089391729 354.95957
136.07571 0.489312858511509 -1.27933546324389 115.12383
136.07572 0.0560141377636285 -4.9503015825039 187.61174
136.07574 0.196782942481408 -2.56981757722568 174.40717
136.07575 0.240397184651023 -2.28162289265633 83.06317
136.89057 0.734680723896209 -0.599110768195554 1013.07836
136.89064 0.155050556975612 -2.94330275753779 998.42333
137.02327 0.360396392476657 1.71948379213725 90.26233
137.02337 0.183915092830846 2.69072710950858 75.31845
137.03434 0.443779230226998 -1.41711570566168 44.50253
137.0596 0.789207484496428 0.483673724379717 63.75011
137.0597942 0.797328856297144 -0.463497172751726 NA
137.06939 0.823326418723143 -0.407924078174415 174.00765
138.01865 0.982337097087364 0.0410582444879402 44.98754
138.02664 0.154626993172205 2.94875497933642 75.5193
138.05494 0.313388912430907 1.91500762051839 115.66495
138.05496 0.670604255570968 0.749330156341649 68.05273
138.05497 0.609411573957242 -0.906750731758791 52.83963
139.01952 0.848074794145291 0.356171804892524 60.05114
139.04454 0.104960833283723 3.66479740469521 44.18643
139.05815 0.180130046007726 -2.72036086093397 52.98529
139.11174 0.0289855716193645 -6.24394347500323 345.52164
140.05354 0.947323832636056 -0.124594123534948 43.34371
141.01571 0.21009344050759 2.4733224925033 925.43334
141.01579 0.328929623074191 1.84058258530466 970.23422
141.01582 0.683543998203125 0.722734043968686 882.49687
141.01584 0.439524181036935 1.43513896238288 912.32433
141.01833 0.559852683860786 -1.05104870728011 44.77018
141.86703 0.0492657749824781 -5.17903946329121 951.94305
141.86707 0.0168688124079092 -7.59673621280591 968.63694
142.03215 0.910467732289957 0.206687736860256 61.45495
142.04997 0.645402004652283 -0.809388738032784 44.50253
142.06497 0.592812256224274 0.960559647078136 54.16968
142.0652 0.210421387805528 -2.46885691571894 74.45387
143.03377 0.679376213227576 0.730676723400288 41.06081
143.07034 0.698825966359717 -0.689053590193884 62.15053
143.10661 0.628894558171816 -0.863900306186737 518.51877
143.11788 0.779483146722908 -0.502805650850635 53.44939
143.11795 0.43977247846645 -1.43375439234973 42.27373
144.02921 0.603946071365632 -0.924865985896964 45.22795
144.04431 0.328747463062694 1.84463017402664 147.88991
144.04441 0.710617553989056 -0.659143460899834 68.08785
144.04441 0.710617553989056 -0.659143460899834 98.50565
144.04441645 0.414631835444824 -1.52407647673671 NA
144.04442 0.927998162979279 -0.163539904837151 188.05416
144.04443 0.559852683860786 1.05098954824032 57.65053
144.04445 0.561254758314985 -1.04778894336211 230.04346
144.06561 0.402411944491873 -1.56811430364784 44.3155
144.06953 0.104441595338914 3.684160989908 54.79998
144.99824 0.96073500673461 -0.0977023123025932 36.38461
145.03978 0.982319622812996 -0.0422375307641734 44.42489
145.0496 0.0109793080390282 -8.54866031687102 59.57031
145.04963 0.294133261711273 -1.99672254593327 72.73286
145.08598 0.229044195312102 -2.35570188747155 85.43265
145.09722 0.724097458676875 0.625000932821095 38.49612
146.02372 0.704437725325003 -0.676034487390675 106.61082
146.04483 0.871297714569643 -0.294602723878109 42.05007
146.06001 0.829080758148014 -0.396163484162821 98.50565
146.08111 0.194756341226361 2.59101769270562 109.72723
146.1002 0.720172646250624 0.634732833488584 38.31872
146.96024 0.801327897046741 -0.453635205840468 27.96603
146.9958 0.581090122424275 0.99477502905982 36.85332
147.0289 0.879802264397941 -0.273916256598471 53.61461
147.02892 0.780694694243358 0.498471160966306 44.27906
147.03148 0.438802185907644 -1.43844893878104 67.70622
147.04399 0.266039042516394 2.13440518722128 130.79949
147.06334 0.801196908605001 -0.454385493346007 98.36156
147.06523 0.0271164647496895 6.39287662427574 53.76732
147.06523 0.0271164647496895 6.39287662427574 45.0847
147.06523102 0.580870096384672 0.995654972682108 NA
148.03944 0.599489182491805 0.939182682508198 63.04948
148.04276 0.78993809138611 0.480044516816745 43.52024
149.02676 0.555138607389161 1.06293732963888 65.5017
149.04435 0.296912181109885 1.97769593097062 42.93868
149.05976 0.328747463062694 -1.84571950137529 349.34593
149.09611 0.196872420157314 -2.56819064555002 334.23128
150.04122 0.849548186819203 -0.350670295772327 44.54826
150.05495 0.566311570711763 1.03376818581406 95.77797
150.05502 0.484849756695475 1.29276944734138 62.47015
150.06307 0.340386706917278 -1.79398615154242 349.32441
151.01373 0.153862822998314 2.97516582611647 958.22684
151.01374 0.278640178134767 2.07966897697058 970.53748
151.01455 0.856807183485758 0.331457106476576 61.33979
151.02522 0.861599048027711 0.317437432531734 44.18643
151.03899 0.191304181459311 2.62393189222054 90.59836
151.03899 0.191304181459311 2.62393189222054 77.66658
151.03899445 0.515641391537744 -1.19771525353367 NA
152.02852 0.519358024926363 1.18798258023091 44.18643
152.0343 0.562421196160621 -1.04434604293389 53.74372
152.04231 0.289531144496211 2.01638466822106 78.48733
152.08179 0.233745463633848 2.3196589645687 40.89383
152.99477 0.5106287305457 -1.21711121520396 945.75151
152.99479 0.53070082159367 -1.1418209235898 922.23164
153.01826 0.39635289219398 1.59233506727775 100.82632
153.01829 0.540992841644972 1.10237907508887 45.75777
153.01842 0.532147701559893 -1.13668609524255 58.77845
153.09111 0.0241783138873765 -6.66033956460565 153.33576
154.04393 0.747778140969567 -0.57368218125416 44.75455
154.0612 0.327757665255099 1.84980915076584 39.55549
154.96439 0.129216583400286 -3.29358859338522 966.87001
154.96443 0.0448936138805952 -5.34065061784531 999.58623
155.03388 0.708302768926431 0.665414041324112 45.16802
155.03402 0.490626009990254 -1.26987813821531 54.03962
155.10673 0.662672305281134 0.768968682606698 298.54655
155.10674 0.710145466007738 0.661736339050102 287.63017
155.10677 0.496222780266186 -1.2583618494424 307.16139
156.01132 0.730598774968721 -0.608982233202165 20.88851
156.02905 0.719995492159525 -0.635899661066037 45.26666
156.06567 0.841493587574493 -0.371561125631175 45.03612
156.06568 0.166009888763895 -2.83009135220768 53.88213
156.96148 0.0563145422342634 -4.91570711900241 966.43141
156.96149 0.0737116778323528 -4.32795643945037 999.77849
157.01325 0.939072157870243 -0.140999830034117 54.25527
157.01339 0.334017832226085 -1.8197972249211 80.27313
157.04964 0.582279530444275 -0.991328608244295 44.4535
157.04968 0.472642522235497 -1.32759497245976 62.55141
157.08602 0.7871649337867 0.4883843336312 515.51656
157.08606 0.180023398232965 -2.72312411459494 63.81964
158.0449 0.483366218153229 -1.29657206416618 44.84006
158.08123 0.606641987954408 -0.914769565883274 95.66758
158.08123 0.606641987954408 -0.914769565883274 53.48447
158.08123482 0.616243555843402 -0.891378767937306 NA
158.08141 0.0421153965822705 5.49194295985076 65.35877
158.97769 0.851413430157056 0.34582281846197 36.57709
159.06519 0.930768355127471 -0.157605011102211 96.20279
159.06528 0.420985659568146 -1.50142462562161 44.4535
159.06528 0.420985659568146 -1.50142462562161 110.31858
159.06528278 0.506667306739557 1.23057372633402 NA
159.06531 0.39635289219398 1.59310313711897 53.44939
159.06533 0.258018588800677 -2.18739335630892 75.22107
159.10167 0.604252022229328 -0.923634122257587 130.52553
159.97819 0.502043053131251 1.24104305236158 36.20092
160.03943 0.71263850359194 0.654689732918632 68.00853
160.03945 0.634445990635721 0.847984831178707 90.58542
160.03948 0.713778489038941 -0.652134283454109 54.35984
160.06043 0.096074539996127 3.86849546023367 44.47802
160.06867 0.413252938393871 -1.52958430703105 75.8772
160.84124 0.0168780877452078 -7.45425797932053 991.58858
160.84126 0.129480387115318 -3.28307328741036 951.58091
161.04251 0.631694710075361 -0.853819432770591 69.35645
161.04457 0.488393977015809 1.28192898244202 43.72172
161.06927 0.899194391021335 0.230386461124051 44.69258
161.0809 0.437299598658633 -1.4469088502501 54.00736
161.08091 0.156604240612884 2.92059906314306 63.36578
161.08091 0.156604240612884 2.92059906314306 75.22033
162.00223 0.679294328185033 -0.731020511989393 55.6476
162.05501 0.946813065038058 0.125788332459746 67.70622
162.83818 0.0206326210731674 -7.02109129568229 952.04456
162.83824 0.0241783138873765 -6.63395730130383 991.65189
163.05819 0.909287977623176 -0.209382650064841 67.67155
163.06009 0.0979102941372497 3.83021398218943 44.15731
164.00394 0.692598838232295 0.702881814874875 56.92107
164.06347 0.648022940489933 0.80060433003488 43.11565
164.07077 0.524370670606828 1.168588853339 53.34731
164.83525 0.00997653645618205 -8.8274467247149 951.94564
164.92628 0.6682903286994 0.754222098030306 29.11329
165.01843 0.710617553989056 -0.659028519265327 72.82435
165.0257 0.476056648095207 1.31825763481068 45.24128
165.02966 0.961812010134446 0.094467713048384 54.70866
165.05475 0.0435089763031067 5.39543416365402 130.23407
165.0548 0.826299094113789 -0.402631321119548 173.57959
165.05483 0.148680186637383 -3.09961658637786 367.7846
165.06595 0.294900297424331 1.99119405983726 104.57199
165.07412 0.506723653074278 1.2295026800281 53.31615
166.0471 0.646711689736237 0.806077978263224 53.44236
166.04991 0.278982126316315 2.06623825208049 44.81387
166.05 0.39635289219398 1.59256778125809 64.80275
166.05796 0.0563128671560715 4.92782600260252 130.39826
166.08641 0.183234073705504 -2.69935477452665 318.16786
166.0975 0.506082135683119 1.23203381439802 40.982
167.02021 0.676974593032008 0.736184339255884 44.42489
167.02147 0.665740722794542 0.759505668091774 64.89597
167.0341 0.707096178479309 0.671029672727352 83.75905
167.06131 0.547655222331123 1.08345829665201 129.98117
167.07052 0.314128178861753 -1.90624843863224 62.328
168.02694 0.9269463176249 -0.16584124313126 42.27119
168.07123 0.582842960671992 0.988307447731776 40.03013
169.04003 0.936182019123104 0.146117156415072 44.86323
169.0497 0.528032989492799 -1.14930442326812 53.9766
169.04971 0.202865278888571 -2.52387298103813 75.69595
169.07622 0.259022570827329 -2.18195622326586 64.79695
169.99087 0.339658165991817 1.79702896094164 72.44236
170.0424 0.63613880104014 0.841826528048566 40.44777
170.04487 0.603289319254864 -0.926518636502774 45.0847
170.04508 0.199063103657315 -2.55011152983013 54.21143
170.08152 0.16024776605079 -2.88096389945794 77.5731
171.00554 0.45096074574859 1.39571369967083 46.05574
171.02265 0.663856125580545 0.764169916475959 26.68858
171.02911 0.366866085285101 -1.69572035009768 54.1422
171.06535 0.942067482239139 -0.13375498473425 98.04244
171.0766 0.0924884631245361 3.9360186755677 40.43942
171.10189 0.331294829611023 -1.83051797717301 305.78472
171.13809 0.875386799352992 -0.284983960113614 633.50357
172.02188 0.630590479036722 -0.856440777977274 44.23489
172.09693 0.0532811802225165 5.02248423838574 81.03455
172.09708 0.619547939102574 0.882752914191292 109.70356
172.09711 0.0845831975816301 -4.08807829403165 61.53798
172.99057 0.453211812299842 1.38667421007239 78.29545
172.99336 0.567449248597784 1.03108553022891 36.38461
173.04478 0.866776998800482 -0.304453684611588 44.63442
173.04485 0.313999416852836 -1.90734371630882 53.8401
173.08095 0.809393704273334 0.433646295748363 138.10776
173.08111 0.427442331402299 -1.48446300741577 116.45214
173.1033 0.830054485575434 -0.394266823438909 39.46327
173.11752 0.0813642872314483 -4.16547650570575 259.08
173.9938 0.556830832434418 1.06007436822239 36.38461
174.03985 0.606641987954408 0.915197251071353 45.13289
174.05525 0.0302128902302084 -6.13813726862858 229.97811
174.08436 0.402411944491873 -1.56768498217053 116.40515
174.08768 0.981879910221756 -0.0442136349291933 41.69689
174.95534 0.752356552710274 0.56528398364405 26.30174
174.99088 0.313636755535681 1.91126330317735 36.38461
175.02411 0.539933230079719 1.10877725442502 44.50253
175.05531 0.123698025685715 -3.39285770401027 53.70999
175.07556 0.261809851022865 -2.16484555550085 334.42807
175.09678 0.289086705355505 -2.0184196819252 58.7692
176.03433 0.788074629483837 -0.486800895638145 53.32
176.03776 0.435271572645358 -1.45368194636329 62.9214
176.05543 0.845380084703292 0.362878016016762 44.42489
176.07067 0.939603096336327 0.139587890168124 133.74211
177.01836 0.361359711402753 1.71460052076296 76.76355
177.02191 0.749197150801612 -0.57106963972819 44.95628
177.07601 0.529266292381157 -1.14523217817388 43.96553
178.04998 0.601421374285185 0.931054706668655 76.29169
178.05003 0.797354546569713 -0.462496387032132 67.70622
178.05009 0.778211953559928 -0.505940415293562 54.94024
179.0343 0.443779230226998 1.41785138857311 75.58599
179.03431 0.618367250927788 -0.886074518632856 119.68283
179.03747 0.479969755888301 -1.30751060001823 55.77436
179.05518 0.287880225284618 2.02608755672133 42.67611
179.10687 0.845931185173732 0.359495163040045 568.26491
180.02934 0.520260999912506 1.18281970841783 59.05517
180.03268 0.656170801508508 0.784783576172929 946.30093
180.03805 0.900399020753701 0.227441722538573 75.68481
180.04234 0.109557284455479 3.58951920481446 44.08424
180.06567 0.347101028484963 1.76915525942313 50.11555
180.0659 0.634871572369421 0.845456476396267 43.11306
181.01694 0.583500042421582 0.986811441358686 53.12165
181.01694 0.583500042421582 0.986811441358686 43.98932
181.01694612 0.427978003838565 -1.4826322639451 NA
